Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.7e-05,17.003122,[25  8] ; [14 34],[15.88888889 17.11111111] ; [23.11111111 24.88888889],1
p3,1,7.6e-05,15.656352,[19 14] ; [ 8 42],[10.73493976 22.26506024] ; [16.26506024 33.73493976],1
s8,1,0.006984,7.277005,[13 20] ; [ 7 44],[ 7.85714286 25.14285714] ; [12.14285714 38.85714286],0
p6,1,0.0076,7.125488,[14 19] ; [ 8 42],[ 8.74698795 24.25301205] ; [13.25301205 36.74698795],0
n1,1,0.017564,5.639161,[7 7] ; [ 3 19],[ 3.88888889 10.11111111] ; [ 6.11111111 15.88888889],0
p8,1,0.022091,5.238586,[17 15] ; [14 36],[12.09756098 19.90243902] ; [18.90243902 31.09756098],0
u3,1,0.023268,5.148387,[12  5] ; [10 18],[8.31111111 8.68888889] ; [13.68888889 14.31111111],0
s7,1,0.027687,4.84747,[13 19] ; [ 9 40],[ 8.69135802 23.30864198] ; [13.30864198 35.69135802],0
s6,1,0.052943,3.745714,[19 14] ; [18 32],[14.71084337 18.28915663] ; [22.28915663 27.71084337],0
s2,1,0.09731,2.749091,[17 16] ; [17 34],[13.35714286 19.64285714] ; [20.64285714 30.35714286],0
a5,1,0.119001,2.430421,[18 15] ; [19 32],[14.53571429 18.46428571] ; [22.46428571 28.53571429],0
u2,1,0.130393,2.287815,[10  7] ; [10 18],[7.55555556 9.44444444] ; [12.44444444 15.55555556],0
p5,1,0.130445,2.287196,[ 3 29] ; [ 1 49],[ 1.56097561 30.43902439] ; [ 2.43902439 47.56097561],0
b1,1,0.141623,2.160233,[19 14] ; [21 30],[15.71428571 17.28571429] ; [24.28571429 26.71428571],0
p9,1,0.150121,2.071023,[19 14] ; [35 13],[22. 11.] ; [32. 16.],0
v2,1,0.152462,2.047443,[12 21] ; [11 39],[ 9.14457831 23.85542169] ; [13.85542169 36.14457831],0
a4,1,0.175711,1.833527,[10 23] ; [ 9 42],[ 7.46428571 25.53571429] ; [11.53571429 39.46428571],0
v1,1,0.197901,1.657794,[13 20] ; [13 37],[10.3373494 22.6626506] ; [15.6626506 34.3373494],0
s5,1,0.198228,1.655381,[11 21] ; [11 40],[ 8.48192771 23.51807229] ; [13.51807229 37.48192771],0
n3,1,0.203669,1.615865,[10  5] ; [10 12],[8.10810811 6.89189189] ; [11.89189189 10.10810811],0
n2,1,0.2473,1.33849,[11  4] ; [12 10],[9.32432432 5.67567568] ; [13.67567568  8.32432432],0
d1,1,0.252352,1.310233,[13 20] ; [14 37],[10.60714286 22.39285714] ; [16.39285714 34.60714286],0
p2,1,0.280975,1.162368,[23 10] ; [29 21],[20.6746988 12.3253012] ; [31.3253012 18.6746988],0
a1,1,0.328097,0.956393,[ 3 30] ; [ 2 49],[ 1.96428571 31.03571429] ; [ 3.03571429 47.96428571],0
a8,1,0.35169,0.867351,[ 2 31] ; [ 1 47],[ 1.22222222 31.77777778] ; [ 1.77777778 46.22222222],0
a2,1,0.362554,0.829026,[ 1 32] ; [ 4 47],[ 1.96428571 31.03571429] ; [ 3.03571429 47.96428571],0
b2,1,0.39329,0.728745,[ 5 14] ; [10 16],[ 6.33333333 12.66666667] ; [ 8.66666667 17.33333333],0
b3,1,0.39329,0.728745,[ 5 14] ; [10 16],[ 6.33333333 12.66666667] ; [ 8.66666667 17.33333333],0
