Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,109.733588,[276  22] ; [10 26],[255.17365269  42.82634731] ; [30.82634731  5.17365269],1
p11,1,0.0,28.513356,[248  51] ; [16 20],[235.62985075  63.37014925] ; [28.37014925  7.62985075],1
p2,1,4e-06,21.492279,[258  41] ; [20 16],[248.12537313  50.87462687] ; [29.87462687  6.12537313],1
n6,1,8.5e-05,15.447036,[264  30] ; [24 12],[256.58181818  37.41818182] ; [31.41818182  4.58181818],1
n5,1,0.000274,13.242664,[242  54] ; [20 16],[233.59036145  62.40963855] ; [28.40963855  7.59036145],1
r4,1,0.000359,12.735382,[278  21] ; [27  9],[272.2238806  26.7761194] ; [32.7761194  3.2238806],1
r2,1,0.000485,12.172388,[283  10] ; [30  6],[278.75075988  14.24924012] ; [34.24924012  1.75075988],1
b1,1,0.000802,11.23722,[ 91 208] ; [21 15],[ 99.9641791 199.0358209] ; [12.0358209 23.9641791],1
v4,1,0.000873,11.080072,[285  11] ; [30  6],[280.84337349  15.15662651] ; [34.15662651  1.84337349],1
p6,1,0.003386,8.58683,[136 160] ; [ 7 28],[127.87915408 168.12084592] ; [15.12084592 19.87915408],0
a5,1,0.004943,7.900356,[243  56] ; [22 14],[236.52238806  62.47761194] ; [28.47761194  7.52238806],0
p7,1,0.007228,7.215429,[207  85] ; [17 18],[200.02446483  91.97553517] ; [23.97553517 11.02446483],0
n4,1,0.012961,6.174433,[243  55] ; [23 13],[237.32934132  60.67065868] ; [28.67065868  7.32934132],0
a6,1,0.01718,5.677869,[214  83] ; [19 17],[207.81081081  89.18918919] ; [25.18918919 10.81081081],0
p3,1,0.02332,5.144476,[175 123] ; [14 22],[168.62874251 129.37125749] ; [20.37125749 15.62874251],0
s7,1,0.034405,4.474459,[192  96] ; [17 18],[186.35294118 101.64705882] ; [22.64705882 12.35294118],0
s5,1,0.039805,4.226168,[135 153] ; [10 25],[129.2879257 158.7120743] ; [15.7120743 19.2879257],0
s3,1,0.048566,3.890303,[209  87] ; [19 16],[203.89123867  92.10876133] ; [24.10876133 10.89123867],0
p4,1,0.049786,3.848668,[205  92] ; [19 17],[199.78378378  97.21621622] ; [24.21621622 11.78378378],0
a3,1,0.078808,3.089308,[230  68] ; [23 13],[225.73053892  72.26946108] ; [27.26946108  8.73053892],0
s8,1,0.100589,2.696178,[174 122] ; [16 20],[169.39759036 126.60240964] ; [20.60240964 15.39759036],0
d5,1,0.103588,2.649408,[261  37] ; [28  8],[257.8502994  40.1497006] ; [31.1497006  4.8502994],0
r3,1,0.124978,2.353795,[293   5] ; [34  2],[291.75449102   6.24550898] ; [35.24550898  0.75449102],0
