Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,63.268171,[99 13] ; [ 4 24],[82.4 29.6] ; [20.6  7.4],1
s8,1,0.033141,4.538492,[35 76] ; [ 3 24],[30.56521739 80.43478261] ; [ 7.43478261 19.56521739],0
s4,1,0.03726,4.338498,[11 98] ; [ 7 21],[14.32116788 94.67883212] ; [ 3.67883212 24.32116788],0
n2,1,0.03828,4.292528,[28  9] ; [8 9],[24.66666667 12.33333333] ; [11.33333333  5.66666667],0
p6,1,0.043311,4.083235,[33 76] ; [ 3 24],[28.85294118 80.14705882] ; [ 7.14705882 19.85294118],0
b5,1,0.044273,4.04611,[75 37] ; [13 15],[70.4 41.6] ; [17.6 10.4],0
a7,1,0.044273,4.04611,[75 37] ; [13 15],[70.4 41.6] ; [17.6 10.4],0
n5,1,0.051171,3.802661,[75 37] ; [24  4],[79.2 32.8] ; [19.8  8.2],0
n3,1,0.057826,3.59867,[25 10] ; [7 9],[21.96078431 13.03921569] ; [10.03921569  5.96078431],0
p7,1,0.060048,3.536059,[49 61] ; [ 7 21],[44.63768116 65.36231884] ; [11.36231884 16.63768116],0
s3,1,0.070564,3.269861,[55 54] ; [ 8 18],[50.86666667 58.13333333] ; [12.13333333 13.86666667],0
u1,1,0.082094,3.022942,[24 88] ; [ 2 26],[20.8 91.2] ; [ 5.2 22.8],0
s2,1,0.096558,2.761494,[42 68] ; [ 6 22],[38.26086957 71.73913043] ; [ 9.73913043 18.26086957],0
v3,1,0.125762,2.344056,[39 67] ; [ 6 22],[35.59701493 70.40298507] ; [ 9.40298507 18.59701493],0
b3,1,0.141411,2.162536,[22 49] ; [11 12],[24.92553191 46.07446809] ; [ 8.07446809 14.92553191],0
b2,1,0.141411,2.162536,[22 49] ; [11 12],[24.92553191 46.07446809] ; [ 8.07446809 14.92553191],0
a8,1,0.173497,1.852463,[19 82] ; [ 2 24],[16.7007874 84.2992126] ; [ 4.2992126 21.7007874],0
p3,1,0.174704,1.842105,[39 73] ; [ 6 22],[36. 76.] ; [ 9. 19.],0
s1,1,0.212361,1.555257,[  5 105] ; [ 3 25],[  6.37681159 103.62318841] ; [ 1.62318841 26.37681159],0
a2,1,0.262918,1.253329,[27 85] ; [ 4 24],[24.8 87.2] ; [ 6.2 21.8],0
d2,1,0.32646,0.962891,[61 50] ; [12 15],[58.7173913 52.2826087] ; [14.2826087 12.7173913],0
a5,1,0.329779,0.949765,[75 37] ; [16 12],[72.8 39.2] ; [18.2  9.8],0
b4,1,0.339603,0.911929,[71 41] ; [15 13],[68.8 43.2] ; [17.2 10.8],0
u2,1,0.340219,0.909606,[17 20] ; [4 9],[15.54 21.46] ; [5.46 7.54],0
b1,1,0.351755,0.867117,[57 55] ; [17 11],[59.2 52.8] ; [14.8 13.2],0
p1,1,0.427894,0.628533,[  7 103] ; [ 3 25],[  7.97101449 102.02898551] ; [ 2.02898551 25.97101449],0
a3,1,0.474336,0.511856,[73 39] ; [15 11],[71.42028986 40.57971014] ; [16.57971014  9.42028986],0
a4,1,0.531791,0.390968,[55 57] ; [11 15],[53.56521739 58.43478261] ; [12.43478261 13.56521739],0
s5,1,0.566327,0.328867,[21 86] ; [ 4 23],[19.96268657 87.03731343] ; [ 5.03731343 21.96268657],0
a6,1,0.572328,0.318803,[66 45] ; [15 13],[64.68345324 46.31654676] ; [16.31654676 11.68345324],0
p12,1,0.805902,0.060376,[  3 108] ; [ 1 27],[  3.1942446 107.8057554] ; [ 0.8057554 27.1942446],0
n1,1,0.918433,0.010487,[18 17] ; [9 8],[18.17307692 16.82692308] ; [8.82692308 8.17307692],0
p5,1,1.0,0.0,[  8 104] ; [ 2 26],[  8. 104.] ; [ 2. 26.],0
