Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,63.268171,[99 13] ; [ 4 24],[82.4 29.6] ; [20.6  7.4],1
v4,1,0.0,43.826087,[104   8] ; [11 17],[92. 20.] ; [23.  5.],1
r1,1,1e-06,24.810955,[89 22] ; [ 9 19],[78.25899281 32.74100719] ; [19.74100719  8.25899281],1
d4,1,6e-06,20.406155,[88 23] ; [10 18],[78.25899281 32.74100719] ; [19.74100719  8.25899281],1
p2,1,1.5e-05,18.716578,[78 34] ; [ 7 21],[68. 44.] ; [17. 11.],1
p11,1,0.000101,15.117371,[66 46] ; [ 5 23],[56.8 55.2] ; [14.2 13.8],1
r2,1,0.000136,14.559519,[103   8] ; [17  9],[97.22627737 13.77372263] ; [22.77372263  3.22627737],1
s6,1,0.000365,12.704414,[63 48] ; [ 5 22],[54.69565217 56.30434783] ; [13.30434783 13.69565217],1
a1,1,0.001359,10.260448,[  6 106] ; [ 7 21],[ 10.4 101.6] ; [ 2.6 25.4],0
v2,1,0.001505,10.071958,[52 58] ; [ 4 24],[44.63768116 65.36231884] ; [11.36231884 16.63768116],0
n6,1,0.002047,9.506864,[84 28] ; [12 15],[77.35251799 34.64748201] ; [18.64748201  8.35251799],0
d5,1,0.002606,9.064962,[87 24] ; [14 14],[80.65467626 30.34532374] ; [20.34532374  7.65467626],0
u3,1,0.003534,8.509091,[21 18] ; [ 1 12],[16.5 22.5] ; [5.5 7.5],0
v1,1,0.006096,7.521692,[51 59] ; [ 5 23],[44.63768116 65.36231884] ; [11.36231884 16.63768116],0
d3,1,0.006749,7.338542,[71 40] ; [10 18],[64.68345324 46.31654676] ; [16.31654676 11.68345324],0
p4,1,0.010765,6.503771,[49 62] ; [ 5 23],[43.12230216 67.87769784] ; [10.87769784 17.12230216],0
p8,1,0.021071,5.320894,[37 73] ; [ 3 24],[32.11678832 77.88321168] ; [ 7.88321168 19.11678832],0
d1,1,0.027736,4.84439,[58 54] ; [ 8 20],[52.8 59.2] ; [13.2 14.8],0
s7,1,0.030919,4.657455,[46 60] ; [ 5 20],[41.26717557 64.73282443] ; [ 9.73282443 15.26717557],0
p9,1,0.031727,4.613194,[44 64] ; [ 5 22],[39.2 68.8] ; [ 9.8 17.2],0
