Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,9e-06,19.757424,[72 25] ; [33 47],[57.54237288 39.45762712] ; [47.45762712 32.54237288],1
n4,1,0.000165,14.187681,[81 16] ; [47 34],[69.75280899 27.24719101] ; [58.24719101 22.75280899],1
p8,1,0.001053,10.731719,[69 28] ; [37 42],[58.42045455 38.57954545] ; [47.57954545 31.42045455],0
v3,1,0.002514,9.130248,[47 48] ; [21 57],[37.34104046 57.65895954] ; [30.65895954 47.34104046],0
a5,1,0.003431,8.562616,[74 23] ; [45 36],[64.84831461 32.15168539] ; [54.15168539 26.84831461],0
p10,1,0.005541,7.693791,[80 17] ; [52 29],[71.93258427 25.06741573] ; [60.06741573 20.93258427],0
u1,1,0.005921,7.574337,[16 81] ; [ 3 78],[10.35393258 86.64606742] ; [ 8.64606742 72.35393258],0
s7,1,0.008825,6.857812,[33 59] ; [13 61],[25.4939759 66.5060241] ; [20.5060241 53.4939759],0
s8,1,0.011693,6.356857,[30 67] ; [12 69],[22.88764045 74.11235955] ; [19.11235955 61.88764045],0
v1,1,0.012514,6.236595,[56 39] ; [32 48],[47.77142857 47.22857143] ; [40.22857143 39.77142857],0
a6,1,0.014572,5.967485,[73 24] ; [47 34],[65.39325843 31.60674157] ; [54.60674157 26.39325843],0
a7,1,0.018802,5.519845,[72 25] ; [46 34],[64.66666667 32.33333333] ; [53.33333333 26.66666667],0
p9,1,0.02057,5.362901,[81 16] ; [55 25],[74.53107345 22.46892655] ; [61.46892655 18.53107345],0
n5,1,0.022213,5.229029,[72 25] ; [47 34],[64.84831461 32.15168539] ; [54.15168539 26.84831461],0
p1,1,0.023502,5.130994,[11 86] ; [ 2 79],[ 7.08426966 89.91573034] ; [ 5.91573034 75.08426966],0
v2,1,0.024628,5.049844,[63 32] ; [38 39],[55.78488372 39.21511628] ; [45.21511628 31.78488372],0
r4,1,0.025213,5.009197,[89  8] ; [65 16],[83.92134831 13.07865169] ; [70.07865169 10.92134831],0
p5,1,0.026266,4.938447,[11 86] ; [ 2 77],[ 7.16477273 89.83522727] ; [ 5.83522727 73.16477273],0
p11,1,0.034287,4.480351,[84 13] ; [60 21],[78.47191011 18.52808989] ; [65.52808989 15.47191011],0
u3,1,0.045122,4.014081,[16 14] ; [ 7 19],[12.32142857 17.67857143] ; [10.67857143 15.32142857],0
d2,1,0.060135,3.533659,[39 58] ; [44 37],[45.23033708 51.76966292] ; [37.76966292 43.23033708],0
