Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,53.127454,[120  47] ; [ 98 174],[82.92938497 84.07061503] ; [135.07061503 136.92938497],1
p2,1,1e-06,23.246761,[153  20] ; [192  88],[131.75496689  41.24503311] ; [213.24503311  66.75496689],1
p4,1,6e-06,20.620064,[87 84] ; [ 82 196],[ 64.36302895 106.63697105] ; [104.63697105 173.36302895],1
p6,1,0.000468,12.237703,[ 59 114] ; [ 54 224],[ 43.345898 129.654102] ; [ 69.654102 208.345898],1
p11,1,0.002379,9.231716,[140  33] ; [190  90],[126.02649007  46.97350993] ; [203.97350993  76.02649007],0
p5,1,0.003183,8.699526,[ 15 158] ; [  7 271],[  8.43902439 164.56097561] ; [ 13.56097561 264.43902439],0
p10,1,0.003985,8.290726,[140  32] ; [190  85],[126.97986577  45.02013423] ; [203.02013423  71.97986577],0
v1,1,0.0149,5.928222,[88 80] ; [111 163],[75.63800905 92.36199095] ; [123.36199095 150.63800905],0
p1,1,0.021651,5.273599,[ 13 159] ; [  8 271],[  8.00886918 163.99113082] ; [ 12.99113082 266.00886918],0
n2,1,0.026474,4.924783,[35  5] ; [73 32],[29.79310345 10.20689655] ; [78.20689655 26.79310345],0
n5,1,0.031957,4.600827,[128  44] ; [180  98],[117.72444444  54.27555556] ; [190.27555556  87.72444444],0
a2,1,0.035392,4.426139,[ 25 148] ; [ 63 217],[ 33.60706402 139.39293598] ; [ 54.39293598 225.60706402],0
p9,1,0.044826,4.025164,[141  29] ; [205  69],[132.47747748  37.52252252] ; [213.52252252  60.47747748],0
a4,1,0.056158,3.647374,[ 59 113] ; [121 158],[ 68.64745011 103.35254989] ; [111.35254989 167.64745011],0
u1,1,0.07543,3.160721,[ 15 158] ; [ 40 240],[ 21.00441501 151.99558499] ; [ 33.99558499 246.00441501],0
s6,1,0.104978,2.62824,[110  57] ; [161 116],[101.93018018  65.06981982] ; [169.06981982 107.93018018],0
n6,1,0.109294,2.564407,[144  28] ; [217  63],[137.37168142  34.62831858] ; [223.62831858  56.37168142],0
r4,1,0.111953,2.526434,[156  17] ; [238  42],[150.46799117  22.53200883] ; [243.53200883  36.46799117],0
n1,1,0.11762,2.448731,[18 21] ; [33 70],[14.00704225 24.99295775] ; [36.99295775 66.00704225],0
a6,1,0.117676,2.447984,[106  67] ; [191  88],[113.67477876  59.32522124] ; [183.32522124  95.67477876],0
v3,1,0.168508,1.89617,[ 61 107] ; [ 80 187],[ 54.45517241 113.54482759] ; [ 86.54482759 180.45517241],0
a7,1,0.174952,1.839989,[128  45] ; [189  89],[121.59866962  51.40133038] ; [195.40133038  82.59866962],0
s8,1,0.181814,1.782731,[ 68 104] ; [ 93 186],[ 61.40133038 110.59866962] ; [ 99.59866962 179.40133038],0
d2,1,0.181903,1.782009,[ 67 106] ; [125 152],[73.81333333 99.18666667] ; [118.18666667 158.81333333],0
n4,1,0.191036,1.70961,[123  49] ; [183  96],[116.70066519  55.29933481] ; [189.29933481  89.70066519],0
s7,1,0.209581,1.574319,[73 96] ; [100 169],[ 66.75114155 102.24885845] ; [106.24885845 162.75114155],0
u2,1,0.23161,1.430945,[34 32] ; [55 35],[37.65384615 28.34615385] ; [51.34615385 38.65384615],0
a5,1,0.256437,1.287893,[119  54] ; [178 102],[113.42384106  59.57615894] ; [183.57615894  96.42384106],0
a3,1,0.261827,1.259072,[107  65] ; [188  91],[112.50554324  59.49445676] ; [182.49445676  96.50554324],0
a8,1,0.345728,0.889076,[ 24 134] ; [ 31 228],[ 20.83932854 137.16067146] ; [ 34.16067146 224.83932854],0
u3,1,0.354891,0.85589,[33 32] ; [53 38],[35.83333333 29.16666667] ; [50.16666667 40.83333333],0
b1,1,0.367942,0.810603,[ 64 109] ; [ 92 188],[ 59.57615894 113.42384106] ; [ 96.42384106 183.57615894],0
s4,1,0.38106,0.767281,[ 25 144] ; [ 50 228],[ 28.3557047 140.6442953] ; [ 46.6442953 231.3557047],0
s5,1,0.413174,0.669649,[ 48 119] ; [ 68 202],[ 44.32951945 122.67048055] ; [ 71.67048055 198.32951945],0
b2,1,0.425612,0.634767,[28 65] ; [ 56 104],[30.87747036 62.12252964] ; [ 53.12252964 106.87747036],0
b3,1,0.425612,0.634767,[28 65] ; [ 56 104],[30.87747036 62.12252964] ; [ 53.12252964 106.87747036],0
r1,1,0.448549,0.574316,[136  36] ; [212  67],[132.71840355  39.28159645] ; [215.28159645  63.71840355],0
b4,1,0.453619,0.561594,[97 76] ; [167 113],[100.82119205  72.17880795] ; [163.17880795 116.82119205],0
d5,1,0.471218,0.519119,[134  39] ; [207  71],[130.80487805  42.19512195] ; [210.19512195  67.80487805],0
d1,1,0.528845,0.396611,[93 80] ; [142 138],[89.74613687 83.25386313] ; [145.25386313 134.74613687],0
a1,1,0.560755,0.338399,[  5 168] ; [ 11 269],[  6.11037528 166.88962472] ; [  9.88962472 270.11037528],0
v2,1,0.563684,0.333366,[83 81] ; [127 139],[80.09302326 83.90697674] ; [129.90697674 136.09302326],0
s3,1,0.569627,0.323308,[85 84] ; [147 130],[87.9103139 81.0896861] ; [144.0896861 132.9103139],0
s2,1,0.664409,0.188212,[82 89] ; [127 150],[79.77455357 91.22544643] ; [129.22544643 147.77455357],0
d3,1,0.680957,0.16905,[120  53] ; [187  90],[118.02444444  54.97555556] ; [188.97555556  88.02444444],0
n3,1,0.684134,0.165509,[28 11] ; [71 33],[27. 12.] ; [72. 32.],0
p12,1,0.771335,0.084465,[  7 164] ; [ 13 265],[  7.6169265 163.3830735] ; [ 12.3830735 265.6169265],0
r2,1,0.789664,0.071154,[161  10] ; [260  18],[160.3363029  10.6636971] ; [260.6636971  17.3363029],0
s1,1,0.795653,0.067069,[  6 164] ; [ 11 263],[  6.50900901 163.49099099] ; [ 10.49099099 263.50900901],0
u4,1,0.797836,0.065612,[  3 170] ; [  4 276],[  2.67328918 170.32671082] ; [  4.32671082 275.67328918],0
d4,1,0.800923,0.063581,[138  35] ; [219  59],[136.94235033  36.05764967] ; [220.05764967  57.94235033],0
r3,1,0.814562,0.055011,[161  12] ; [258  21],[160.36946903  12.63053097] ; [258.63053097  20.36946903],0
b5,1,0.936789,0.006289,[110  63] ; [177 103],[109.60485651  63.39514349] ; [177.39514349 102.60485651],0
