Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,103.494979,[318  26] ; [22 33],[293.13283208  50.86716792] ; [46.86716792  8.13283208],1
r1,1,0.000345,12.808351,[288  55] ; [35 20],[278.36432161  64.63567839] ; [44.63567839 10.36432161],1
p10,1,0.000413,12.470742,[310  32] ; [40 14],[302.27272727  39.72727273] ; [47.72727273  6.27272727],1
r4,1,0.001836,9.706341,[324  21] ; [45 10],[318.2625  26.7375] ; [50.7375  4.2625],0
d2,1,0.003814,8.370143,[191 153] ; [19 36],[181.05263158 162.94736842] ; [28.94736842 26.05263158],0
v3,1,0.006827,7.317886,[167 169] ; [15 36],[158.01550388 177.98449612] ; [23.98449612 27.01550388],0
a8,1,0.01107,6.454094,[ 47 263] ; [ 1 49],[ 41.33333333 268.66666667] ; [ 6.66666667 43.33333333],0
a4,1,0.011087,6.451328,[176 168] ; [18 37],[167.25814536 176.74185464] ; [26.74185464 28.25814536],0
p11,1,0.011537,6.380632,[297  48] ; [40 15],[290.6625  54.3375] ; [46.3375  8.6625],0
a3,1,0.013923,6.047848,[265  78] ; [34 21],[257.68090452  85.31909548] ; [41.31909548 13.68090452],0
u1,1,0.01597,5.806196,[ 89 256] ; [ 6 49],[ 81.9375 263.0625] ; [13.0625 41.9375],0
s7,1,0.019293,5.474733,[199 125] ; [23 29],[191.29787234 132.70212766] ; [30.70212766 21.29787234],0
s8,1,0.01946,5.459731,[188 153] ; [21 34],[179.97222222 161.02777778] ; [29.02777778 25.97222222],0
s3,1,0.022702,5.191136,[207 133] ; [24 30],[199.34010152 140.65989848] ; [31.65989848 22.34010152],0
a2,1,0.025078,5.018486,[100 245] ; [ 8 47],[ 93.15 251.85] ; [14.85 40.15],0
d1,1,0.036757,4.361654,[226 119] ; [28 27],[219.075 125.925] ; [34.925 20.075],0
n1,1,0.041586,4.151961,[25 26] ; [ 2 10],[21.85714286 29.14285714] ; [5.14285714 6.85714286],0
p6,1,0.044352,4.043111,[176 164] ; [20 34],[169.13705584 170.86294416] ; [26.86294416 27.13705584],0
d5,1,0.054679,3.691855,[297  47] ; [42 13],[292.27067669  51.72932331] ; [46.72932331  8.27067669],0
p9,1,0.056583,3.634821,[314  29] ; [45  9],[310.16876574  32.83123426] ; [48.83123426  5.16876574],0
n3,1,0.071745,3.242647,[42  9] ; [7 5],[39.66666667 11.33333333] ; [9.33333333 2.66666667],0
p5,1,0.078873,3.087971,[ 72 270] ; [ 6 49],[ 67.19395466 274.80604534] ; [10.80604534 44.19395466],0
s4,1,0.08292,3.006722,[ 54 285] ; [14 41],[ 58.50761421 280.49238579] ; [ 9.49238579 45.50761421],0
p2,1,0.100312,2.700576,[307  37] ; [44 10],[303.37688442  40.62311558] ; [47.62311558  6.37688442],0
v4,1,0.103445,2.651616,[333  10] ; [51  4],[330.93467337  12.06532663] ; [53.06532663  1.93467337],0
s2,1,0.117618,2.448761,[193 147] ; [25 30],[187.64556962 152.35443038] ; [30.35443038 24.64556962],0
v2,1,0.129833,2.294503,[212 125] ; [27 25],[207.05141388 129.94858612] ; [31.94858612 20.05141388],0
a6,1,0.13537,2.229815,[241 103] ; [33 22],[236.23057644 107.76942356] ; [37.76942356 17.23057644],0
b1,1,0.155088,2.021477,[148 197] ; [18 37],[143.175 201.825] ; [22.825 32.175],0
a5,1,0.15533,2.019109,[274  71] ; [39 16],[269.9625  75.0375] ; [43.0375 11.9625],0
r3,1,0.187711,1.735495,[330  12] ; [51  4],[328.21662469  13.78337531] ; [52.78337531  2.21662469],0
u3,1,0.192621,1.697457,[44 35] ; [15  6],[46.61 32.39] ; [12.39  8.61],0
b2,1,0.19269,1.696933,[ 99 133] ; [ 8 19],[ 95.84555985 136.15444015] ; [11.15444015 15.84555985],0
b3,1,0.19269,1.696933,[ 99 133] ; [ 8 19],[ 95.84555985 136.15444015] ; [11.15444015 15.84555985],0
v1,1,0.239479,1.383659,[209 126] ; [28 24],[205.15503876 129.84496124] ; [31.84496124 20.15503876],0
r2,1,0.242238,1.367522,[327  13] ; [51  4],[325.36708861  14.63291139] ; [52.63291139  2.36708861],0
b4,1,0.243361,1.36102,[197 148] ; [36 19],[200.9625 144.0375] ; [32.0375 22.9625],0
b5,1,0.267007,1.232059,[192 153] ; [35 20],[195.7875 149.2125] ; [31.2125 23.7875],0
p4,1,0.3057,1.049163,[289  56] ; [43 12],[286.35  58.65] ; [45.65  9.35],0
s6,1,0.307338,1.042081,[246  87] ; [37 18],[242.88402062  90.11597938] ; [40.11597938 14.88402062],0
a7,1,0.345338,0.890512,[248  96] ; [43 12],[250.88721805  93.11278195] ; [40.11278195 14.88721805],0
p8,1,0.386242,0.750739,[231 110] ; [34 21],[228.19444444 112.80555556] ; [36.80555556 18.19444444],0
d4,1,0.457187,0.552773,[289  55] ; [44 11],[287.09774436  56.90225564] ; [45.90225564  9.09774436],0
p1,1,0.462781,0.539159,[ 44 300] ; [ 5 49],[ 42.35175879 301.64824121] ; [ 6.64824121 47.35175879],0
p12,1,0.496742,0.46189,[ 42 300] ; [ 5 50],[ 40.48866499 301.51133501] ; [ 6.51133501 48.48866499],0
d3,1,0.575649,0.313322,[238 107] ; [40 15],[239.775 105.225] ; [38.225 16.775],0
s5,1,0.608619,0.262191,[136 192] ; [20 33],[134.2992126 193.7007874] ; [21.7007874 31.2992126],0
