Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,53.310408,[216  59] ; [54 75],[183.78712871  91.21287129] ; [86.21287129 42.78712871],1
d3,1,0.0,46.597412,[201  73] ; [49 80],[169.9751861 104.0248139] ; [80.0248139 48.9751861],1
r4,1,0.0,28.499901,[248  27] ; [89 40],[229.39356436  45.60643564] ; [107.60643564  21.39356436],1
d5,1,6e-06,20.632897,[229  46] ; [81 48],[211.01485149  63.98514851] ; [98.98514851 30.01485149],1
r1,1,2.8e-05,17.537105,[218  54] ; [78 51],[200.77805486  71.22194514] ; [95.22194514 33.77805486],1
u1,1,8.6e-05,15.419836,[ 57 218] ; [  7 122],[ 43.56435644 231.43564356] ; [ 20.43564356 108.56435644],1
v4,1,0.00013,14.643474,[260  15] ; [105  22],[249.68905473  25.31094527] ; [115.31094527  11.68905473],1
a2,1,0.000214,13.708117,[ 72 203] ; [ 13 116],[ 57.85891089 217.14108911] ; [ 27.14108911 101.85891089],1
d4,1,0.000268,13.280639,[224  51] ; [83 45],[209.49131514  65.50868486] ; [97.50868486 30.49131514],1
r2,1,0.000384,12.607062,[257  15] ; [107  21],[247.52  24.48] ; [116.48  11.52],1
r3,1,0.000443,12.340015,[253  19] ; [105  24],[242.83291771  29.16708229] ; [115.16708229  13.83291771],1
b5,1,0.002404,9.211925,[178  97] ; [63 66],[164.0470297 110.9529703] ; [76.9529703 52.0470297],0
a5,1,0.002938,8.845511,[208  67] ; [79 50],[195.35891089  79.64108911] ; [91.64108911 37.35891089],0
p4,1,0.003295,8.636455,[170 104] ; [60 69],[156.37717122 117.62282878] ; [73.62282878 55.37717122],0
b1,1,0.007463,7.15792,[102 173] ; [66 63],[114.35643564 160.64356436] ; [53.64356436 75.35643564],0
d1,1,0.008203,6.988524,[156 119] ; [55 74],[143.62623762 131.37376238] ; [67.37376238 61.62623762],0
p2,1,0.01112,6.44596,[231  44] ; [93 34],[221.64179104  53.35820896] ; [102.35820896  24.64179104],0
v2,1,0.011415,6.399519,[112 154] ; [36 89],[100.68542199 165.31457801] ; [47.31457801 77.68542199],0
s2,1,0.015952,5.808139,[138 136] ; [48 80],[126.7761194 147.2238806] ; [59.2238806 68.7761194],0
n6,1,0.015975,5.805579,[243  31] ; [102  26],[235.14925373  38.85074627] ; [109.85074627  18.14925373],0
v1,1,0.028231,4.813895,[135 133] ; [49 78],[124.84050633 143.15949367] ; [59.15949367 67.84050633],0
s6,1,0.034279,4.480724,[187  86] ; [72 53],[177.65577889  95.34422111] ; [81.34422111 43.65577889],0
p8,1,0.041678,4.148222,[145 124] ; [55 73],[135.5163728 133.4836272] ; [64.4836272 63.5163728],0
p10,1,0.044233,4.047648,[222  51] ; [92 35],[214.305  58.695] ; [99.695 27.305],0
p3,1,0.053556,3.726485,[130 144] ; [48 81],[121.02233251 152.97766749] ; [56.97766749 72.02233251],0
a3,1,0.058068,3.591735,[195  78] ; [80 49],[186.75373134  86.24626866] ; [88.24626866 40.75373134],0
p7,1,0.064382,3.420752,[167 100] ; [67 60],[158.57360406 108.42639594] ; [75.42639594 51.57360406],0
a8,1,0.075953,3.149443,[ 45 209] ; [ 13 109],[ 39.18085106 214.81914894] ; [ 18.81914894 103.18085106],0
u3,1,0.088828,2.895483,[45 35] ; [20 29],[40.31007752 39.68992248] ; [24.68992248 24.31007752],0
n3,1,0.106313,2.608197,[43 16] ; [26 19],[39.14423077 19.85576923] ; [29.85576923 15.14423077],0
s3,1,0.11,2.554224,[155 119] ; [62 67],[147.53846154 126.46153846] ; [69.46153846 59.53846154],0
u2,1,0.120509,2.410688,[43 37] ; [19 29],[38.75 41.25] ; [23.25 24.75],0
p9,1,0.124057,2.365343,[228  43] ; [98 28],[222.53400504  48.46599496] ; [103.46599496  22.53400504],0
p12,1,0.152848,2.043597,[ 12 262] ; [ 10 117],[ 15.03241895 258.96758105] ; [  6.96758105 120.03241895],0
