Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,52.937509,[ 39 578] ; [27 62],[ 57.67988669 559.32011331] ; [ 8.32011331 80.67988669],1
p1,1,0.0,39.856665,[ 39 576] ; [24 66],[ 54.95744681 560.04255319] ; [ 8.04255319 81.95744681],1
s5,1,0.0,35.4103,[196 404] ; [55 28],[220.49780381 379.50219619] ; [30.50219619 52.49780381],1
p3,1,0.0,27.533064,[302 315] ; [70 19],[325.10481586 291.89518414] ; [46.89518414 42.10481586],1
p4,1,0.0,26.673851,[365 250] ; [78 11],[386.99573864 228.00426136] ; [56.00426136 32.99573864],1
p8,1,0.0,26.245963,[327 283] ; [74 16],[349.44285714 260.55714286] ; [51.55714286 38.44285714],1
p6,1,1e-06,25.182597,[215 396] ; [56 33],[236.54428571 374.45571429] ; [34.45571429 54.54428571],1
a1,1,2.9e-05,17.450438,[ 21 597] ; [12 78],[ 28.80508475 589.19491525] ; [ 4.19491525 85.80508475],1
s7,1,0.000173,14.105014,[289 303] ; [60 25],[305.1816839 286.8183161] ; [43.8183161 41.1816839],1
v3,1,0.000234,13.533842,[233 365] ; [52 35],[248.80291971 349.19708029] ; [36.19708029 50.80291971],1
v1,1,0.000984,10.857721,[323 279] ; [63 24],[337.25979681 264.74020319] ; [48.74020319 38.25979681],1
u4,1,0.00239,9.223208,[  7 611] ; [ 5 85],[ 10.47457627 607.52542373] ; [ 1.52542373 88.47457627],0
b5,1,0.002581,9.082259,[378 240] ; [40 50],[364.86440678 253.13559322] ; [53.13559322 36.86440678],0
p7,1,0.005725,7.634899,[395 207] ; [70 17],[406.28447025 195.71552975] ; [58.71552975 28.28447025],0
s8,1,0.007189,7.225146,[280 336] ; [54 35],[291.83546099 324.16453901] ; [42.16453901 46.83546099],0
n5,1,0.009062,6.810508,[472 143] ; [80 10],[481.53191489 133.46808511] ; [70.46808511 19.53191489],0
s6,1,0.014978,5.919107,[417 194] ; [69 16],[426.64655172 184.35344828] ; [59.35344828 25.64655172],0
n4,1,0.038272,4.292886,[476 142] ; [78 12],[483.57627119 134.42372881] ; [70.42372881 19.57627119],0
p9,1,0.045405,4.003541,[577  39] ; [89  1],[581.09915014  34.90084986] ; [84.90084986  5.09915014],0
p11,1,0.05796,3.594827,[515 103] ; [82  8],[521.11016949  96.88983051] ; [75.88983051 14.11016949],0
n6,1,0.058759,3.572084,[530  86] ; [83  6],[535.6141844  80.3858156] ; [77.3858156 11.6141844],0
b2,1,0.061674,3.491791,[126 223] ; [31 33],[132.67070218 216.32929782] ; [24.32929782 39.67070218],0
b3,1,0.061674,3.491791,[126 223] ; [31 33],[132.67070218 216.32929782] ; [24.32929782 39.67070218],0
s1,1,0.099754,2.709472,[ 15 595] ; [ 5 85],[ 17.42857143 592.57142857] ; [ 2.57142857 87.42857143],0
n1,1,0.112527,2.518372,[43 86] ; [9 8],[45.94520548 83.05479452] ; [ 6.05479452 10.94520548],0
r2,1,0.16325,1.943864,[591  22] ; [84  6],[588.58463727  24.41536273] ; [86.41536273  3.58463727],0
n3,1,0.193999,1.686986,[96 34] ; [10  7],[93.7414966 36.2585034] ; [12.2585034  4.7414966],0
r3,1,0.222129,1.490564,[593  24] ; [84  6],[590.81895332  26.18104668] ; [86.18104668  3.81895332],0
a3,1,0.231729,1.43022,[442 174] ; [70 20],[446.73087819 169.26912181] ; [65.26912181 24.73087819],0
n2,1,0.23733,1.396382,[98 32] ; [15  2],[99.93197279 30.06802721] ; [13.06802721  3.93197279],0
b1,1,0.267705,1.228471,[217 401] ; [37 53],[221.71186441 396.28813559] ; [32.28813559 57.71186441],0
p2,1,0.286413,1.136404,[529  87] ; [81  9],[532.23796034  83.76203966] ; [77.76203966 12.23796034],0
a2,1,0.340308,0.90927,[152 466] ; [18 72],[148.38983051 469.61016949] ; [21.61016949 68.38983051],0
u2,1,0.359553,0.839455,[104  71] ; [14  6],[105.8974359  69.1025641] ; [12.1025641  7.8974359],0
a5,1,0.378595,0.775259,[461 157] ; [71 19],[464.37288136 153.62711864] ; [67.62711864 22.37288136],0
s4,1,0.402907,0.699634,[113 500] ; [13 75],[110.18259629 502.81740371] ; [15.81740371 72.18259629],0
d1,1,0.407037,0.68744,[370 248] ; [58 32],[373.59322034 244.40677966] ; [54.40677966 35.59322034],0
