Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,75.909876,[147   5] ; [26 31],[125.81818182  26.18181818] ; [47.18181818  9.81818182],1
r2,1,0.0,63.597826,[148   4] ; [30 26],[130.07692308  21.92307692] ; [47.92307692  8.07692308],1
v4,1,0.0,51.8858,[143   9] ; [30 28],[125.21904762  26.78095238] ; [47.78095238 10.21904762],1
r1,1,0.0,43.827353,[120  31] ; [18 40],[99.70334928 51.29665072] ; [38.29665072 19.70334928],1
s6,1,1e-06,23.508315,[85 66] ; [11 47],[69.35885167 81.64114833] ; [26.64114833 31.35885167],1
p9,1,4.4e-05,16.702393,[109  41] ; [23 32],[96.58536585 53.41463415] ; [35.41463415 19.58536585],1
p11,1,8.2e-05,15.507089,[103  49] ; [22 36],[90.47619048 61.52380952] ; [34.52380952 23.47619048],1
a6,1,0.000104,15.060882,[107  45] ; [24 34],[94.81904762 57.18095238] ; [36.18095238 21.81904762],1
a7,1,0.000204,13.794374,[111  41] ; [26 31],[99.63636364 52.36363636] ; [37.36363636 19.63636364],1
p10,1,0.00028,13.200042,[102  48] ; [23 34],[90.57971014 59.42028986] ; [34.42028986 22.57971014],1
s3,1,0.001134,10.595485,[72 79] ; [13 44],[61.70673077 89.29326923] ; [23.29326923 33.70673077],0
p2,1,0.00156,10.006522,[97 55] ; [23 35],[86.85714286 65.14285714] ; [33.14285714 24.85714286],0
u3,1,0.001583,9.979932,[31 21] ; [ 6 21],[24.35443038 27.64556962] ; [12.64556962 14.35443038],0
s2,1,0.001784,9.759993,[57 93] ; [ 9 49],[ 47.59615385 102.40384615] ; [18.40384615 39.59615385],0
a1,1,0.001836,9.707144,[  4 148] ; [ 8 50],[  8.68571429 143.31428571] ; [ 3.31428571 54.68571429],0
s8,1,0.002411,9.207183,[ 50 102] ; [ 7 51],[ 41.25714286 110.74285714] ; [15.74285714 42.25714286],0
n3,1,0.003289,8.639992,[39 16] ; [10 17],[32.86585366 22.13414634] ; [16.13414634 10.86585366],0
d3,1,0.015572,5.850568,[101  51] ; [28 30],[93.37142857 58.62857143] ; [35.62857143 22.37142857],0
u2,1,0.017812,5.614504,[28 24] ; [ 7 20],[23.03797468 28.96202532] ; [11.96202532 15.03797468],0
n6,1,0.023794,5.109579,[120  32] ; [37 21],[113.63809524  38.36190476] ; [43.36190476 14.63809524],0
b5,1,0.025902,4.962568,[94 58] ; [26 32],[86.85714286 65.14285714] ; [33.14285714 24.85714286],0
a5,1,0.032171,4.589383,[98 54] ; [28 30],[91.2 60.8] ; [34.8 23.2],0
n2,1,0.033685,4.510645,[40 17] ; [13 15],[35.54117647 21.45882353] ; [17.45882353 10.54117647],0
d4,1,0.038797,4.269749,[122  30] ; [38 19],[116.36363636  35.63636364] ; [43.63636364 13.36363636],0
p4,1,0.052897,3.747162,[55 96] ; [13 45],[ 49.1291866 101.8708134] ; [18.8708134 39.1291866],0
d5,1,0.068066,3.329044,[116  36] ; [37 21],[110.74285714  41.25714286] ; [42.25714286 15.74285714],0
u1,1,0.072862,3.217328,[ 25 127] ; [ 4 54],[ 20.99047619 131.00952381] ; [ 8.00952381 49.99047619],0
b2,1,0.074479,3.181432,[22 54] ; [17 20],[26.2300885 49.7699115] ; [12.7699115 24.2300885],0
b3,1,0.074479,3.181432,[22 54] ; [17 20],[26.2300885 49.7699115] ; [12.7699115 24.2300885],0
p8,1,0.084247,2.980996,[ 35 117] ; [ 7 50],[ 30.54545455 121.45454545] ; [11.45454545 45.54545455],0
p3,1,0.093616,2.811073,[ 40 111] ; [ 9 49],[ 35.40191388 115.59808612] ; [13.59808612 44.40191388],0
s7,1,0.119927,2.418271,[48 97] ; [12 43],[ 43.5 101.5] ; [16.5 38.5],0
a3,1,0.129,2.304495,[100  52] ; [31 26],[95.27272727 56.72727273] ; [35.72727273 21.27272727],0
p1,1,0.142779,2.147751,[ 11 140] ; [ 8 50],[ 13.72727273 137.27272727] ; [ 5.27272727 52.72727273],0
v3,1,0.190146,1.716483,[ 37 106] ; [10 48],[ 33.43781095 109.56218905] ; [13.56218905 44.43781095],0
p12,1,0.201634,1.630501,[  9 143] ; [ 1 57],[  7.23809524 144.76190476] ; [ 2.76190476 55.23809524],0
p6,1,0.214962,1.537688,[ 20 132] ; [ 4 53],[ 17.45454545 134.54545455] ; [ 6.54545455 50.45454545],0
n4,1,0.229957,1.44113,[105  47] ; [35 23],[101.33333333  50.66666667] ; [38.66666667 19.33333333],0
b1,1,0.231245,1.43319,[57 95] ; [27 31],[60.8 91.2] ; [23.2 34.8],0
s5,1,0.26261,1.254943,[ 33 111] ; [ 9 48],[ 30.08955224 113.91044776] ; [11.91044776 45.08955224],0
a2,1,0.269439,1.219601,[ 28 124] ; [ 7 51],[ 25.33333333 126.66666667] ; [ 9.66666667 48.33333333],0
v2,1,0.271382,1.209749,[53 91] ; [16 40],[49.68 94.32] ; [19.32 36.68],0
d1,1,0.272757,1.20283,[81 71] ; [26 32],[77.44761905 74.55238095] ; [29.55238095 28.44761905],0
s1,1,0.372011,0.796935,[ 10 140] ; [ 2 56],[  8.65384615 141.34615385] ; [ 3.34615385 54.65384615],0
n1,1,0.433944,0.612245,[25 31] ; [10 18],[23.33333333 32.66666667] ; [11.66666667 16.33333333],0
a8,1,0.602597,0.271097,[ 11 132] ; [ 3 51],[ 10.16243655 132.83756345] ; [ 3.83756345 50.16243655],0
d2,1,0.635623,0.224513,[73 78] ; [25 31],[71.48792271 79.51207729] ; [26.51207729 29.48792271],0
b4,1,0.642205,0.215869,[97 55] ; [39 19],[98.43809524 53.56190476] ; [37.56190476 20.43809524],0
a4,1,0.646179,0.210752,[64 88] ; [22 35],[62.54545455 89.45454545] ; [23.45454545 33.54545455],0
n5,1,0.683456,0.166261,[97 54] ; [39 19],[98.25837321 52.74162679] ; [37.74162679 20.25837321],0
s4,1,0.827065,0.047728,[ 28 123] ; [10 48],[ 27.45454545 123.54545455] ; [10.54545455 47.45454545],0
p5,1,0.95429,0.003286,[  5 147] ; [ 2 56],[  5.06666667 146.93333333] ; [ 1.93333333 56.06666667],0
