Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.003035,8.786091,[20  7] ; [18 29],[13.86486486 13.13513514] ; [24.13513514 22.86486486],0
p4,1,0.006023,7.543494,[16 11] ; [13 35],[10.44 16.56] ; [18.56 29.44],0
p1,1,0.011792,6.341838,[ 5 22] ; [ 1 47],[ 2.16 24.84] ; [ 3.84 44.16],0
a5,1,0.015012,5.915044,[16 11] ; [15 34],[11.01315789 15.98684211] ; [19.98684211 29.01315789],0
s8,1,0.018652,5.533888,[11 16] ; [ 8 41],[ 6.75 20.25] ; [12.25 36.75],0
s7,1,0.022906,5.175654,[12 14] ; [10 38],[ 7.72972973 18.27027027] ; [14.27027027 33.72972973],0
s5,1,0.037993,4.305351,[11 14] ; [10 38],[ 7.19178082 17.80821918] ; [13.80821918 34.19178082],0
s6,1,0.069223,3.301351,[16 11] ; [18 30],[12.24 14.76] ; [21.76 26.24],0
s2,1,0.077913,3.107916,[15 12] ; [17 32],[11.36842105 15.63157895] ; [20.63157895 28.36842105],0
s1,1,0.090118,2.87226,[ 3 24] ; [ 1 48],[ 1.42105263 25.57894737] ; [ 2.57894737 46.42105263],0
p5,1,0.09489,2.789393,[ 3 24] ; [ 1 47],[ 1.44 25.56] ; [ 2.56 45.44],0
v1,1,0.116251,2.467115,[11 16] ; [11 36],[ 8.02702703 18.97297297] ; [13.97297297 33.02702703],0
p2,1,0.125786,2.34375,[21  6] ; [29 19],[18.  9.] ; [32. 16.],0
s3,1,0.128081,2.315611,[13 13] ; [15 32],[ 9.97260274 16.02739726] ; [18.02739726 28.97260274],0
n1,1,0.142781,2.147727,[4 7] ; [ 2 14],[2.44444444 8.55555556] ; [ 3.55555556 12.44444444],0
p6,1,0.161088,1.96398,[ 9 16] ; [10 38],[ 6.50684932 18.49315068] ; [12.49315068 35.50684932],0
n2,1,0.16612,1.917614,[9 2] ; [9 7],[7.33333333 3.66666667] ; [10.66666667  5.33333333],0
s4,1,0.173369,1.853565,[ 8 19] ; [ 8 41],[ 5.68421053 21.31578947] ; [10.31578947 38.68421053],0
d1,1,0.183235,1.771192,[13 14] ; [16 33],[10.30263158 16.69736842] ; [18.69736842 30.30263158],0
a4,1,0.212985,1.55102,[ 9 18] ; [10 39],[ 6.75 20.25] ; [12.25 36.75],0
p11,1,0.271013,1.211612,[13 14] ; [30 19],[15.27631579 11.72368421] ; [27.72368421 21.27631579],0
v4,1,0.285676,1.139888,[24  3] ; [38 10],[22.32  4.68] ; [39.68  8.32],0
u3,1,0.288212,1.127956,[8 4] ; [11 12],[6.51428571 5.48571429] ; [12.48571429 10.51428571],0
b1,1,0.373661,0.791454,[15 12] ; [22 27],[13.14473684 13.85526316] ; [23.85526316 25.14473684],0
n3,1,0.383666,0.758924,[8 3] ; [9 7],[6.92592593 4.07407407] ; [10.07407407  5.92592593],0
r4,1,0.39035,0.737852,[16 11] ; [24 25],[14.21052632 12.78947368] ; [25.78947368 23.21052632],0
d2,1,0.402329,0.701354,[12 15] ; [17 32],[10.30263158 16.69736842] ; [18.69736842 30.30263158],0
a1,1,0.440189,0.595789,[ 3 24] ; [ 3 46],[ 2.13157895 24.86842105] ; [ 3.86842105 45.13157895],0
a2,1,0.440189,0.595789,[ 3 24] ; [ 3 46],[ 2.13157895 24.86842105] ; [ 3.86842105 45.13157895],0
n4,1,0.447334,0.577398,[10 17] ; [14 35],[ 8.52631579 18.47368421] ; [15.47368421 33.52631579],0
a7,1,0.521198,0.411523,[16 11] ; [32 16],[17.28  9.72] ; [30.72 17.28],0
v2,1,0.532063,0.390451,[ 8 19] ; [18 31],[ 9.23684211 17.76315789] ; [16.76315789 32.23684211],0
r2,1,0.541891,0.372046,[21  5] ; [35 12],[19.94520548  6.05479452] ; [36.05479452 10.94520548],0
d4,1,0.54745,0.361905,[21  6] ; [35 14],[19.89473684  7.10526316] ; [36.10526316 12.89473684],0
a6,1,0.561189,0.33765,[14 13] ; [22 27],[12.78947368 14.21052632] ; [23.21052632 25.78947368],0
p8,1,0.56448,0.332006,[11 16] ; [16 31],[ 9.85135135 17.14864865] ; [17.14864865 29.85135135],0
v3,1,0.573284,0.317218,[ 5 21] ; [12 36],[ 5.97297297 20.02702703] ; [11.02702703 36.97297297],0
u1,1,0.651312,0.20425,[ 1 26] ; [ 3 46],[ 1.42105263 25.57894737] ; [ 2.57894737 46.42105263],0
p10,1,0.662632,0.190342,[13 13] ; [26 21],[13.89041096 12.10958904] ; [25.10958904 21.89041096],0
b2,1,0.663687,0.189076,[ 5 12] ; [10 18],[ 5.66666667 11.33333333] ; [ 9.33333333 18.66666667],0
b3,1,0.663687,0.189076,[ 5 12] ; [10 18],[ 5.66666667 11.33333333] ; [ 9.33333333 18.66666667],0
b5,1,0.699828,0.148651,[17 10] ; [33 16],[17.76315789  9.23684211] ; [32.23684211 16.76315789],0
d5,1,0.741363,0.108932,[19  8] ; [32 16],[18.36  8.64] ; [32.64 15.36],0
p9,1,0.754973,0.097399,[18  9] ; [29 17],[17.38356164  9.61643836] ; [29.61643836 16.38356164],0
n6,1,0.76683,0.087926,[18  9] ; [31 18],[17.40789474  9.59210526] ; [31.59210526 17.40789474],0
r3,1,0.808102,0.058988,[22  5] ; [41  8],[22.38157895  4.61842105] ; [40.61842105  8.38157895],0
a3,1,0.907671,0.013451,[15 12] ; [26 22],[14.76 12.24] ; [26.24 21.76],0
u2,1,0.918123,0.010568,[7 5] ; [13 10],[6.85714286 5.14285714] ; [13.14285714  9.85714286],0
p12,1,0.935458,0.006558,[ 1 26] ; [ 2 47],[ 1.06578947 25.93421053] ; [ 1.93421053 47.06578947],0
d3,1,0.968262,0.001583,[17 10] ; [30 18],[16.92 10.08] ; [30.08 17.92],0
b4,1,0.969644,0.001448,[15 12] ; [27 22],[14.92105263 12.07894737] ; [27.07894737 21.92105263],0
