Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,23.199172,[20 90] ; [31 26],[33.59281437 76.40718563] ; [17.40718563 39.59281437],1
p4,1,5.1e-05,16.392503,[39 71] ; [39 18],[51.37724551 58.62275449] ; [26.62275449 30.37724551],1
s7,1,8.5e-05,15.433232,[29 77] ; [32 22],[40.4125 65.5875] ; [20.5875 33.4125],1
v2,1,0.000102,15.102581,[30 78] ; [32 22],[41.33333333 66.66666667] ; [20.66666667 33.33333333],1
p7,1,0.000123,14.744998,[43 65] ; [40 16],[54.65853659 53.34146341] ; [28.34146341 27.65853659],1
s5,1,0.002881,8.881297,[20 86] ; [21 30],[27.68152866 78.31847134] ; [13.31847134 37.68152866],0
p8,1,0.004036,8.267622,[36 73] ; [32 25],[44.65060241 64.34939759] ; [23.34939759 33.65060241],0
v3,1,0.007813,7.07579,[25 82] ; [24 31],[32.36419753 74.63580247] ; [16.63580247 38.36419753],0
p11,1,0.012922,6.17976,[68 42] ; [46 11],[75.08982036 34.91017964] ; [38.91017964 18.08982036],0
p3,1,0.014409,5.987371,[40 70] ; [32 25],[47.4251497 62.5748503] ; [24.5748503 32.4251497],0
u2,1,0.016137,5.787916,[16 32] ; [13  7],[20.47058824 27.52941176] ; [ 8.52941176 11.47058824],0
s6,1,0.019547,5.451923,[49 59] ; [35 19],[56. 52.] ; [28. 26.],0
d1,1,0.024095,5.087811,[38 72] ; [30 27],[44.79041916 65.20958084] ; [23.20958084 33.79041916],0
d3,1,0.035874,4.40309,[53 57] ; [36 19],[59.33333333 50.66666667] ; [29.66666667 25.33333333],0
r3,1,0.061658,3.492227,[88 22] ; [52  5],[92.21556886 17.78443114] ; [47.78443114  9.21556886],0
d4,1,0.074318,3.184975,[70 40] ; [44 13],[75.08982036 34.91017964] ; [38.91017964 18.08982036],0
p12,1,0.089371,2.885674,[  2 107] ; [ 4 53],[  3.93975904 105.06024096] ; [ 2.06024096 54.93975904],0
s2,1,0.094395,2.79778,[43 67] ; [30 27],[48.08383234 61.91616766] ; [24.91616766 32.08383234],0
