Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,67.076953,[68 35] ; [317  15],[91.16091954 11.83908046] ; [293.83908046  38.16091954],1
r2,1,0.0,33.512171,[81 19] ; [322   9],[93.50348028  6.49651972] ; [309.49651972  21.50348028],1
v4,1,1.2e-05,19.129265,[86 17] ; [316  13],[95.84722222  7.15277778] ; [306.15277778  22.84722222],1
a5,1,0.000217,13.67982,[54 49] ; [239  93],[69.37701149 33.62298851] ; [223.62298851 108.37701149],1
u1,1,0.000343,12.819578,[ 7 96] ; [ 75 257],[19.41609195 83.58390805] ; [ 62.58390805 269.41609195],1
a2,1,0.001235,10.436567,[13 90] ; [ 94 238],[25.33563218 77.66436782] ; [ 81.66436782 250.33563218],0
s6,1,0.001705,9.842732,[50 52] ; [218 111],[63.42459397 38.57540603] ; [204.57540603 124.42459397],0
n4,1,0.005811,7.6081,[62 41] ; [246  85],[73.09677419 29.90322581] ; [234.90322581  96.09677419],0
v2,1,0.007929,7.04954,[41 58] ; [178 136],[52.49636804 46.50363196] ; [166.50363196 147.49636804],0
s7,1,0.013348,6.122425,[32 66] ; [148 168],[42.60869565 55.39130435] ; [137.39130435 178.60869565],0
u3,1,0.017038,5.692492,[14 19] ; [64 33],[19.8 13.2] ; [58.2 38.8],0
s8,1,0.017097,5.686427,[28 75] ; [133 198],[38.20967742 64.79032258] ; [122.79032258 208.20967742],0
v3,1,0.021874,5.255756,[24 75] ; [115 198],[33.40048544 65.59951456] ; [105.59951456 207.40048544],0
d3,1,0.028487,4.798335,[58 43] ; [229 102],[67.09953704 33.90046296] ; [219.90046296 111.09953704],0
d1,1,0.029078,4.762994,[46 57] ; [189 143],[55.64367816 47.35632184] ; [179.35632184 152.64367816],0
p12,1,0.029578,4.733661,[  1 102] ; [ 21 309],[ 5.23325635 97.76674365] ; [ 16.76674365 313.23325635],0
a6,1,0.034198,4.484799,[61 42] ; [233  98],[69.77419355 33.22580645] ; [224.22580645 106.77419355],0
v1,1,0.035933,4.400292,[36 61] ; [159 164],[45.03571429 51.96428571] ; [149.96428571 173.03571429],0
d4,1,0.037465,4.329153,[76 27] ; [274  56],[83.25635104 19.74364896] ; [266.74364896  63.25635104],0
a4,1,0.041688,4.147839,[38 65] ; [160 171],[46.99078341 56.00921659] ; [151.00921659 179.99078341],0
a7,1,0.042852,4.101219,[63 39] ; [240  92],[71.21198157 30.78801843] ; [231.78801843 100.21198157],0
u2,1,0.06929,3.299757,[14 18] ; [59 36],[18.39370079 13.60629921] ; [54.60629921 40.39370079],0
s3,1,0.091884,2.841051,[49 54] ; [186 140],[56.42191142 46.57808858] ; [178.57808858 147.42191142],0
