Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,9e-06,19.715612,[85  7] ; [2 4],[81.67346939 10.32653061] ; [5.32653061 0.67346939],1
r2,1,2.6e-05,17.698997,[88  4] ; [3 3],[85.42857143  6.57142857] ; [5.57142857 0.42857143],1
p1,1,0.0019,9.643724,[ 8 84] ; [3 3],[10.32653061 81.67346939] ; [0.67346939 5.32653061],0
r3,1,0.010142,6.60981,[87  5] ; [4 2],[85.42857143  6.57142857] ; [5.57142857 0.42857143],0
s2,1,0.014538,5.971644,[61 31] ; [1 5],[58.20408163 33.79591837] ; [3.79591837 2.20408163],0
v1,1,0.02362,5.122323,[57 33] ; [1 5],[54.375 35.625] ; [3.625 2.375],0
p2,1,0.052631,3.755583,[75 16] ; [3 3],[73.17525773 17.82474227] ; [4.82474227 1.17525773],0
n4,1,0.081713,3.030499,[73 18] ; [3 3],[71.29896907 19.70103093] ; [4.70103093 1.29896907],0
d3,1,0.102228,2.670441,[47 45] ; [1 5],[45.06122449 46.93877551] ; [2.93877551 3.06122449],0
p7,1,0.144127,2.133333,[69 21] ; [3 3],[67.5 22.5] ; [4.5 1.5],0
n2,1,0.15789,1.994318,[21  3] ; [1 1],[20.30769231  3.69230769] ; [1.69230769 0.30769231],0
s6,1,0.159998,1.974244,[75 14] ; [3 2],[73.85106383 15.14893617] ; [4.14893617 0.85106383],0
p8,1,0.265772,1.238438,[51 39] ; [2 4],[49.6875 40.3125] ; [3.3125 2.6875],0
p9,1,0.293031,1.105645,[76 15] ; [4 2],[75.05154639 15.94845361] ; [4.94845361 1.05154639],0
s8,1,0.317622,0.998716,[50 42] ; [2 4],[48.81632653 43.18367347] ; [3.18367347 2.81632653],0
p12,1,0.332314,0.93986,[ 7 84] ; [1 4],[ 7.58333333 83.41666667] ; [0.41666667 4.58333333],0
p5,1,0.336424,0.924009,[16 75] ; [2 4],[16.88659794 74.11340206] ; [1.11340206 4.88659794],0
b4,1,0.338336,0.916727,[59 33] ; [5 1],[60.08163265 31.91836735] ; [3.91836735 2.08163265],0
b3,1,0.347958,0.880889,[27 31] ; [4 2],[28.09375 29.90625] ; [2.90625 3.09375],0
b2,1,0.347958,0.880889,[27 31] ; [4 2],[28.09375 29.90625] ; [2.90625 3.09375],0
v3,1,0.391082,0.735574,[36 56] ; [1 4],[35.09278351 56.90721649] ; [1.90721649 3.09278351],0
b1,1,0.399396,0.710145,[45 47] ; [4 2],[46. 46.] ; [3. 3.],0
r1,1,0.417501,0.657339,[74 18] ; [4 2],[73.2244898 18.7755102] ; [4.7755102 1.2244898],0
p10,1,0.426727,0.631716,[73 18] ; [4 2],[72.2371134 18.7628866] ; [4.7628866 1.2371134],0
n5,1,0.436178,0.606316,[72 18] ; [4 2],[71.25 18.75] ; [4.75 1.25],0
s4,1,0.464872,0.534138,[28 63] ; [1 5],[27.20618557 63.79381443] ; [1.79381443 4.20618557],0
a6,1,0.560299,0.339188,[35 57] ; [3 3],[35.67346939 56.32653061] ; [2.32653061 3.67346939],0
a5,1,0.572189,0.319034,[67 25] ; [5 1],[67.59183673 24.40816327] ; [4.40816327 1.59183673],0
p4,1,0.57493,0.314503,[56 35] ; [3 3],[55.35051546 35.64948454] ; [3.64948454 2.35051546],0
s7,1,0.589976,0.290381,[55 35] ; [3 3],[54.375 35.625] ; [3.625 2.375],0
d1,1,0.626589,0.236715,[52 40] ; [4 2],[52.57142857 39.42857143] ; [3.42857143 2.57142857],0
a3,1,0.709309,0.138968,[67 24] ; [4 2],[66.60824742 24.39175258] ; [4.39175258 1.60824742],0
p3,1,0.762151,0.091601,[55 36] ; [4 2],[55.35051546 35.64948454] ; [3.64948454 2.35051546],0
p11,1,0.769223,0.086078,[72 20] ; [5 1],[72.28571429 19.71428571] ; [4.71428571 1.28571429],0
p6,1,0.809683,0.058001,[40 49] ; [3 3],[40.28421053 48.71578947] ; [2.71578947 3.28421053],0
u3,1,0.869482,0.027,[14 11] ; [1 1],[13.88888889 11.11111111] ; [1.11111111 0.88888889],0
v2,1,0.937627,0.006123,[47 44] ; [3 3],[46.90721649 44.09278351] ; [3.09278351 2.90721649],0
n6,1,0.942142,0.005267,[76 14] ; [5 1],[75.9375 14.0625] ; [5.0625 0.9375],0
d5,1,0.954428,0.003266,[75 16] ; [5 1],[75.05154639 15.94845361] ; [4.94845361 1.05154639],0
a4,1,0.958844,0.002663,[47 45] ; [3 3],[46.93877551 45.06122449] ; [3.06122449 2.93877551],0
s3,1,0.970745,0.001345,[62 30] ; [4 2],[61.95918367 30.04081633] ; [4.04081633 1.95918367],0
b5,1,0.985483,0.000331,[31 61] ; [2 4],[30.97959184 61.02040816] ; [2.02040816 3.97959184],0
