Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,37.221526,[111  24] ; [23 37],[92.76923077 42.23076923] ; [41.23076923 18.76923077],1
a5,1,1.5e-05,18.763683,[96 39] ; [23 37],[82.38461538 52.61538462] ; [36.61538462 23.38461538],1
s7,1,0.002136,9.429188,[52 76] ; [10 47],[42.8972973 85.1027027] ; [19.1027027 37.8972973],0
p4,1,0.005813,7.607327,[54 80] ; [12 48],[45.58762887 88.41237113] ; [20.41237113 39.58762887],0
a4,1,0.007547,7.137983,[65 68] ; [17 43],[56.50777202 76.49222798] ; [25.49222798 34.50777202],0
v3,1,0.009168,6.789713,[ 29 101] ; [ 4 55],[ 22.6984127 107.3015873] ; [10.3015873 48.6984127],0
p3,1,0.009973,6.639708,[44 90] ; [ 9 51],[36.60824742 97.39175258] ; [16.39175258 43.60824742],0
a3,1,0.014223,6.010263,[89 44] ; [29 31],[81.31606218 51.68393782] ; [36.68393782 23.31606218],0
r1,1,0.020778,5.345283,[91 44] ; [30 30],[83.76923077 51.23076923] ; [37.23076923 22.76923077],0
r2,1,0.025108,5.016456,[120  13] ; [47 13],[115.08290155  17.91709845] ; [51.91709845  8.08290155],0
d2,1,0.044147,4.050933,[65 68] ; [20 40],[58.57512953 74.42487047] ; [26.42487047 33.57512953],0
u1,1,0.05297,3.744856,[ 23 112] ; [ 4 56],[ 18.69230769 116.30769231] ; [ 8.30769231 51.69230769],0
n1,1,0.058644,3.575318,[21 20] ; [ 9 22],[17.08333333 23.91666667] ; [12.91666667 18.08333333],0
s3,1,0.062024,3.48242,[63 69] ; [20 40],[57.0625 74.9375] ; [25.9375 34.0625],0
p11,1,0.08941,2.884964,[85 50] ; [30 30],[79.61538462 55.38461538] ; [35.38461538 24.61538462],0
n6,1,0.108179,2.58063,[102  32] ; [39 21],[97.39175258 36.60824742] ; [43.60824742 16.39175258],0
v1,1,0.118229,2.440625,[45 85] ; [14 46],[40.36842105 89.63157895] ; [18.63157895 41.36842105],0
s6,1,0.120603,2.40947,[67 66] ; [23 37],[62.02072539 70.97927461] ; [27.97927461 32.02072539],0
p5,1,0.121868,2.393147,[ 13 120] ; [ 2 58],[ 10.33678756 122.66321244] ; [ 4.66321244 55.33678756],0
