Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,126.438537,[  3 109] ; [250 148],[55.56078431 56.43921569] ; [197.43921569 200.56078431],1
d3,1,0.0,84.171225,[33 77] ; [305  93],[73.18897638 36.81102362] ; [264.81102362 133.18897638],1
d5,1,0.0,80.639255,[49 62] ; [339  59],[84.6129666 26.3870334] ; [303.3870334  94.6129666],1
a4,1,1e-06,24.598021,[22 88] ; [184 214],[44.60629921 65.39370079] ; [161.39370079 236.60629921],1
d2,1,2e-06,23.018998,[23 89] ; [181 215],[44.97637795 67.02362205] ; [159.02362205 236.97637795],1
a3,1,3e-06,21.915524,[50 61] ; [274 122],[70.93491124 40.06508876] ; [253.06508876 142.93491124],1
a5,1,4e-06,21.475199,[53 59] ; [282 116],[73.56862745 38.43137255] ; [261.43137255 136.56862745],1
a7,1,1.2e-05,19.238933,[63 48] ; [309  89],[81.1237721 29.8762279] ; [290.8762279 107.1237721],1
u1,1,2.5e-05,17.768134,[  1 111] ; [ 63 335],[14.05490196 97.94509804] ; [ 49.94509804 348.05490196],1
a2,1,5.6e-05,16.245546,[  7 105] ; [ 93 305],[21.96078431 90.03921569] ; [ 78.03921569 319.96078431],1
r1,1,0.000425,12.418584,[70 42] ; [312  84],[84.22047244 27.77952756] ; [297.77952756  98.22047244],1
r3,1,0.0035,8.526655,[98 14] ; [377  19],[104.72440945   7.27559055] ; [370.27559055  25.72440945],0
s2,1,0.003601,8.474745,[24 86] ; [145 251],[36.73913043 73.26086957] ; [132.26086957 263.73913043],0
a6,1,0.007374,7.179566,[65 47] ; [284 114],[76.64313725 35.35686275] ; [272.35686275 125.64313725],0
v2,1,0.012305,6.266359,[42 63] ; [206 177],[53.36065574 51.63934426] ; [194.63934426 188.36065574],0
r4,1,0.013214,6.14028,[90 22] ; [355  43],[97.7254902 14.2745098] ; [347.2745098  50.7254902],0
s5,1,0.020385,5.378609,[17 91] ; [103 285],[26.12903226 81.87096774] ; [ 93.87096774 294.12903226],0
p10,1,0.023977,5.096297,[72 37] ; [300  91],[81.096 27.904] ; [290.904 100.096],0
p1,1,0.026104,4.94915,[13 99] ; [ 22 373],[  7.73175542 104.26824458] ; [ 27.26824458 367.73175542],0
b2,1,0.029894,4.7154,[12 49] ; [ 71 136],[18.89179104 42.10820896] ; [ 64.10820896 142.89179104],0
b3,1,0.029894,4.7154,[12 49] ; [ 71 136],[18.89179104 42.10820896] ; [ 64.10820896 142.89179104],0
s6,1,0.039983,4.218615,[47 62] ; [211 178],[56.46987952 52.53012048] ; [201.53012048 187.46987952],0
u3,1,0.040355,4.202888,[27 35] ; [72 49],[33.54098361 28.45901639] ; [65.45901639 55.54098361],0
n3,1,0.042948,4.097451,[28  4] ; [68 30],[23.63076923  8.36923077] ; [72.36923077 25.63076923],0
a1,1,0.04368,4.068888,[  1 111] ; [ 21 377],[  4.83137255 107.16862745] ; [ 17.16862745 380.83137255],0
r2,1,0.054692,3.691453,[100  12] ; [373  22],[104.48915187   7.51084813] ; [368.51084813  26.48915187],0
p2,1,0.057381,3.611497,[83 29] ; [323  70],[90.04356436 21.95643564] ; [315.95643564  77.04356436],0
u2,1,0.066527,3.366691,[27 35] ; [70 51],[32.86338798 29.13661202] ; [64.13661202 56.86338798],0
p9,1,0.072602,3.223179,[78 31] ; [309  79],[84.87525151 24.12474849] ; [302.12474849  85.87525151],0
b4,1,0.117185,2.454552,[58 54] ; [239 159],[65.22352941 46.77647059] ; [231.77647059 166.22352941],0
v1,1,0.127428,2.323567,[44 67] ; [186 203],[51.06 59.94] ; [178.94 210.06],0
s7,1,0.192681,1.697,[21 83] ; [101 281],[26.10699588 77.89300412] ; [ 95.89300412 286.10699588],0
p4,1,0.214624,1.539956,[52 60] ; [207 183],[57.78486056 54.21513944] ; [201.21513944 188.78486056],0
s1,1,0.267751,1.228232,[  5 104] ; [ 10 383],[  3.25697211 105.74302789] ; [ 11.74302789 381.25697211],0
n5,1,0.273116,1.201031,[81 30] ; [266 128],[76.27128713 34.72871287] ; [270.72871287 123.27128713],0
n2,1,0.283561,1.149944,[27  6] ; [71 27],[24.6870229  8.3129771] ; [73.3129771 24.6870229],0
n6,1,0.287365,1.131925,[86 26] ; [322  74],[89.95275591 22.04724409] ; [318.04724409  77.95275591],0
s3,1,0.405288,0.692582,[40 68] ; [163 230],[43.76047904 64.23952096] ; [159.23952096 233.76047904],0
p7,1,0.526414,0.401308,[60 49] ; [225 160],[62.88461538 46.11538462] ; [222.11538462 162.88461538],0
s4,1,0.555752,0.347114,[19 92] ; [ 58 333],[17.02589641 93.97410359] ; [ 59.97410359 331.02589641],0
p5,1,0.56064,0.338597,[ 10 101] ; [ 29 366],[  8.55533597 102.44466403] ; [ 30.44466403 364.55533597],0
n1,1,0.614393,0.253827,[ 9 24] ; [31 66],[10.15384615 22.84615385] ; [29.84615385 67.15384615],0
p3,1,0.65788,0.196109,[44 67] ; [165 228],[46.0297619 64.9702381] ; [162.9702381 230.0297619],0
b1,1,0.667828,0.184153,[43 69] ; [144 254],[41.06666667 70.93333333] ; [145.93333333 252.06666667],0
b5,1,0.684097,0.165551,[66 46] ; [243 155],[67.85882353 44.14117647] ; [241.14117647 156.85882353],0
v3,1,0.711804,0.136482,[34 75] ; [127 257],[35.59634888 73.40365112] ; [125.40365112 258.59634888],0
n4,1,0.716375,0.131993,[77 35] ; [280 117],[78.5540275 33.4459725] ; [278.4459725 118.5540275],0
p11,1,0.783697,0.075353,[83 29] ; [300  98],[84.10980392 27.89019608] ; [298.89019608  99.10980392],0
p6,1,0.807549,0.059336,[32 78] ; [108 279],[30.98591549 79.01408451] ; [109.01408451 277.98591549],0
p12,1,0.811104,0.057122,[  6 105] ; [ 19 373],[  5.51689861 105.48310139] ; [ 19.48310139 372.51689861],0
a8,1,0.829275,0.046497,[10 93] ; [ 38 326],[10.58672377 92.41327623] ; [ 37.41327623 326.58672377],0
p8,1,0.960191,0.002491,[51 58] ; [184 207],[51.23 57.77] ; [183.77 207.23],0
