Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,3e-05,17.422365,[27 48] ; [ 3 54],[17.04545455 57.95454545] ; [12.95454545 44.04545455],1
p4,1,0.000222,13.634891,[42 35] ; [13 44],[31.60447761 45.39552239] ; [23.39552239 33.60447761],1
p8,1,0.00066,11.597455,[41 35] ; [14 43],[31.42857143 44.57142857] ; [23.57142857 33.42857143],1
p2,1,0.002185,9.387611,[61 16] ; [31 26],[52.86567164 24.13432836] ; [39.13432836 17.86567164],0
p3,1,0.004785,7.959077,[31 46] ; [10 47],[23.55970149 53.44029851] ; [17.44029851 39.55970149],0
n3,1,0.015241,5.888349,[23  4] ; [13 11],[19.05882353  7.94117647] ; [16.94117647  7.05882353],0
s7,1,0.025351,4.999729,[26 48] ; [10 47],[20.33587786 53.66412214] ; [15.66412214 41.33587786],0
s2,1,0.048336,3.898278,[33 44] ; [15 42],[27.58208955 49.41791045] ; [20.41791045 36.58208955],0
b4,1,0.052321,3.765474,[37 40] ; [37 20],[42.52238806 34.47761194] ; [31.47761194 25.52238806],0
s3,1,0.066511,3.367089,[36 40] ; [18 39],[30.85714286 45.14285714] ; [23.14285714 33.85714286],0
b1,1,0.133429,2.252154,[37 40] ; [20 37],[32.75373134 44.24626866] ; [24.24626866 32.75373134],0
a5,1,0.149284,2.079556,[38 39] ; [21 36],[33.90298507 43.09701493] ; [25.09701493 31.90298507],0
u3,1,0.215155,1.536393,[15 19] ; [19 13],[17.51515152 16.48484848] ; [16.48484848 15.51515152],0
u2,1,0.217508,1.520737,[20 15] ; [13 18],[17.5 17.5] ; [15.5 15.5],0
r3,1,0.221625,1.493817,[68  9] ; [46 11],[65.50746269 11.49253731] ; [48.49253731  8.50746269],0
d3,1,0.235661,1.406364,[34 41] ; [20 37],[30.68181818 44.31818182] ; [23.31818182 33.68181818],0
p1,1,0.238896,1.387095,[ 3 74] ; [ 5 52],[ 4.59701493 72.40298507] ; [ 3.40298507 53.59701493],0
a3,1,0.249538,1.325889,[41 35] ; [25 32],[37.71428571 38.28571429] ; [28.28571429 28.71428571],0
p11,1,0.252103,1.311611,[52 25] ; [33 24],[48.84328358 28.15671642] ; [36.15671642 20.84328358],0
d2,1,0.265993,1.237293,[15 62] ; [ 7 50],[12.64179104 64.35820896] ; [ 9.35820896 47.64179104],0
p9,1,0.269255,1.220541,[52 25] ; [42 13],[54.83333333 22.16666667] ; [39.16666667 15.83333333],0
s6,1,0.353955,0.859226,[39 36] ; [25 32],[36.36363636 38.63636364] ; [27.63636364 29.36363636],0
b3,1,0.367771,0.811181,[ 7 31] ; [ 6 15],[ 8.37288136 29.62711864] ; [ 4.62711864 16.37288136],0
b2,1,0.367771,0.811181,[ 7 31] ; [ 6 15],[ 8.37288136 29.62711864] ; [ 4.62711864 16.37288136],0
a8,1,0.391851,0.73319,[ 7 65] ; [ 3 51],[ 5.71428571 66.28571429] ; [ 4.28571429 49.71428571],0
s1,1,0.422056,0.644583,[ 3 74] ; [ 4 53],[ 4.02238806 72.97761194] ; [ 2.97761194 54.02238806],0
p5,1,0.432634,0.615741,[ 5 71] ; [ 2 55],[ 4. 72.] ; [ 3. 54.],0
a1,1,0.442667,0.589359,[ 5 72] ; [ 2 55],[ 4.02238806 72.97761194] ; [ 2.97761194 54.02238806],0
d5,1,0.452574,0.564197,[35 41] ; [30 27],[37.14285714 38.85714286] ; [27.85714286 29.14285714],0
v1,1,0.465411,0.53285,[31 44] ; [20 37],[28.97727273 46.02272727] ; [22.02272727 34.97727273],0
r1,1,0.46962,0.522869,[48 29] ; [32 25],[45.97014925 31.02985075] ; [34.02985075 22.97014925],0
p12,1,0.471358,0.51879,[ 3 74] ; [ 1 56],[ 2.29850746 74.70149254] ; [ 1.70149254 55.29850746],0
u1,1,0.471358,0.51879,[ 3 74] ; [ 1 56],[ 2.29850746 74.70149254] ; [ 1.70149254 55.29850746],0
a4,1,0.517685,0.418502,[17 60] ; [10 47],[15.51492537 61.48507463] ; [11.48507463 45.51492537],0
b5,1,0.592689,0.286165,[41 36] ; [33 24],[42.52238806 34.47761194] ; [31.47761194 25.52238806],0
n6,1,0.602227,0.27165,[50 26] ; [35 22],[48.57142857 27.42857143] ; [36.42857143 20.57142857],0
n1,1,0.614454,0.253739,[ 7 19] ; [ 5 19],[ 6.24 19.76] ; [ 5.76 18.24],0
r4,1,0.622075,0.242962,[57 20] ; [40 17],[55.73880597 21.26119403] ; [41.26119403 15.73880597],0
d4,1,0.639459,0.219451,[45 32] ; [31 26],[43.67164179 33.32835821] ; [32.32835821 24.67164179],0
a7,1,0.645412,0.211733,[47 29] ; [33 24],[45.71428571 30.28571429] ; [34.28571429 22.71428571],0
s5,1,0.6762,0.174435,[17 58] ; [11 45],[16.03053435 58.96946565] ; [11.96946565 44.03053435],0
n5,1,0.683443,0.166276,[32 44] ; [22 35],[30.85714286 45.14285714] ; [23.14285714 33.85714286],0
s8,1,0.690696,0.158333,[21 55] ; [14 43],[20. 56.] ; [15. 42.],0
a2,1,0.705205,0.143113,[ 3 74] ; [ 3 54],[ 3.44776119 73.55223881] ; [ 2.55223881 54.44776119],0
