Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,2e-06,22.529278,[ 5 78] ; [23 38],[16.13888889 66.86111111] ; [11.86111111 49.13888889],1
s2,1,5e-06,20.900877,[14 70] ; [32 29],[26.64827586 57.35172414] ; [19.35172414 41.64827586],1
s7,1,0.000728,11.416706,[ 8 71] ; [20 40],[15.91366906 63.08633094] ; [12.08633094 47.91366906],1
r4,1,0.000785,11.275871,[49 35] ; [53 10],[58.28571429 25.71428571] ; [43.71428571 19.28571429],1
p5,1,0.000786,11.275172,[ 1 82] ; [10 52],[ 6.29655172 76.70344828] ; [ 4.70344828 57.29655172],1
s3,1,0.001512,10.063388,[27 56] ; [35 24],[36.23943662 46.76056338] ; [25.76056338 33.23943662],0
p10,1,0.004999,7.87964,[40 43] ; [43 17],[48.17482517 34.82517483] ; [34.82517483 25.17482517],0
a7,1,0.008528,6.919134,[38 45] ; [42 20],[45.79310345 37.20689655] ; [34.20689655 27.79310345],0
v3,1,0.010437,6.558827,[17 65] ; [25 37],[23.91666667 58.08333333] ; [18.08333333 43.91666667],0
n6,1,0.017663,5.629221,[50 32] ; [50 13],[56.55172414 25.44827586] ; [43.44827586 19.55172414],0
s4,1,0.018306,5.56662,[ 8 76] ; [15 48],[13.14285714 70.85714286] ; [ 9.85714286 53.14285714],0
v4,1,0.020713,5.350763,[62 20] ; [57  6],[67.29655172 14.70344828] ; [51.70344828 11.29655172],0
u2,1,0.024153,5.083639,[17 31] ; [19 12],[21.87341772 26.12658228] ; [14.12658228 16.87341772],0
p4,1,0.042635,4.109816,[22 61] ; [26 35],[27.66666667 55.33333333] ; [20.33333333 40.66666667],0
a6,1,0.048548,3.890926,[39 45] ; [39 23],[44.87671233 39.12328767] ; [33.12328767 28.87671233],0
p8,1,0.049293,3.865347,[24 58] ; [28 34],[29.61111111 52.38888889] ; [22.38888889 39.61111111],0
p3,1,0.052448,3.761426,[20 64] ; [24 38],[25.31506849 58.68493151] ; [18.68493151 43.31506849],0
d4,1,0.06468,3.413125,[34 49] ; [35 27],[39.49655172 43.50344828] ; [29.50344828 32.49655172],0
p11,1,0.065403,3.394787,[49 35] ; [46 17],[54.28571429 29.71428571] ; [40.71428571 22.28571429],0
u3,1,0.065743,3.386243,[17 31] ; [18 14],[21. 27.] ; [14. 18.],0
r3,1,0.077068,3.125673,[62 20] ; [55  8],[66.16551724 15.83448276] ; [50.83448276 12.16551724],0
p9,1,0.081017,3.04439,[48 34] ; [45 17],[52.95833333 29.04166667] ; [40.04166667 21.95833333],0
n5,1,0.095885,2.772689,[49 33] ; [46 17],[53.72413793 28.27586207] ; [41.27586207 21.72413793],0
n4,1,0.102661,2.663706,[47 36] ; [44 19],[51.73287671 31.26712329] ; [39.26712329 23.73287671],0
r1,1,0.115443,2.478075,[46 37] ; [43 20],[50.59589041 32.40410959] ; [38.40410959 24.59589041],0
p12,1,0.116034,2.470058,[ 2 81] ; [ 5 57],[ 4.00689655 78.99310345] ; [ 2.99310345 59.00689655],0
a4,1,0.145187,2.122105,[21 63] ; [ 9 51],[17.5 66.5] ; [12.5 47.5],0
r2,1,0.159722,1.976857,[65 18] ; [55  8],[68.21917808 14.78082192] ; [51.78082192 11.21917808],0
p2,1,0.246183,1.344838,[49 35] ; [42 20],[52.35616438 31.64383562] ; [38.64383562 23.35616438],0
b1,1,0.249106,1.328313,[40 44] ; [24 39],[36.57142857 47.42857143] ; [27.42857143 35.57142857],0
v2,1,0.25288,1.307325,[25 54] ; [25 36],[28.21428571 50.78571429] ; [21.78571429 39.21428571],0
n2,1,0.272152,1.20587,[20  9] ; [15  3],[21.59574468  7.40425532] ; [13.40425532  4.59574468],0
b3,1,0.275895,1.187199,[19 34] ; [ 7 22],[16.80487805 36.19512195] ; [ 9.19512195 19.80487805],0
b2,1,0.275895,1.187199,[19 34] ; [ 7 22],[16.80487805 36.19512195] ; [ 9.19512195 19.80487805],0
p6,1,0.276431,1.184554,[17 66] ; [17 43],[19.73426573 63.26573427] ; [14.26573427 45.73426573],0
d3,1,0.337503,0.919893,[30 54] ; [27 35],[32.79452055 51.20547945] ; [24.20547945 37.79452055],0
a5,1,0.340981,0.906739,[34 50] ; [30 32],[36.82191781 47.17808219] ; [27.17808219 34.82191781],0
a1,1,0.394747,0.72427,[ 7 77] ; [ 3 60],[ 5.71428571 78.28571429] ; [ 4.28571429 58.71428571],0
