Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.4e-05,17.816346,[8 2] ; [ 3 26],[2.82051282 7.17948718] ; [ 8.17948718 20.82051282],1
v2,1,0.000433,12.38619,[6 4] ; [ 2 26],[2.10526316 7.89473684] ; [ 5.89473684 22.10526316],1
r4,1,0.00131,10.328276,[6 4] ; [ 3 26],[2.30769231 7.69230769] ; [ 6.69230769 22.30769231],0
p6,1,0.003441,8.557403,[4 6] ; [ 1 27],[1.31578947 8.68421053] ; [ 3.68421053 24.31578947],0
r3,1,0.003664,8.443178,[8 2] ; [ 8 21],[4.1025641 5.8974359] ; [11.8974359 17.1025641],0
p3,1,0.003906,8.326801,[6 4] ; [ 4 25],[2.56410256 7.43589744] ; [ 7.43589744 21.56410256],0
n6,1,0.011655,6.362578,[6 4] ; [ 5 23],[2.89473684 7.10526316] ; [ 8.10526316 19.89473684],0
s2,1,0.01911,5.491379,[5 5] ; [ 4 25],[2.30769231 7.69230769] ; [ 6.69230769 22.30769231],0
r1,1,0.03076,4.666332,[7 3] ; [ 9 20],[4.1025641 5.8974359] ; [11.8974359 17.1025641],0
s7,1,0.03265,4.564043,[3 5] ; [ 2 25],[1.14285714 6.85714286] ; [ 3.85714286 23.14285714],0
s5,1,0.059505,3.551136,[3 7] ; [ 2 27],[1.28205128 8.71794872] ; [ 3.71794872 25.28205128],0
p8,1,0.066434,3.369004,[3 7] ; [ 2 26],[1.31578947 8.68421053] ; [ 3.68421053 24.31578947],0
r2,1,0.121447,2.398563,[8 2] ; [14 13],[5.94594595 4.05405405] ; [16.05405405 10.94594595],0
n4,1,0.126514,2.33477,[5 5] ; [22  7],[6.92307692 3.07692308] ; [20.07692308  8.92307692],0
u2,1,0.129714,2.295918,[2 2] ; [ 2 12],[0.88888889 3.11111111] ; [ 3.11111111 10.88888889],0
s4,1,0.137409,2.20674,[3 7] ; [ 3 26],[1.53846154 8.46153846] ; [ 4.46153846 24.53846154],0
n5,1,0.157179,2.001162,[4 6] ; [19 10],[5.8974359 4.1025641] ; [17.1025641 11.8974359],0
a5,1,0.16966,1.885944,[7 3] ; [13 16],[5.12820513 4.87179487] ; [14.87179487 14.12820513],0
s3,1,0.220165,1.503297,[5 5] ; [ 8 20],[3.42105263 6.57894737] ; [ 9.57894737 18.42105263],0
b5,1,0.224898,1.472838,[6 4] ; [11 18],[4.35897436 5.64102564] ; [12.64102564 16.35897436],0
p7,1,0.227844,1.454269,[4 6] ; [ 6 23],[2.56410256 7.43589744] ; [ 7.43589744 21.56410256],0
p2,1,0.227844,1.454269,[4 6] ; [ 6 23],[2.56410256 7.43589744] ; [ 7.43589744 21.56410256],0
v3,1,0.300919,1.070115,[3 6] ; [ 5 24],[1.89473684 7.10526316] ; [ 6.10526316 22.89473684],0
a6,1,0.314889,1.010059,[3 7] ; [14 15],[4.35897436 5.64102564] ; [12.64102564 16.35897436],0
v1,1,0.336449,0.923914,[4 6] ; [ 7 22],[2.82051282 7.17948718] ; [ 8.17948718 20.82051282],0
n1,1,0.368688,0.808081,[1 3] ; [8 8],[1.8 2.2] ; [7.2 8.8],0
p9,1,0.369288,0.806061,[4 6] ; [ 7 21],[2.89473684 7.10526316] ; [ 8.10526316 19.89473684],0
d5,1,0.407818,0.685154,[6 4] ; [13 16],[4.87179487 5.12820513] ; [14.12820513 14.87179487],0
d4,1,0.41107,0.675703,[7 3] ; [16 13],[5.8974359 4.1025641] ; [17.1025641 11.8974359],0
a4,1,0.46735,0.528235,[2 8] ; [ 9 19],[2.89473684 7.10526316] ; [ 8.10526316 19.89473684],0
n3,1,0.481924,0.494505,[2 2] ; [ 5 11],[1.4 2.6] ; [ 5.6 10.4],0
d3,1,0.503445,0.447667,[5 5] ; [11 18],[4.1025641 5.8974359] ; [11.8974359 17.1025641],0
b2,1,0.534561,0.385714,[2 4] ; [10 11],[2.66666667 3.33333333] ; [ 9.33333333 11.66666667],0
b3,1,0.534561,0.385714,[2 4] ; [10 11],[2.66666667 3.33333333] ; [ 9.33333333 11.66666667],0
d2,1,0.555818,0.346997,[5 5] ; [11 17],[4.21052632 5.78947368] ; [11.78947368 16.21052632],0
s1,1,0.584177,0.29953,[1 9] ; [ 5 24],[1.53846154 8.46153846] ; [ 4.46153846 24.53846154],0
p10,1,0.584191,0.299507,[3 7] ; [ 6 22],[2.36842105 7.63157895] ; [ 6.63157895 21.36842105],0
p1,1,0.638992,0.220063,[2 8] ; [ 4 25],[1.53846154 8.46153846] ; [ 4.46153846 24.53846154],0
a3,1,0.725622,0.123169,[6 4] ; [15 13],[5.52631579 4.47368421] ; [15.47368421 12.52631579],0
b4,1,0.777231,0.080049,[5 5] ; [16 13],[5.38461538 4.61538462] ; [15.61538462 13.38461538],0
n2,1,0.822187,0.050505,[2 2] ; [7 9],[1.8 2.2] ; [7.2 8.8],0
d1,1,0.883708,0.021395,[3 7] ; [ 8 21],[2.82051282 7.17948718] ; [ 8.17948718 20.82051282],0
a7,1,0.92506,0.008848,[5 5] ; [14 15],[4.87179487 5.12820513] ; [14.12820513 14.87179487],0
b1,1,0.939048,0.005847,[6 4] ; [17 12],[5.8974359 4.1025641] ; [17.1025641 11.8974359],0
a2,1,0.975275,0.000961,[1 9] ; [ 3 26],[1.02564103 8.97435897] ; [ 2.97435897 26.02564103],0
