Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.016082,5.793905,[26  2] ; [31 14],[21.8630137  6.1369863] ; [35.1369863  9.8630137],0
d5,1,0.01867,5.532146,[25  3] ; [29 16],[20.71232877  7.28767123] ; [33.28767123 11.71232877],0
v2,1,0.02069,5.35274,[18 10] ; [16 28],[13.22222222 14.77777778] ; [20.77777778 23.22222222],0
v1,1,0.025707,4.97561,[18  9] ; [16 25],[13.5 13.5] ; [20.5 20.5],0
r4,1,0.042537,4.113719,[21  7] ; [23 22],[16.87671233 11.12328767] ; [27.12328767 17.87671233],0
d4,1,0.044975,4.019589,[25  3] ; [31 14],[21.47945205  6.52054795] ; [34.52054795 10.47945205],0
s4,1,0.04767,3.921596,[ 5 23] ; [18 27],[ 8.82191781 19.17808219] ; [14.17808219 30.82191781],0
a3,1,0.071285,3.253171,[23  5] ; [28 17],[19.56164384  8.43835616] ; [31.43835616 13.56164384],0
s6,1,0.082673,3.011556,[21  4] ; [29 16],[17.85714286  7.14285714] ; [32.14285714 12.85714286],0
d1,1,0.105984,2.613112,[16 12] ; [17 28],[12.65753425 15.34246575] ; [20.34246575 24.65753425],0
p9,1,0.140223,2.175511,[25  2] ; [35  9],[22.81690141  4.18309859] ; [37.18309859  6.81690141],0
n2,1,0.141123,2.165675,[6 3] ; [17  2],[7.39285714 1.60714286] ; [15.60714286  3.39285714],0
n4,1,0.149403,2.078336,[23  5] ; [30 15],[20.32876712  7.67123288] ; [32.67123288 12.32876712],0
p6,1,0.174087,1.847391,[15 11] ; [18 26],[12.25714286 13.74285714] ; [20.74285714 23.25714286],0
b3,1,0.182682,1.77567,[11 12] ; [10 23],[ 8.625 14.375] ; [12.375 20.625],0
b2,1,0.182682,1.77567,[11 12] ; [10 23],[ 8.625 14.375] ; [12.375 20.625],0
p7,1,0.185323,1.75441,[19  8] ; [24 20],[16.35211268 10.64788732] ; [26.64788732 17.35211268],0
d3,1,0.198702,1.651893,[18 10] ; [22 23],[15.34246575 12.65753425] ; [24.65753425 20.34246575],0
u3,1,0.211346,1.562185,[2 3] ; [12  5],[3.18181818 1.81818182] ; [10.81818182  6.18181818],0
s8,1,0.240097,1.380027,[20  8] ; [26 19],[17.64383562 10.35616438] ; [28.35616438 16.64383562],0
u1,1,0.254087,1.300689,[ 1 27] ; [ 5 40],[ 2.30136986 25.69863014] ; [ 3.69863014 41.30136986],0
p3,1,0.269981,1.216843,[18 10] ; [23 22],[15.7260274 12.2739726] ; [25.2739726 19.7260274],0
a1,1,0.302424,1.063476,[ 3 25] ; [ 2 43],[ 1.91780822 26.08219178] ; [ 3.08219178 41.91780822],0
a6,1,0.304286,1.055317,[14 14] ; [28 17],[16.10958904 11.89041096] ; [25.89041096 19.10958904],0
u2,1,0.323296,0.975566,[2 3] ; [11  6],[2.95454545 2.04545455] ; [10.04545455  6.95454545],0
b5,1,0.35593,0.852202,[15 13] ; [29 16],[16.87671233 11.12328767] ; [27.12328767 17.87671233],0
r2,1,0.364807,0.821278,[24  4] ; [37  3],[25.11764706  2.88235294] ; [35.88235294  4.11764706],0
p11,1,0.40231,0.701411,[24  4] ; [35 10],[22.63013699  5.36986301] ; [36.36986301  8.63013699],0
s5,1,0.442005,0.591071,[ 8 17] ; [17 24],[ 9.46969697 15.53030303] ; [15.53030303 25.46969697],0
p1,1,0.472901,0.515189,[ 4 24] ; [ 4 41],[ 3.06849315 24.93150685] ; [ 4.93150685 40.06849315],0
p10,1,0.477267,0.505102,[23  5] ; [33 11],[21.77777778  6.22222222] ; [34.22222222  9.77777778],0
v4,1,0.494125,0.467532,[24  4] ; [40  4],[24.88888889  3.11111111] ; [39.11111111  4.88888889],0
p2,1,0.53491,0.385055,[24  4] ; [36  9],[23.01369863  4.98630137] ; [36.98630137  8.01369863],0
p12,1,0.557659,0.343774,[ 1 27] ; [ 3 41],[ 1.55555556 26.44444444] ; [ 2.44444444 41.55555556],0
n5,1,0.574892,0.314566,[21  7] ; [31 14],[19.94520548  8.05479452] ; [32.05479452 12.94520548],0
s2,1,0.605562,0.266688,[17 11] ; [30 15],[18.02739726  9.97260274] ; [28.97260274 16.02739726],0
s3,1,0.605562,0.266688,[17 11] ; [30 15],[18.02739726  9.97260274] ; [28.97260274 16.02739726],0
p8,1,0.649175,0.206942,[12 15] ; [22 22],[12.92957746 14.07042254] ; [21.07042254 22.92957746],0
p4,1,0.666285,0.185978,[16 12] ; [28 17],[16.87671233 11.12328767] ; [27.12328767 17.87671233],0
a4,1,0.683935,0.16573,[10 18] ; [14 31],[ 9.20547945 18.79452055] ; [14.79452055 30.20547945],0
a2,1,0.688297,0.160935,[ 4 24] ; [ 5 40],[ 3.45205479 24.54794521] ; [ 5.54794521 39.45205479],0
p5,1,0.714748,0.133581,[ 3 25] ; [ 6 38],[ 3.5 24.5] ; [ 5.5 38.5],0
r3,1,0.740673,0.109536,[25  3] ; [39  6],[24.54794521  3.45205479] ; [39.45205479  5.54794521],0
a5,1,0.748206,0.103045,[17 11] ; [29 16],[17.64383562 10.35616438] ; [28.35616438 16.64383562],0
b1,1,0.748206,0.103045,[11 17] ; [16 29],[10.35616438 17.64383562] ; [16.64383562 28.35616438],0
b4,1,0.750483,0.101126,[16 12] ; [24 21],[15.34246575 12.65753425] ; [24.65753425 20.34246575],0
n1,1,0.785351,0.074176,[5 4] ; [9 9],[4.66666667 4.33333333] ; [9.33333333 8.66666667],0
n3,1,0.815276,0.054581,[7 2] ; [14  5],[6.75 2.25] ; [14.25  4.75],0
d2,1,0.897486,0.016599,[11 17] ; [17 28],[10.73972603 17.26027397] ; [17.26027397 27.73972603],0
a8,1,0.947257,0.004376,[ 3 24] ; [ 5 38],[ 3.08571429 23.91428571] ; [ 4.91428571 38.08571429],0
a7,1,0.957441,0.002848,[16 12] ; [26 19],[16.10958904 11.89041096] ; [25.89041096 19.10958904],0
