Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.1e-05,19.329419,[24 78] ; [26 16],[35.41666667 66.58333333] ; [14.58333333 27.41666667],1
p7,1,0.000287,13.156632,[34 67] ; [28 14],[43.79020979 57.20979021] ; [18.20979021 23.79020979],1
r3,1,0.025999,4.956111,[72 30] ; [37  5],[77.20833333 24.79166667] ; [31.79166667 10.20833333],0
p8,1,0.026581,4.917807,[23 80] ; [17 25],[28.4137931 74.5862069] ; [11.5862069 30.4137931],0
r4,1,0.028049,4.825074,[59 45] ; [32 10],[64.82191781 39.17808219] ; [26.17808219 15.82191781],0
p5,1,0.03956,4.236673,[  1 102] ; [ 3 39],[  2.84137931 100.15862069] ; [ 1.15862069 40.84137931],0
s6,1,0.041006,4.175761,[31 73] ; [20 22],[36.32876712 67.67123288] ; [14.67123288 27.32876712],0
n2,1,0.056071,3.649943,[23 23] ; [9 2],[25.8245614 20.1754386] ; [6.1754386 4.8245614],0
a3,1,0.072638,3.222382,[61 42] ; [18 24],[56.11724138 46.88275862] ; [22.88275862 19.11724138],0
p6,1,0.116634,2.461946,[14 89] ; [10 31],[17.16666667 85.83333333] ; [ 6.83333333 34.16666667],0
d4,1,0.127084,2.327762,[67 35] ; [33  9],[70.83333333 31.16666667] ; [29.16666667 12.83333333],0
u2,1,0.127715,2.320065,[21 21] ; [ 7 16],[18.09230769 23.90769231] ; [ 9.90769231 13.09230769],0
s3,1,0.132772,2.259787,[33 70] ; [19 23],[36.93793103 66.06206897] ; [15.06206897 26.93793103],0
b3,1,0.157746,1.995699,[22 40] ; [ 5 20],[19.24137931 42.75862069] ; [ 7.75862069 17.24137931],0
b2,1,0.157746,1.995699,[22 40] ; [ 5 20],[19.24137931 42.75862069] ; [ 7.75862069 17.24137931],0
v3,1,0.161717,1.958096,[23 78] ; [14 27],[26.31690141 74.68309859] ; [10.68309859 30.31690141],0
s2,1,0.173219,1.854864,[21 82] ; [13 29],[24.15172414 78.84827586] ; [ 9.84827586 32.15172414],0
p2,1,0.17461,1.842912,[49 55] ; [25 17],[52.71232877 51.28767123] ; [21.28767123 20.71232877],0
s4,1,0.179947,1.798058,[13 90] ; [ 9 33],[15.62758621 87.37241379] ; [ 6.37241379 35.62758621],0
v4,1,0.197806,1.658501,[74 27] ; [35  7],[76.98601399 24.01398601] ; [32.01398601  9.98601399],0
n3,1,0.243958,1.357576,[24 21] ; [8 3],[25.71428571 19.28571429] ; [6.28571429 4.71428571],0
p11,1,0.272644,1.203398,[50 54] ; [16 26],[47.01369863 56.98630137] ; [18.98630137 23.01369863],0
v1,1,0.276143,1.185974,[30 74] ; [16 26],[32.76712329 71.23287671] ; [13.23287671 28.76712329],0
n5,1,0.318249,0.996131,[56 47] ; [19 23],[53.27586207 49.72413793] ; [21.72413793 20.27586207],0
a8,1,0.32776,0.957727,[10 86] ; [ 2 37],[ 8.53333333 87.46666667] ; [ 3.46666667 35.53333333],0
n6,1,0.343899,0.895843,[59 44] ; [27 14],[61.51388889 41.48611111] ; [24.48611111 16.51388889],0
d2,1,0.350184,0.87279,[50 52] ; [17 25],[47.45833333 54.54166667] ; [19.54166667 22.45833333],0
b1,1,0.375128,0.786606,[51 53] ; [24 18],[53.42465753 50.57534247] ; [21.57534247 20.42465753],0
b4,1,0.400968,0.705421,[59 45] ; [27 15],[61.26027397 42.73972603] ; [24.73972603 17.26027397],0
a4,1,0.408226,0.683961,[39 63] ; [13 29],[36.83333333 65.16666667] ; [15.16666667 26.83333333],0
a2,1,0.417248,0.658054,[18 86] ; [ 5 37],[16.38356164 87.61643836] ; [ 6.61643836 35.38356164],0
r2,1,0.435999,0.606789,[81 20] ; [36  6],[82.63636364 18.36363636] ; [34.36363636  7.63636364],0
b5,1,0.465603,0.532393,[55 49] ; [25 17],[56.98630137 47.01369863] ; [23.01369863 18.98630137],0
n4,1,0.466239,0.530875,[62 41] ; [28 14],[63.93103448 39.06896552] ; [26.06896552 15.93103448],0
d5,1,0.521599,0.41073,[66 38] ; [29 13],[67.67123288 36.32876712] ; [27.32876712 14.67123288],0
s1,1,0.584766,0.298592,[ 7 95] ; [ 4 38],[ 7.79166667 94.20833333] ; [ 3.20833333 38.79166667],0
a6,1,0.603145,0.270278,[57 47] ; [25 17],[58.4109589 45.5890411] ; [23.5890411 18.4109589],0
v2,1,0.62272,0.242063,[35 66] ; [16 25],[36.27464789 64.72535211] ; [14.72535211 26.27464789],0
u1,1,0.724264,0.124444,[12 92] ; [ 4 38],[11.39726027 92.60273973] ; [ 4.60273973 37.39726027],0
p1,1,0.727624,0.121304,[ 8 95] ; [ 4 38],[ 8.52413793 94.47586207] ; [ 3.47586207 38.52413793],0
a7,1,0.731852,0.117418,[60 42] ; [26 16],[60.91666667 41.08333333] ; [25.08333333 16.91666667],0
a1,1,0.75474,0.097591,[ 6 98] ; [ 3 39],[ 6.4109589 97.5890411] ; [ 2.5890411 39.4109589],0
a5,1,0.797177,0.06605,[57 47] ; [24 18],[57.69863014 46.30136986] ; [23.30136986 18.69863014],0
r1,1,0.810263,0.057642,[69 34] ; [29 13],[69.6137931 33.3862069] ; [28.3862069 13.6137931],0
s7,1,0.826014,0.048319,[19 78] ; [ 7 32],[18.54411765 78.45588235] ; [ 7.45588235 31.54411765],0
s5,1,0.847359,0.037052,[16 88] ; [ 7 35],[16.38356164 87.61643836] ; [ 6.61643836 35.38356164],0
d3,1,0.911725,0.012291,[58 46] ; [23 19],[57.69863014 46.30136986] ; [23.30136986 18.69863014],0
n1,1,0.921373,0.009743,[16 30] ; [4 7],[16.14035088 29.85964912] ; [3.85964912 7.14035088],0
d1,1,0.922953,0.009354,[43 61] ; [17 25],[42.73972603 61.26027397] ; [17.26027397 24.73972603],0
p10,1,0.953179,0.003448,[19 83] ; [ 8 34],[19.125 82.875] ; [ 7.875 34.125],0
u3,1,0.957421,0.002851,[20 23] ; [11 13],[19.89552239 23.10447761] ; [11.10447761 12.89552239],0
