Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000352,12.772482,[ 7 30] ; [21 14],[14.38888889 22.61111111] ; [13.61111111 21.38888889],1
d1,1,0.002411,9.207168,[ 9 29] ; [22 16],[15.5 22.5] ; [15.5 22.5],0
v3,1,0.002963,8.830021,[ 3 34] ; [14 24],[ 8.38666667 28.61333333] ; [ 8.61333333 29.38666667],0
a3,1,0.010243,6.592115,[17 21] ; [28 10],[22.5 15.5] ; [22.5 15.5],0
r3,1,0.023433,5.136094,[23 14] ; [30  5],[27.23611111  9.76388889] ; [25.76388889  9.23611111],0
d2,1,0.047695,3.920697,[11 27] ; [19 18],[15.2 22.8] ; [14.8 22.2],0
a4,1,0.053076,3.741538,[ 9 29] ; [17 21],[13. 25.] ; [13. 25.],0
a2,1,0.075885,3.150912,[ 2 36] ; [ 7 31],[ 4.5 33.5] ; [ 4.5 33.5],0
n2,1,0.080346,3.05788,[9 6] ; [14  2],[11.12903226  3.87096774] ; [11.87096774  4.12903226],0
d5,1,0.080491,3.054963,[23 15] ; [30  8],[26.5 11.5] ; [26.5 11.5],0
s4,1,0.091374,2.85,[11 27] ; [ 5 33],[ 8. 30.] ; [ 8. 30.],0
d4,1,0.093684,2.809909,[23 15] ; [29  8],[26.34666667 11.65333333] ; [25.65333333 11.34666667],0
n1,1,0.105552,2.619591,[8 7] ; [ 4 12],[5.80645161 9.19354839] ; [6.19354839 9.80645161],0
s2,1,0.106703,2.602392,[12 26] ; [18 18],[15.40540541 22.59459459] ; [14.59459459 21.40540541],0
n3,1,0.121335,2.4,[8 7] ; [12  3],[10.  5.] ; [10.  5.],0
s6,1,0.162871,1.947368,[16 22] ; [21 15],[19. 19.] ; [18. 18.],0
b1,1,0.163323,1.943182,[13 25] ; [19 19],[16. 22.] ; [16. 22.],0
d3,1,0.168669,1.894737,[16 22] ; [22 16],[19. 19.] ; [19. 19.],0
u1,1,0.234038,1.416149,[ 2 36] ; [ 5 33],[ 3.5 34.5] ; [ 3.5 34.5],0
n4,1,0.237733,1.393984,[21 17] ; [26 12],[23.5 14.5] ; [23.5 14.5],0
r1,1,0.251602,1.314386,[ 7 31] ; [11 26],[ 9.12 28.88] ; [ 8.88 28.12],0
p6,1,0.261985,1.258236,[ 8 29] ; [12 24],[10.1369863 26.8630137] ; [ 9.8630137 26.1369863],0
b3,1,0.276014,1.18661,[ 4 20] ; [ 8 19],[ 5.64705882 18.35294118] ; [ 6.35294118 20.64705882],0
b2,1,0.276014,1.18661,[ 4 20] ; [ 8 19],[ 5.64705882 18.35294118] ; [ 6.35294118 20.64705882],0
s8,1,0.284865,1.143733,[10 28] ; [14 23],[12.16 25.84] ; [11.84 25.16],0
a7,1,0.294014,1.101148,[18 20] ; [22 15],[20.26666667 17.73333333] ; [19.73333333 17.26666667],0
s7,1,0.354058,0.85886,[15 22] ; [18 17],[16.95833333 20.04166667] ; [16.04166667 18.95833333],0
b5,1,0.356117,0.851541,[19 19] ; [23 15],[21. 17.] ; [21. 17.],0
p3,1,0.375354,0.785864,[15 23] ; [11 26],[13.17333333 24.82666667] ; [12.82666667 24.17333333],0
p10,1,0.381009,0.767444,[28  8] ; [24 11],[26.36619718  9.63380282] ; [25.63380282  9.36619718],0
p2,1,0.418192,0.65539,[30  6] ; [28  9],[28.60273973  7.39726027] ; [29.39726027  7.60273973],0
p8,1,0.472162,0.516912,[19 19] ; [15 21],[17.45945946 20.54054054] ; [16.54054054 19.45945946],0
p9,1,0.482476,0.493262,[28 10] ; [29  7],[29.27027027  8.72972973] ; [27.72972973  8.27027027],0
a5,1,0.483783,0.490323,[21 17] ; [24 14],[22.5 15.5] ; [22.5 15.5],0
u2,1,0.522903,0.408163,[12  9] ; [4 5],[11.2  9.8] ; [4.8 4.2],0
s1,1,0.555798,0.347032,[ 1 37] ; [ 2 36],[ 1.5 36.5] ; [ 1.5 36.5],0
p4,1,0.562594,0.335233,[20 18] ; [17 20],[18.74666667 19.25333333] ; [18.25333333 18.74666667],0
r2,1,0.596585,0.280178,[22 15] ; [17 15],[20.91304348 16.08695652] ; [18.08695652 13.91304348],0
a8,1,0.618445,0.248059,[ 2 33] ; [ 3 31],[ 2.53623188 32.46376812] ; [ 2.46376812 31.53623188],0
s5,1,0.637805,0.221624,[ 8 30] ; [ 9 26],[ 8.84931507 29.15068493] ; [ 8.15068493 26.84931507],0
p7,1,0.655168,0.199446,[17 17] ; [21 17],[17.94444444 16.05555556] ; [20.05555556 17.94444444],0
p1,1,0.664268,0.188381,[ 4 33] ; [ 3 35],[ 3.45333333 33.54666667] ; [ 3.54666667 34.45333333],0
p5,1,0.708181,0.140101,[ 6 31] ; [ 5 33],[ 5.42666667 31.57333333] ; [ 5.57333333 32.42666667],0
n6,1,0.739162,0.110864,[27 10] ; [25 11],[26.35616438 10.64383562] ; [25.64383562 10.35616438],0
s3,1,0.746853,0.104195,[16 21] ; [16 18],[16.67605634 20.32394366] ; [15.32394366 18.67605634],0
u3,1,0.795809,0.066964,[ 9 11] ; [5 5],[ 9.33333333 10.66666667] ; [4.66666667 5.33333333],0
b4,1,0.813329,0.055759,[24 14] ; [23 15],[23.5 14.5] ; [23.5 14.5],0
n5,1,0.862978,0.029785,[25 12] ; [25 11],[25.34246575 11.65753425] ; [24.65753425 11.34246575],0
v4,1,0.874034,0.025134,[24 13] ; [22 11],[24.31428571 12.68571429] ; [21.68571429 11.31428571],0
a6,1,1.0,0.0,[20 18] ; [20 18],[20. 18.] ; [20. 18.],0
