Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.9e-05,17.461182,[12 30] ; [28  9],[21.26582278 20.73417722] ; [18.73417722 18.26582278],1
d3,1,0.190781,1.711578,[37  6] ; [36  2],[38.75308642  4.24691358] ; [34.24691358  3.75308642],0
v4,1,0.203007,1.62061,[34  9] ; [34  4],[36.09876543  6.90123457] ; [31.90123457  6.09876543],0
u1,1,0.216385,1.528184,[ 4 40] ; [ 7 31],[ 5.90243902 38.09756098] ; [ 5.09756098 32.90243902],0
p1,1,0.222867,1.485814,[ 4 40] ; [ 1 37],[ 2.68292683 41.31707317] ; [ 2.31707317 35.68292683],0
u2,1,0.222969,1.48516,[7 3] ; [10  1],[8.0952381 1.9047619] ; [8.9047619 2.0952381],0
s1,1,0.235553,1.40701,[ 4 39] ; [ 1 35],[ 2.72151899 40.27848101] ; [ 2.27848101 33.72151899],0
a2,1,0.248397,1.332294,[10 34] ; [13 25],[12.34146341 31.65853659] ; [10.65853659 27.34146341],0
a4,1,0.275095,1.191163,[25 19] ; [17 21],[22.53658537 21.46341463] ; [19.46341463 18.53658537],0
a6,1,0.294631,1.09834,[27 16] ; [28 10],[29.19753086 13.80246914] ; [25.80246914 12.19753086],0
d2,1,0.390004,0.738929,[31 12] ; [24 14],[29.19753086 13.80246914] ; [25.80246914 12.19753086],0
v3,1,0.413643,0.668305,[ 9 32] ; [10 23],[10.52702703 30.47297297] ; [ 8.47297297 24.52702703],0
b4,1,0.469656,0.522786,[30 14] ; [23 15],[28.43902439 15.56097561] ; [24.56097561 13.43902439],0
s2,1,0.485003,0.487592,[18 26] ; [18 19],[19.55555556 24.44444444] ; [16.44444444 20.55555556],0
n4,1,0.496013,0.463457,[21 23] ; [21 17],[22.53658537 21.46341463] ; [19.46341463 18.53658537],0
a3,1,0.519901,0.41409,[34 10] ; [27 11],[32.73170732 11.26829268] ; [28.26829268  9.73170732],0
n2,1,0.534731,0.385392,[12 10] ; [6 3],[12.77419355  9.22580645] ; [5.22580645 3.77419355],0
a7,1,0.550275,0.356825,[31 13] ; [29  9],[32.19512195 11.80487805] ; [27.80487805 10.19512195],0
v1,1,0.602484,0.271266,[19 23] ; [15 23],[17.85 24.15] ; [16.15 21.85],0
n3,1,0.625585,0.238095,[12  9] ; [6 3],[12.6  8.4] ; [5.4 3.6],0
n1,1,0.625585,0.238095,[ 9 12] ; [3 6],[ 8.4 12.6] ; [3.6 5.4],0
d5,1,0.631006,0.230699,[41  2] ; [37  1],[41.40740741  1.59259259] ; [36.59259259  1.40740741],0
a1,1,0.645283,0.211899,[ 2 42] ; [ 1 37],[ 1.6097561 42.3902439] ; [ 1.3902439 36.6097561],0
a8,1,0.723555,0.125112,[ 2 40] ; [ 1 31],[ 1.7027027 40.2972973] ; [ 1.2972973 30.7027027],0
s4,1,0.763069,0.090874,[ 7 37] ; [ 7 31],[ 7.51219512 36.48780488] ; [ 6.48780488 31.51219512],0
n5,1,0.772108,0.083879,[16 28] ; [15 23],[16.63414634 27.36585366] ; [14.36585366 23.63414634],0
b5,1,0.794985,0.067518,[29 15] ; [24 14],[28.43902439 15.56097561] ; [24.56097561 13.43902439],0
b1,1,0.837327,0.042154,[21 23] ; [19 19],[21.46341463 22.53658537] ; [18.53658537 19.46341463],0
b2,1,0.846974,0.037241,[ 8 17] ; [10 19],[ 8.33333333 16.66666667] ; [ 9.66666667 19.33333333],0
b3,1,0.846974,0.037241,[ 8 17] ; [10 19],[ 8.33333333 16.66666667] ; [ 9.66666667 19.33333333],0
s3,1,0.909828,0.012827,[25 19] ; [20 16],[24.75 19.25] ; [20.25 15.75],0
p12,1,0.929428,0.007844,[ 1 42] ; [ 1 37],[ 1.0617284 41.9382716] ; [ 0.9382716 37.0617284],0
s5,1,0.94522,0.004721,[10 30] ; [ 9 28],[ 9.87012987 30.12987013] ; [ 9.12987013 27.87012987],0
s7,1,0.984633,0.000371,[14 25] ; [13 23],[14.04 24.96] ; [12.96 23.04],0
