Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.8e-05,16.958946,[18 29] ; [39 10],[27.90625 19.09375] ; [29.09375 19.90625],1
p2,1,0.002879,8.882808,[33 18] ; [44  5],[39.27 11.73] ; [37.73 11.27],0
p3,1,0.0034,8.579465,[13 38] ; [27 23],[20.1980198 30.8019802] ; [19.8019802 30.1980198],0
d5,1,0.00596,7.562269,[33 18] ; [44  6],[38.88118812 12.11881188] ; [38.11881188 11.88118812],0
p6,1,0.007635,7.117216,[ 7 43] ; [18 30],[12.75510204 37.24489796] ; [12.24489796 35.75510204],0
r3,1,0.027724,4.845119,[42  9] ; [48  2],[45.44554455  5.55445545] ; [44.55445545  5.44554455],0
r4,1,0.043584,4.072604,[34 17] ; [42  8],[38.37623762 12.62376238] ; [37.62376238 12.37623762],0
p8,1,0.045328,4.00641,[19 31] ; [29 21],[24. 26.] ; [24. 26.],0
a2,1,0.045464,4.001344,[ 4 47] ; [11 39],[ 7.57425743 43.42574257] ; [ 7.42574257 42.57425743],0
a5,1,0.048063,3.907775,[27 24] ; [36 14],[31.81188119 19.18811881] ; [31.18811881 18.81188119],0
v2,1,0.049068,3.873028,[19 29] ; [27 18],[23.74193548 24.25806452] ; [22.25806452 22.74193548],0
s6,1,0.084426,2.97756,[25 26] ; [33 17],[29.28712871 21.71287129] ; [28.71287129 21.28712871],0
p11,1,0.086019,2.947335,[33 18] ; [40 10],[36.86138614 14.13861386] ; [36.13861386 13.86138614],0
d1,1,0.090009,2.874211,[22 29] ; [30 20],[26.25742574 24.74257426] ; [25.74257426 24.25742574],0
a6,1,0.106591,2.604051,[30 21] ; [37 13],[33.83168317 17.16831683] ; [33.16831683 16.83168317],0
s8,1,0.133432,2.252108,[17 34] ; [24 26],[20.7029703 30.2970297] ; [20.2970297 29.7029703],0
b1,1,0.135257,2.231102,[22 29] ; [29 21],[25.75247525 25.24752475] ; [25.24752475 24.75247525],0
n2,1,0.160581,1.96875,[15  1] ; [9 3],[13.71428571  2.28571429] ; [10.28571429  1.71428571],0
n5,1,0.164915,1.928565,[20 31] ; [26 23],[23.46 27.54] ; [22.54 26.46],0
a4,1,0.182095,1.78044,[14 37] ; [20 30],[17.16831683 33.83168317] ; [16.83168317 33.16831683],0
n4,1,0.196118,1.671047,[22 29] ; [28 22],[25.24752475 25.75247525] ; [24.75247525 25.24752475],0
u3,1,0.198314,1.654745,[11  7] ; [13  3],[12.70588235  5.29411765] ; [11.29411765  4.70588235],0
r1,1,0.225579,1.468524,[34 17] ; [38 11],[36.72 14.28] ; [35.28 13.72],0
p5,1,0.239678,1.382488,[ 2 48] ; [ 5 45],[ 3.5 46.5] ; [ 3.5 46.5],0
v4,1,0.250731,1.319226,[45  5] ; [47  2],[46.46464646  3.53535354] ; [45.53535354  3.46464646],0
s7,1,0.336072,0.925358,[18 32] ; [21 25],[20.3125 29.6875] ; [18.6875 27.3125],0
b5,1,0.368696,0.808056,[34 17] ; [29 21],[31.81188119 19.18811881] ; [31.18811881 18.81188119],0
s2,1,0.429773,0.623437,[22 29] ; [25 24],[23.97 27.03] ; [23.03 25.97],0
u1,1,0.443608,0.586931,[ 3 48] ; [ 5 45],[ 4.03960396 46.96039604] ; [ 3.96039604 46.03960396],0
p1,1,0.479105,0.500901,[ 5 46] ; [ 3 47],[ 4.03960396 46.96039604] ; [ 3.96039604 46.03960396],0
n3,1,0.48338,0.491228,[10  6] ; [9 3],[10.85714286  5.14285714] ; [8.14285714 3.85714286],0
a8,1,0.539223,0.376981,[ 5 44] ; [ 3 42],[ 4.17021277 44.82978723] ; [ 3.82978723 41.17021277],0
p9,1,0.562904,0.334701,[44  7] ; [45  5],[44.94059406  6.05940594] ; [44.05940594  5.94059406],0
a7,1,0.616922,0.250217,[37 14] ; [34 16],[35.85148515 15.14851485] ; [35.14851485 14.85148515],0
d2,1,0.624426,0.239695,[17 34] ; [19 31],[18.17821782 32.82178218] ; [17.82178218 32.17821782],0
b4,1,0.624983,0.238926,[30 21] ; [27 23],[28.78217822 22.21782178] ; [28.21782178 21.78217822],0
d4,1,0.667455,0.184594,[39 12] ; [40 10],[39.89108911 11.10891089] ; [39.10891089 10.89108911],0
v1,1,0.76565,0.088845,[23 25] ; [22 27],[22.26804124 25.73195876] ; [22.73195876 26.26804124],0
s5,1,0.767726,0.087232,[11 38] ; [12 36],[11.6185567 37.3814433] ; [11.3814433 36.6185567],0
n1,1,0.781814,0.076705,[ 5 11] ; [4 7],[ 5.33333333 10.66666667] ; [3.66666667 7.33333333],0
s3,1,0.787311,0.072794,[29 22] ; [26 22],[28.33333333 22.66666667] ; [26.66666667 21.33333333],0
r2,1,0.796011,0.066829,[43  7] ; [43  6],[43.43434343  6.56565657] ; [42.56565657  6.43434343],0
s4,1,0.82494,0.048927,[ 9 42] ; [ 8 42],[ 8.58415842 42.41584158] ; [ 8.41584158 41.58415842],0
d3,1,0.828817,0.046751,[34 16] ; [35 15],[34.5 15.5] ; [34.5 15.5],0
