Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.028988,4.768353,[6 1] ; [479  10],[6.84475806 0.15524194] ; [478.15524194  10.84475806],0
p1,1,0.060849,3.514089,[2 5] ; [ 41 445],[0.61054767 6.38945233] ; [ 42.38945233 443.61054767],0
b4,1,0.091092,2.854964,[2 5] ; [294 195],[4.17741935 2.82258065] ; [291.82258065 197.17741935],0
s7,1,0.137523,2.205455,[5 1] ; [247 220],[3.19661734 2.80338266] ; [248.80338266 218.19661734],0
a8,1,0.156891,2.003935,[2 4] ; [ 58 376],[0.81818182 5.18181818] ; [ 59.18181818 374.81818182],0
b5,1,0.194573,1.68265,[6 1] ; [302 187],[4.34677419 2.65322581] ; [303.65322581 185.34677419],0
a2,1,0.242746,1.364574,[4 3] ; [175 314],[2.52620968 4.47379032] ; [176.47379032 312.52620968],0
s6,1,0.243141,1.362287,[3 3] ; [344 136],[4.28395062 1.71604938] ; [342.71604938 137.28395062],0
a1,1,0.26014,1.268014,[1 6] ; [ 24 465],[0.35282258 6.64717742] ; [ 24.64717742 464.35282258],0
v2,1,0.301106,1.069288,[3 4] ; [292 179],[4.32008368 2.67991632] ; [290.67991632 180.32008368],0
p6,1,0.380063,0.770497,[4 3] ; [195 284],[2.86625514 4.13374486] ; [196.13374486 282.86625514],0
u1,1,0.403492,0.697895,[1 6] ; [140 349],[1.98991935 5.01008065] ; [139.01008065 349.98991935],0
v3,1,0.40685,0.687986,[2 5] ; [204 257],[3.08119658 3.91880342] ; [202.91880342 258.08119658],0
s2,1,0.416378,0.660515,[5 2] ; [272 213],[3.94105691 3.05894309] ; [273.05894309 211.94105691],0
v1,1,0.427985,0.628284,[3 4] ; [275 201],[4.02898551 2.97101449] ; [273.97101449 202.02898551],0
p8,1,0.437213,0.603587,[5 2] ; [272 207],[3.98971193 3.01028807] ; [273.01028807 205.98971193],0
a6,1,0.481254,0.496021,[6 1] ; [361 127],[5.18989899 1.81010101] ; [361.81010101 126.18989899],0
a4,1,0.487213,0.482676,[5 2] ; [285 203],[4.1010101 2.8989899] ; [285.8989899 202.1010101],0
p3,1,0.545583,0.36529,[4 2] ; [265 223],[3.26720648 2.73279352] ; [265.73279352 222.26720648],0
n5,1,0.568908,0.324513,[6 1] ; [372 114],[5.36713996 1.63286004] ; [372.63286004 113.36713996],0
a7,1,0.612736,0.25621,[6 1] ; [380 109],[5.44758065 1.55241935] ; [380.55241935 108.44758065],0
b2,1,0.704212,0.144127,[2 4] ; [128 184],[2.45283019 3.54716981] ; [127.54716981 184.45283019],0
b3,1,0.704212,0.144127,[2 4] ; [128 184],[2.45283019 3.54716981] ; [127.54716981 184.45283019],0
p11,1,0.72327,0.125381,[6 1] ; [393  96],[5.63104839 1.36895161] ; [393.36895161  95.63104839],0
b1,1,0.7246,0.124128,[3 4] ; [178 311],[2.55443548 4.44556452] ; [178.44556452 310.55443548],0
r1,1,0.774515,0.082067,[6 1] ; [434  53],[6.23481781 0.76518219] ; [433.76518219  53.23481781],0
s8,1,0.785174,0.074302,[4 3] ; [252 233],[3.64227642 3.35772358] ; [252.35772358 232.64227642],0
p4,1,0.787789,0.072459,[5 2] ; [323 162],[4.66666667 2.33333333] ; [323.33333333 161.66666667],0
p7,1,0.802332,0.062665,[5 2] ; [318 157],[4.69087137 2.30912863] ; [318.30912863 156.69087137],0
s5,1,0.80243,0.062602,[2 4] ; [179 288],[2.29598309 3.70401691] ; [178.70401691 288.29598309],0
n1,1,0.811112,0.057117,[1 1] ; [42 59],[0.83495146 1.16504854] ; [42.16504854 58.83495146],0
p5,1,0.825471,0.048626,[1 6] ; [ 56 427],[0.81428571 6.18571429] ; [ 56.18571429 426.81428571],0
s4,1,0.834457,0.043677,[1 6] ; [ 83 397],[1.2073922 5.7926078] ; [ 82.7926078 397.2073922],0
p9,1,0.857568,0.03221,[6 1] ; [423  58],[6.15368852 0.84631148] ; [422.84631148  58.15368852],0
s3,1,0.919137,0.010307,[4 3] ; [284 197],[4.13114754 2.86885246] ; [283.86885246 197.13114754],0
p10,1,0.95334,0.003424,[6 1] ; [411  73],[5.94501018 1.05498982] ; [411.05498982  72.94501018],0
