Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,126.675136,[  4 118] ; [249 157],[58.45833333 63.54166667] ; [194.54166667 211.45833333],1
d5,1,0.0,90.095478,[50 71] ; [342  64],[90.00379507 30.99620493] ; [301.99620493 104.00379507],1
d3,1,0.0,78.177459,[38 82] ; [306 100],[78.47908745 41.52091255] ; [265.52091255 140.47908745],1
d2,1,0.0,25.974824,[24 98] ; [183 220],[48.10285714 73.89714286] ; [158.89714286 244.10285714],1
a3,1,1e-06,25.207694,[52 68] ; [277 127],[75.34351145 44.65648855] ; [253.65648855 150.34351145],1
a4,1,1e-06,23.377003,[25 95] ; [184 221],[47.77142857 72.22857143] ; [161.22857143 243.77142857],1
a5,1,2e-06,23.126727,[56 66] ; [283 123],[78.32954545 43.67045455] ; [260.67045455 145.32954545],1
r1,1,6e-06,20.420295,[67 54] ; [309  95],[86.65904762 34.34095238] ; [289.34095238 114.65904762],1
a7,1,1.6e-05,18.560442,[66 54] ; [306 100],[84.86692015 35.13307985] ; [287.13307985 118.86692015],1
r3,1,2.7e-05,17.615152,[95 25] ; [373  30],[107.38049713  12.61950287] ; [360.61950287  42.38049713],1
u1,1,0.000138,14.532584,[  2 120] ; [ 57 349],[ 13.63257576 108.36742424] ; [ 45.36742424 360.63257576],1
r4,1,0.000185,13.982579,[83 39] ; [339  67],[97.50757576 24.49242424] ; [324.49242424  81.50757576],1
a2,1,0.000349,12.788244,[  9 113] ; [ 88 318],[22.41287879 99.58712121] ; [ 74.58712121 331.41287879],1
v2,1,0.000394,12.560288,[39 75] ; [208 184],[55.64822134 58.35177866] ; [191.35177866 200.64822134],1
s5,1,0.003234,8.670401,[ 13 107] ; [ 92 305],[24.37137331 95.62862669] ; [ 80.62862669 316.37137331],0
s6,1,0.003796,8.378798,[43 77] ; [204 197],[56.89059501 63.10940499] ; [190.10940499 210.89059501],0
p10,1,0.004051,8.260933,[69 50] ; [289 113],[81.7696737 37.2303263] ; [276.2303263 125.7696737],0
a6,1,0.004915,7.910514,[67 55] ; [279 127],[79.9469697 42.0530303] ; [266.0530303 139.9469697],0
