Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,56.248931,[ 2 29] ; [71 15],[19.34188034 11.65811966] ; [53.65811966 32.34188034],1
v4,1,0.0,32.967595,[11 20] ; [75 10],[22.98275862  8.01724138] ; [63.01724138 21.98275862],1
p2,1,9e-06,19.629116,[ 7 24] ; [59 27],[17.48717949 13.51282051] ; [48.51282051 37.48717949],1
n5,1,7.6e-05,15.657498,[24  7] ; [31 55],[14.57264957 16.42735043] ; [40.42735043 45.57264957],1
p11,1,9.2e-05,15.298441,[ 5 26] ; [49 37],[14.30769231 16.69230769] ; [39.69230769 46.30769231],1
r1,1,0.000252,13.393648,[ 9 22] ; [57 28],[17.63793103 13.36206897] ; [48.36206897 36.63793103],1
a1,1,0.000285,13.165791,[ 7 24] ; [ 2 84],[ 2.38461538 28.61538462] ; [ 6.61538462 79.38461538],1
r2,1,0.000984,10.858122,[17 12] ; [74 11],[23.14912281  5.85087719] ; [67.85087719 17.14912281],1
n6,1,0.005215,7.803369,[10 20] ; [54 32],[16.55172414 13.44827586] ; [47.44827586 38.55172414],0
p8,1,0.01518,5.895487,[ 2 28] ; [24 61],[ 6.7826087 23.2173913] ; [19.2173913 65.7826087],0
v2,1,0.017246,5.671201,[ 5 26] ; [33 50],[10.33333333 20.66666667] ; [27.66666667 55.33333333],0
n2,1,0.017779,5.617779,[ 6 12] ; [23 11],[10.03846154  7.96153846] ; [18.96153846 15.03846154],0
n3,1,0.019553,5.451355,[ 6 11] ; [23 10],[9.86 7.14] ; [19.14 13.86],0
b1,1,0.022725,5.18942,[20 11] ; [35 51],[14.57264957 16.42735043] ; [40.42735043 45.57264957],0
p7,1,0.026077,4.950932,[ 7 24] ; [39 47],[12.18803419 18.81196581] ; [33.81196581 52.18803419],0
d4,1,0.026866,4.899412,[15 16] ; [60 25],[20.04310345 10.95689655] ; [54.95689655 30.04310345],0
v1,1,0.030057,4.706001,[ 4 27] ; [28 56],[ 8.62608696 22.37391304] ; [23.37391304 60.62608696],0
a7,1,0.04863,3.888088,[12 19] ; [51 35],[16.69230769 14.30769231] ; [46.30769231 39.69230769],0
u3,1,0.052942,3.745755,[ 1 11] ; [13 21],[3.65217391 8.34782609] ; [10.34782609 23.65217391],0
b2,1,0.062473,3.470482,[11 11] ; [14 37],[ 7.53424658 14.46575342] ; [17.46575342 33.53424658],0
b3,1,0.062473,3.470482,[11 11] ; [14 37],[ 7.53424658 14.46575342] ; [17.46575342 33.53424658],0
p6,1,0.095019,2.787222,[ 3 27] ; [20 62],[ 6.16071429 23.83928571] ; [16.83928571 65.16071429],0
s1,1,0.127822,2.318755,[ 4 27] ; [ 4 80],[ 2.15652174 28.84347826] ; [ 5.84347826 78.15652174],0
n1,1,0.137315,2.207792,[ 8 10] ; [ 8 25],[ 5.64705882 12.35294118] ; [10.35294118 22.64705882],0
n4,1,0.140072,2.177171,[22  9] ; [48 38],[18.54700855 12.45299145] ; [51.45299145 34.54700855],0
d3,1,0.150273,2.069475,[13 18] ; [49 37],[16.42735043 14.57264957] ; [45.57264957 40.42735043],0
p9,1,0.170602,1.877647,[ 6 24] ; [28 56],[ 8.94736842 21.05263158] ; [25.05263158 58.94736842],0
b5,1,0.174319,1.845405,[14 17] ; [51 35],[17.22222222 13.77777778] ; [47.77777778 38.22222222],0
s4,1,0.204097,1.612809,[ 4 27] ; [ 5 81],[ 2.38461538 28.61538462] ; [ 6.61538462 79.38461538],0
p3,1,0.27133,1.210012,[ 5 26] ; [22 63],[ 7.21551724 23.78448276] ; [19.78448276 65.21551724],0
u2,1,0.286371,1.136602,[3 9] ; [14 19],[4.53333333 7.46666667] ; [12.46666667 20.53333333],0
p1,1,0.319709,0.990137,[ 3 28] ; [ 4 81],[ 1.87068966 29.12931034] ; [ 5.12931034 79.87068966],0
d1,1,0.348031,0.880622,[10 21] ; [36 50],[12.18803419 18.81196581] ; [33.81196581 52.18803419],0
b4,1,0.348827,0.877719,[15 16] ; [50 36],[17.22222222 13.77777778] ; [47.77777778 38.22222222],0
s3,1,0.401455,0.703963,[ 9 21] ; [19 66],[ 7.30434783 22.69565217] ; [20.69565217 64.30434783],0
d2,1,0.40342,0.698108,[12 18] ; [42 44],[13.96551724 16.03448276] ; [40.03448276 45.96551724],0
p12,1,0.453043,0.563028,[ 1 30] ; [ 1 84],[ 0.53448276 30.46551724] ; [ 1.46551724 83.53448276],0
d5,1,0.508571,0.437006,[17 14] ; [53 33],[18.54700855 12.45299145] ; [51.45299145 34.54700855],0
a5,1,0.582645,0.301977,[18 13] ; [45 41],[16.69230769 14.30769231] ; [46.30769231 39.69230769],0
s2,1,0.584784,0.298565,[ 4 27] ; [ 8 77],[ 3.20689655 27.79310345] ; [ 8.79310345 76.20689655],0
a8,1,0.588092,0.293333,[ 2 28] ; [ 8 72],[ 2.72727273 27.27272727] ; [ 7.27272727 72.72727273],0
p4,1,0.625955,0.237586,[ 7 24] ; [23 62],[ 8.01724138 22.98275862] ; [21.98275862 63.01724138],0
v3,1,0.717755,0.130654,[ 7 24] ; [16 66],[ 6.30973451 24.69026549] ; [16.69026549 65.30973451],0
s7,1,0.725147,0.123614,[ 3 24] ; [11 69],[ 3.53271028 23.46728972] ; [10.46728972 69.53271028],0
u1,1,0.762368,0.091429,[ 2 29] ; [ 7 79],[ 2.38461538 28.61538462] ; [ 6.61538462 79.38461538],0
a2,1,0.764351,0.089863,[ 4 27] ; [13 73],[ 4.5042735 26.4957265] ; [12.4957265 73.5042735],0
a3,1,0.834471,0.043669,[19 11] ; [52 33],[18.52173913 11.47826087] ; [52.47826087 32.52173913],0
s5,1,0.900422,0.015657,[ 2 28] ; [ 5 78],[ 1.85840708 28.14159292] ; [ 5.14159292 77.85840708],0
s8,1,0.901366,0.01536,[ 3 28] ; [ 9 77],[ 3.17948718 27.82051282] ; [ 8.82051282 77.17948718],0
a4,1,0.946564,0.004492,[12 18] ; [35 51],[12.15517241 17.84482759] ; [34.84482759 51.15517241],0
a6,1,0.973576,0.001097,[19 12] ; [53 33],[19.07692308 11.92307692] ; [52.92307692 33.07692308],0
