Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,46.694118,[112  16] ; [28 40],[91.42857143 36.57142857] ; [48.57142857 19.42857143],1
r2,1,1e-06,23.937662,[117   9] ; [43 23],[105.  21.] ; [55. 11.],1
a3,1,8.6e-05,15.421398,[97 31] ; [32 35],[84.67692308 43.32307692] ; [44.32307692 22.67692308],1
a5,1,0.000136,14.559267,[92 36] ; [30 38],[79.67346939 48.32653061] ; [42.32653061 25.67346939],1
v3,1,0.000172,14.109366,[50 70] ; [10 57],[38.5026738 81.4973262] ; [21.4973262 45.5026738],1
r3,1,0.000228,13.583338,[114  14] ; [46 22],[104.48979592  23.51020408] ; [55.51020408 12.48979592],1
d5,1,0.000455,12.292822,[91 37] ; [31 37],[79.67346939 48.32653061] ; [42.32653061 25.67346939],1
s8,1,0.000539,11.974362,[54 74] ; [12 56],[43.10204082 84.89795918] ; [22.89795918 45.10204082],1
v4,1,0.000693,11.508786,[114  12] ; [48 19],[105.76165803  20.23834197] ; [56.23834197 10.76165803],1
d4,1,0.00081,11.217593,[97 30] ; [36 32],[86.62051282 40.37948718] ; [46.37948718 21.62051282],1
v1,1,0.001138,10.588797,[68 57] ; [20 47],[57.29166667 67.70833333] ; [30.70833333 36.29166667],0
p11,1,0.002197,9.377058,[97 31] ; [37 31],[87.51020408 40.48979592] ; [46.48979592 21.51020408],0
s7,1,0.002295,9.297066,[56 63] ; [16 50],[46.31351351 72.68648649] ; [25.68648649 40.31351351],0
p10,1,0.002601,9.067909,[92 35] ; [34 33],[82.48453608 44.51546392] ; [43.51546392 23.48453608],0
v2,1,0.004285,8.158742,[61 60] ; [19 47],[51.76470588 69.23529412] ; [28.23529412 37.76470588],0
d1,1,0.007256,7.208476,[57 71] ; [17 51],[48.32653061 79.67346939] ; [25.67346939 42.32653061],0
u2,1,0.007748,7.090926,[19 11] ; [11 25],[13.63636364 16.36363636] ; [16.36363636 19.63636364],0
s6,1,0.008717,6.879865,[72 54] ; [25 42],[63.32642487 62.67357513] ; [33.67357513 33.32642487],0
s5,1,0.015786,5.826538,[41 83] ; [11 55],[33.93684211 90.06315789] ; [18.06315789 47.93684211],0
n4,1,0.025958,4.958828,[96 31] ; [41 27],[89.22564103 37.77435897] ; [47.77435897 20.22564103],0
p3,1,0.044997,4.018748,[54 73] ; [19 49],[47.54358974 79.45641026] ; [25.45641026 42.54358974],0
u3,1,0.082007,3.024663,[15 16] ; [10 26],[11.56716418 19.43283582] ; [13.43283582 22.56716418],0
s3,1,0.095827,2.773651,[68 59] ; [27 39],[62.51295337 64.48704663] ; [32.48704663 33.51295337],0
p2,1,0.113438,2.505653,[89 38] ; [40 28],[84.01538462 42.98461538] ; [44.98461538 23.01538462],0
b3,1,0.133563,2.2506,[35 46] ; [13 31],[31.104 49.896] ; [16.896 27.104],0
b2,1,0.133563,2.2506,[35 46] ; [13 31],[31.104 49.896] ; [16.896 27.104],0
a6,1,0.141541,2.161122,[63 65] ; [26 42],[58.12244898 69.87755102] ; [30.87755102 37.12244898],0
s2,1,0.152698,2.045087,[54 72] ; [22 46],[49.36082474 76.63917526] ; [26.63917526 41.36082474],0
s1,1,0.171935,1.865988,[ 10 117] ; [ 2 66],[  7.81538462 119.18461538] ; [ 4.18461538 63.81538462],0
b4,1,0.177529,1.818189,[75 53] ; [33 35],[70.53061224 57.46938776] ; [37.46938776 30.53061224],0
p9,1,0.183248,1.771085,[92 35] ; [41 24],[87.97395833 39.02604167] ; [45.02604167 19.97395833],0
n6,1,0.185306,1.754551,[98 28] ; [47 21],[94.17525773 31.82474227] ; [50.82474227 17.17525773],0
a4,1,0.203496,1.617104,[54 74] ; [22 45],[49.88717949 78.11282051] ; [26.11282051 40.88717949],0
p1,1,0.211817,1.558965,[  7 121] ; [ 7 61],[  9.14285714 118.85714286] ; [ 4.85714286 63.14285714],0
p7,1,0.268627,1.223747,[60 65] ; [27 41],[56.34715026 68.65284974] ; [30.65284974 37.34715026],0
a1,1,0.29656,1.089599,[  5 123] ; [ 5 63],[  6.53061224 121.46938776] ; [ 3.46938776 64.53061224],0
d3,1,0.299695,1.075549,[53 75] ; [23 45],[49.63265306 78.36734694] ; [26.36734694 41.63265306],0
a8,1,0.38989,0.739286,[ 12 108] ; [ 4 60],[ 10.43478261 109.56521739] ; [ 5.56521739 58.43478261],0
a2,1,0.395296,0.72259,[ 12 116] ; [ 4 64],[ 10.44897959 117.55102041] ; [ 5.55102041 62.44897959],0
u1,1,0.420977,0.647587,[  7 121] ; [ 2 66],[  5.87755102 122.12244898] ; [ 3.12244898 64.87755102],0
p5,1,0.46955,0.523035,[ 11 114] ; [ 4 64],[  9.71502591 115.28497409] ; [ 5.28497409 62.71502591],0
p8,1,0.550691,0.35608,[43 85] ; [20 48],[41.14285714 86.85714286] ; [21.85714286 46.14285714],0
n1,1,0.575082,0.314253,[16 22] ; [11 20],[14.86956522 23.13043478] ; [12.13043478 18.86956522],0
b1,1,0.602158,0.271753,[59 69] ; [34 34],[60.73469388 67.26530612] ; [32.26530612 35.73469388],0
b5,1,0.602158,0.271753,[59 69] ; [34 34],[60.73469388 67.26530612] ; [32.26530612 35.73469388],0
d2,1,0.701226,0.147199,[58 70] ; [28 38],[56.74226804 71.25773196] ; [29.25773196 36.74226804],0
