Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.00129,10.356416,[20 39] ; [12  3],[25.51351351 33.48648649] ; [6.48648649 8.51351351],0
b1,1,0.01205,6.303428,[29 30] ; [ 2 13],[24.71621622 34.28378378] ; [6.28378378 8.71621622],0
p9,1,0.028624,4.790075,[38 21] ; [14  1],[41.45945946 17.54054054] ; [10.54054054  4.45945946],0
p12,1,0.041275,4.164696,[ 1 58] ; [ 2 13],[ 2.39189189 56.60810811] ; [ 0.60810811 14.39189189],0
p10,1,0.069578,3.292943,[32 27] ; [12  3],[35.08108108 23.91891892] ; [8.91891892 6.08108108],0
p11,1,0.076784,3.131691,[37 22] ; [13  2],[39.86486486 19.13513514] ; [10.13513514  4.86486486],0
r4,1,0.076784,3.131691,[37 22] ; [13  2],[39.86486486 19.13513514] ; [10.13513514  4.86486486],0
n6,1,0.088199,2.906947,[33 26] ; [12  3],[35.87837838 23.12162162] ; [9.12162162 5.87837838],0
b4,1,0.09335,2.81564,[29 30] ; [11  4],[31.89189189 27.10810811] ; [8.10810811 6.89189189],0
s2,1,0.098241,2.733862,[18 41] ; [8 7],[20.72972973 38.27027027] ; [5.27027027 9.72972973],0
d4,1,0.105556,2.61952,[29 29] ; [11  4],[31.78082192 26.21917808] ; [8.21917808 6.78082192],0
p2,1,0.119714,2.421058,[39 20] ; [13  2],[41.45945946 17.54054054] ; [10.54054054  4.45945946],0
p1,1,0.128331,2.312575,[ 2 57] ; [ 2 13],[ 3.18918919 55.81081081] ; [ 0.81081081 14.18918919],0
a1,1,0.128331,2.312575,[ 2 57] ; [ 2 13],[ 3.18918919 55.81081081] ; [ 0.81081081 14.18918919],0
b5,1,0.142351,2.152361,[36 23] ; [6 9],[33.48648649 25.51351351] ; [8.51351351 6.48648649],0
r1,1,0.146691,2.106322,[31 28] ; [11  4],[33.48648649 25.51351351] ; [8.51351351 6.48648649],0
p3,1,0.154947,2.022863,[13 46] ; [6 9],[15.14864865 43.85135135] ; [ 3.85135135 11.14864865],0
v3,1,0.169163,1.890342,[10 48] ; [ 5 10],[11.91780822 46.08219178] ; [ 3.08219178 11.91780822],0
v4,1,0.205742,1.601138,[46 12] ; [14  1],[47.67123288 10.32876712] ; [12.32876712  2.67123288],0
a5,1,0.208855,1.579346,[21 38] ; [8 7],[23.12162162 35.87837838] ; [5.87837838 9.12162162],0
r3,1,0.214056,1.543782,[47 12] ; [14  1],[48.63513514 10.36486486] ; [12.36486486  2.63513514],0
d2,1,0.217205,1.522745,[11 48] ; [ 5 10],[12.75675676 46.24324324] ; [ 3.24324324 11.75675676],0
s3,1,0.221252,1.496231,[25 34] ; [9 6],[27.10810811 31.89189189] ; [6.89189189 8.10810811],0
p8,1,0.226945,1.459908,[21 37] ; [8 7],[23.04109589 34.95890411] ; [5.95890411 9.04109589],0
a2,1,0.25576,1.291561,[ 3 56] ; [ 2 13],[ 3.98648649 55.01351351] ; [ 1.01351351 13.98648649],0
p5,1,0.26469,1.24406,[ 3 55] ; [ 2 13],[ 3.97260274 54.02739726] ; [ 1.02739726 13.97260274],0
r2,1,0.266503,1.234661,[43 16] ; [13  2],[44.64864865 14.35135135] ; [11.35135135  3.64864865],0
a7,1,0.272314,1.205052,[30 29] ; [10  5],[31.89189189 27.10810811] ; [8.10810811 6.89189189],0
s4,1,0.29968,1.075618,[ 9 50] ; [ 4 11],[10.36486486 48.63513514] ; [ 2.63513514 12.36486486],0
v2,1,0.319296,0.991827,[15 41] ; [6 9],[16.56338028 39.43661972] ; [ 4.43661972 10.56338028],0
a6,1,0.324585,0.970384,[27 32] ; [9 6],[28.7027027 30.2972973] ; [7.2972973 7.7027027],0
u2,1,0.375954,0.78389,[16 13] ; [3 5],[14.89189189 14.10810811] ; [4.10810811 3.89189189],0
n2,1,0.426285,0.632922,[17  5] ; [3 2],[16.2962963  5.7037037] ; [3.7037037 1.2962963],0
s8,1,0.447054,0.578109,[14 45] ; [ 5 10],[15.14864865 43.85135135] ; [ 3.85135135 11.14864865],0
u1,1,0.565574,0.330145,[ 2 57] ; [ 1 14],[ 2.39189189 56.60810811] ; [ 0.60810811 14.39189189],0
p6,1,0.58686,0.295275,[12 46] ; [ 2 12],[11.27777778 46.72222222] ; [ 2.72222222 11.27777778],0
n3,1,0.601389,0.272907,[15  7] ; [4 1],[15.48148148  6.51851852] ; [3.51851852 1.48148148],0
s7,1,0.650649,0.205082,[13 44] ; [ 4 10],[13.64788732 43.35211268] ; [ 3.35211268 10.64788732],0
p7,1,0.67321,0.17787,[34 22] ; [10  5],[34.70422535 21.29577465] ; [9.29577465 5.70422535],0
b2,1,0.687288,0.162037,[ 6 22] ; [2 5],[ 6.4 21.6] ; [1.6 5.4],0
b3,1,0.687288,0.162037,[ 6 22] ; [2 5],[ 6.4 21.6] ; [1.6 5.4],0
a4,1,0.781588,0.076868,[10 49] ; [ 3 12],[10.36486486 48.63513514] ; [ 2.63513514 12.36486486],0
u3,1,0.794944,0.067546,[13 16] ; [4 4],[13.32432432 15.67567568] ; [3.67567568 4.32432432],0
d1,1,0.808833,0.058531,[ 3 56] ; [ 1 14],[ 3.18918919 55.81081081] ; [ 0.81081081 14.18918919],0
d3,1,0.867904,0.027663,[25 34] ; [6 9],[24.71621622 34.28378378] ; [6.28378378 8.71621622],0
p4,1,0.88322,0.021576,[22 36] ; [6 9],[22.24657534 35.75342466] ; [5.75342466 9.24657534],0
n1,1,0.89466,0.017532,[ 5 17] ; [1 4],[ 4.88888889 17.11111111] ; [1.11111111 3.88888889],0
a3,1,0.95453,0.003251,[29 30] ; [7 7],[29.09589041 29.90410959] ; [6.90410959 7.09589041],0
n5,1,0.980591,0.000592,[23 35] ; [6 9],[23.04109589 34.95890411] ; [5.95890411 9.04109589],0
