Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,192.090704,[ 42 252] ; [218  93],[126.34710744 167.65289256] ; [133.65289256 177.34710744],1
d4,1,0.0,175.576685,[154 140] ; [306   5],[223.53719008  70.46280992] ; [236.46280992  74.53719008],1
d3,1,0.0,169.045234,[115 177] ; [280  32],[190.9602649 101.0397351] ; [204.0397351 107.9602649],1
d5,1,0.0,165.085588,[156 137] ; [305   7],[223.26115702  69.73884298] ; [237.73884298  74.26115702],1
a2,1,0.0,64.83066,[ 19 275] ; [102 211],[ 58.6062603 235.3937397] ; [ 62.3937397 250.6062603],1
a4,1,0.0,62.051191,[ 68 224] ; [170 141],[115.25041459 176.74958541] ; [122.74958541 188.25041459],1
u1,1,0.0,56.790484,[  8 286] ; [ 74 239],[ 39.71663921 254.28336079] ; [ 42.28336079 270.71663921],1
a5,1,0.0,49.033961,[155 139] ; [249  64],[195.67710049  98.32289951] ; [208.32289951 104.67710049],1
a3,1,0.0,29.926142,[159 133] ; [236  76],[190.9602649 101.0397351] ; [204.0397351 107.9602649],1
a7,1,0.0,26.751853,[180 111] ; [253  60],[208.61423841  82.38576159] ; [224.38576159  88.61423841],1
r1,1,1e-06,24.455221,[190 102] ; [258  54],[216.58278146  75.41721854] ; [231.41721854  80.58278146],1
v2,1,5e-06,21.000278,[116 161] ; [184 118],[143.52331606 133.47668394] ; [156.47668394 145.52331606],1
a6,1,7e-06,20.269392,[173 121] ; [237  75],[198.91089109  95.08910891] ; [211.08910891 100.91089109],1
r4,1,1.9e-05,18.280004,[221  73] ; [277  36],[241.20593081  52.79406919] ; [256.79406919  56.20593081],1
r3,1,6.6e-05,15.927416,[251  40] ; [299  14],[264.98344371  26.01655629] ; [285.01655629  27.98344371],1
r2,1,9.3e-05,15.267497,[248  43] ; [290  16],[262.24120603  28.75879397] ; [275.75879397  30.24120603],1
n4,1,0.000205,13.782827,[191 101] ; [247  66],[211.39834711  80.60165289] ; [226.60165289  86.39834711],1
s8,1,0.00022,13.651304,[ 72 222] ; [120 192],[ 93.14851485 200.85148515] ; [ 98.85148515 213.14851485],1
p4,1,0.000603,11.765369,[124 168] ; [175 135],[145.02990033 146.97009967] ; [153.97009967 156.02990033],1
n6,1,0.001361,10.258251,[208  83] ; [258  55],[224.51324503  66.48675497] ; [241.48675497  71.51324503],0
v4,1,0.001368,10.248698,[252  39] ; [294  18],[263.49253731  27.50746269] ; [282.50746269  29.49253731],0
v3,1,0.002657,9.029517,[ 83 205] ; [120 175],[100.2813036 187.7186964] ; [102.7186964 192.2813036],0
s2,1,0.006751,7.338085,[ 91 201] ; [130 181],[107.01824212 184.98175788] ; [113.98175788 197.01824212],0
s7,1,0.006808,7.322903,[ 83 196] ; [120 176],[ 98.49913043 180.50086957] ; [104.50086957 191.49913043],0
u4,1,0.008412,6.943497,[  1 293] ; [ 10 303],[  5.32784185 288.67215815] ; [  5.67215815 307.32784185],0
p9,1,0.00909,6.805098,[204  85] ; [245  62],[217.71979866  71.28020134] ; [231.28020134  75.71979866],0
p6,1,0.009408,6.743743,[ 64 225] ; [ 97 210],[ 78.06879195 210.93120805] ; [ 82.93120805 224.06879195],0
p8,1,0.024066,5.089873,[116 174] ; [151 156],[129.69849246 160.30150754] ; [137.30150754 169.69849246],0
p11,1,0.026573,4.918343,[206  88] ; [244  69],[217.95716639  76.04283361] ; [232.04283361  80.95716639],0
p10,1,0.029553,4.735109,[194  94] ; [233  76],[205.98994975  82.01005025] ; [221.01005025  87.98994975],0
