Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5e-06,20.911916,[47  8] ; [54 57],[33.46385542 21.53614458] ; [67.53614458 43.46385542],1
b5,1,0.411042,0.675784,[25 30] ; [59 54],[27.5 27.5] ; [56.5 56.5],0
d3,1,0.413792,0.66788,[35 20] ; [79 34],[37.32142857 17.67857143] ; [76.67857143 36.32142857],0
n4,1,0.495268,0.465061,[38 17] ; [83 29],[39.8502994 15.1497006] ; [81.1497006 30.8502994],0
r3,1,0.52074,0.412428,[51  2] ; [106   7],[50.12650602  2.87349398] ; [106.87349398   6.12650602],0
s3,1,0.537931,0.379389,[30 24] ; [56 55],[28.14545455 25.85454545] ; [57.85454545 53.14545455],0
a3,1,0.550822,0.355847,[39 16] ; [85 28],[40.5952381 14.4047619] ; [83.4047619 29.5952381],0
p11,1,0.550822,0.355847,[39 16] ; [85 28],[40.5952381 14.4047619] ; [83.4047619 29.5952381],0
p10,1,0.551857,0.354,[44 11] ; [85 27],[42.48502994 12.51497006] ; [86.51497006 25.48502994],0
r4,1,0.557875,0.343396,[49  6] ; [97 16],[47.79761905  7.20238095] ; [98.20238095 14.79761905],0
d1,1,0.558923,0.341572,[30 25] ; [67 46],[31.75595238 23.24404762] ; [65.24404762 47.75595238],0
a1,1,0.613825,0.254642,[ 4 51] ; [  6 107],[ 3.27380952 51.72619048] ; [  6.72619048 106.27380952],0
p8,1,0.629933,0.232152,[26 27] ; [50 61],[24.56097561 28.43902439] ; [51.43902439 59.56097561],0
a2,1,0.631356,0.230226,[14 41] ; [25 88],[12.76785714 42.23214286] ; [26.23214286 86.76785714],0
b1,1,0.640527,0.218053,[22 33] ; [41 72],[20.625 34.375] ; [42.375 70.625],0
u3,1,0.647141,0.209524,[8 8] ; [12 16],[7.27272727 8.72727273] ; [12.72727273 15.27272727],0
b2,1,0.722877,0.125752,[12 22] ; [20 43],[11.21649485 22.78350515] ; [20.78350515 42.21649485],0
b3,1,0.722877,0.125752,[12 22] ; [20 43],[11.21649485 22.78350515] ; [20.78350515 42.21649485],0
v4,1,0.777649,0.079741,[49  5] ; [104   9],[49.47305389  4.52694611] ; [103.52694611   9.47305389],0
n2,1,0.79655,0.066468,[11  4] ; [20  6],[11.34146341  3.65853659] ; [19.65853659  6.34146341],0
a7,1,0.9097,0.012863,[42 12] ; [87 26],[41.71257485 12.28742515] ; [87.28742515 25.71257485],0
n5,1,0.914791,0.011449,[35 19] ; [71 40],[34.69090909 19.30909091] ; [71.30909091 39.69090909],0
d5,1,0.941386,0.005406,[46  9] ; [94 19],[45.83333333  9.16666667] ; [94.16666667 18.83333333],0
n3,1,0.953574,0.00339,[11  3] ; [21  6],[10.92682927  3.07317073] ; [21.07317073  5.92682927],0
u2,1,1.0,0.0,[6 8] ; [12 16],[6. 8.] ; [12. 16.],0
