Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.025067,5.019251,[1 8] ; [16 14],[3.92307692 5.07692308] ; [13.07692308 16.92307692],0
v4,1,0.03584,4.404706,[6 3] ; [28  2],[7.84615385 1.15384615] ; [26.15384615  3.84615385],0
s6,1,0.047361,3.9325,[3 6] ; [21  9],[5.53846154 3.46153846] ; [18.46153846 11.53846154],0
v2,1,0.056412,3.639847,[2 7] ; [17 12],[4.5 4.5] ; [14.5 14.5],0
v1,1,0.069804,3.287632,[2 7] ; [17 13],[4.38461538 4.61538462] ; [14.61538462 15.38461538],0
r4,1,0.140758,2.169655,[5 4] ; [24  6],[6.69230769 2.30769231] ; [22.30769231  7.69230769],0
d4,1,0.140758,2.169655,[5 4] ; [24  6],[6.69230769 2.30769231] ; [22.30769231  7.69230769],0
s7,1,0.143389,2.141204,[2 7] ; [14 14],[3.89189189 5.10810811] ; [12.10810811 15.89189189],0
p10,1,0.160995,1.964857,[4 5] ; [21  9],[5.76923077 3.23076923] ; [19.23076923 10.76923077],0
p4,1,0.160995,1.964857,[4 5] ; [21  9],[5.76923077 3.23076923] ; [19.23076923 10.76923077],0
r2,1,0.170294,1.880357,[6 3] ; [26  4],[7.38461538 1.61538462] ; [24.61538462  5.38461538],0
p2,1,0.170294,1.880357,[6 3] ; [26  4],[7.38461538 1.61538462] ; [24.61538462  5.38461538],0
d3,1,0.182782,1.774859,[4 5] ; [20  9],[5.68421053 3.31578947] ; [18.31578947 10.68421053],0
a7,1,0.253555,1.303611,[7 2] ; [17 13],[5.53846154 3.46153846] ; [18.46153846 11.53846154],0
n4,1,0.292425,1.108421,[3 6] ; [16 14],[4.38461538 4.61538462] ; [14.61538462 15.38461538],0
p7,1,0.300919,1.070115,[5 3] ; [24  6],[6.10526316 1.89473684] ; [22.89473684  7.10526316],0
v3,1,0.309823,1.031429,[1 8] ; [ 8 21],[2.13157895 6.86842105] ; [ 6.86842105 22.13157895],0
p11,1,0.329501,0.950857,[7 2] ; [18 12],[5.76923077 3.23076923] ; [19.23076923 10.76923077],0
a5,1,0.379041,0.77381,[3 6] ; [15 15],[4.15384615 4.84615385] ; [13.84615385 16.15384615],0
u3,1,0.410117,0.678462,[2 3] ; [8 5],[2.77777778 2.22222222] ; [7.22222222 5.77777778],0
b1,1,0.420113,0.65,[5 4] ; [21  9],[6. 3.] ; [20. 10.],0
n2,1,0.472789,0.51545,[2 1] ; [11  2],[2.4375 0.5625] ; [10.5625  2.4375],0
s8,1,0.479265,0.500535,[3 6] ; [14 16],[3.92307692 5.07692308] ; [13.07692308 16.92307692],0
b4,1,0.518871,0.416138,[4 5] ; [17 13],[4.84615385 4.15384615] ; [16.15384615 13.84615385],0
a3,1,0.518871,0.416138,[4 5] ; [17 13],[4.84615385 4.15384615] ; [16.15384615 13.84615385],0
p3,1,0.518871,0.416138,[4 5] ; [17 13],[4.84615385 4.15384615] ; [16.15384615 13.84615385],0
r1,1,0.542227,0.371429,[5 4] ; [20 10],[5.76923077 3.23076923] ; [19.23076923 10.76923077],0
s4,1,0.592704,0.286141,[3 6] ; [13 17],[3.69230769 5.30769231] ; [12.30769231 17.69230769],0
a4,1,0.592704,0.286141,[3 6] ; [13 17],[3.69230769 5.30769231] ; [12.30769231 17.69230769],0
p8,1,0.592704,0.286141,[6 3] ; [17 13],[5.30769231 3.69230769] ; [17.69230769 12.30769231],0
n1,1,0.604773,0.267857,[1 2] ; [6 6],[1.4 1.6] ; [5.6 6.4],0
r3,1,0.660768,0.192593,[8 1] ; [28  2],[8.30769231 0.69230769] ; [27.69230769  2.30769231],0
p9,1,0.696681,0.151948,[6 3] ; [22  8],[6.46153846 2.53846154] ; [21.53846154  8.46153846],0
n5,1,0.702782,0.145594,[4 5] ; [15 14],[4.5 4.5] ; [14.5 14.5],0
b2,1,0.748328,0.102941,[2 2] ; [ 7 10],[1.71428571 2.28571429] ; [7.28571429 9.71428571],0
b3,1,0.748328,0.102941,[2 2] ; [ 7 10],[1.71428571 2.28571429] ; [7.28571429 9.71428571],0
s2,1,0.769943,0.085526,[5 4] ; [15 15],[4.61538462 4.38461538] ; [15.38461538 14.61538462],0
a6,1,0.854928,0.033429,[6 3] ; [19 11],[5.76923077 3.23076923] ; [19.23076923 10.76923077],0
u2,1,0.888153,0.01978,[4 1] ; [10  3],[3.88888889 1.11111111] ; [10.11111111  2.88888889],0
p1,1,0.923233,0.009286,[1 8] ; [ 3 27],[0.92307692 8.07692308] ; [ 3.07692308 26.92307692],0
n3,1,0.931175,0.007459,[2 1] ; [9 4],[2.0625 0.9375] ; [8.9375 4.0625],0
s3,1,0.983888,0.000408,[5 4] ; [16 13],[4.97368421 4.02631579] ; [16.02631579 12.97368421],0
