Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,32.800231,[ 2 12] ; [82 15],[10.59459459  3.40540541] ; [73.40540541 23.59459459],1
r3,1,2e-06,22.934628,[9 5] ; [93  2],[13.10091743  0.89908257] ; [88.89908257  6.10091743],1
v1,1,0.001285,10.364277,[ 1 13] ; [51 45],[6.61818182 7.38181818] ; [45.38181818 50.61818182],0
s6,1,0.004825,7.944073,[8 6] ; [82 12],[11.66666667  2.33333333] ; [78.33333333 15.66666667],0
s5,1,0.00685,7.311809,[ 1 10] ; [47 43],[5.22772277 5.77227723] ; [42.77227723 47.22772277],0
p9,1,0.010649,6.52297,[9 5] ; [85 10],[12.0733945  1.9266055] ; [81.9266055 13.0733945],0
a6,1,0.012352,6.259671,[6 8] ; [73 24],[9.96396396 4.03603604] ; [69.03603604 27.96396396],0
n6,1,0.016179,5.783367,[9 5] ; [85 11],[11.96363636  2.03636364] ; [82.03636364 13.96363636],0
a5,1,0.016369,5.762804,[6 8] ; [72 25],[9.83783784 4.16216216] ; [68.16216216 28.83783784],0
u2,1,0.057738,3.60119,[5 2] ; [ 9 19],[2.8 4.2] ; [11.2 16.8],0
v3,1,0.067425,3.344624,[ 1 13] ; [29 66],[ 3.85321101 10.14678899] ; [26.14678899 68.85321101],0
s8,1,0.107879,2.585019,[ 4 10] ; [50 47],[6.81081081 7.18918919] ; [47.18918919 49.81081081],0
a1,1,0.108017,2.582991,[ 1 13] ; [ 1 96],[ 0.25225225 13.74774775] ; [ 1.74774775 95.25225225],0
a2,1,0.108961,2.569228,[ 1 13] ; [26 71],[ 3.40540541 10.59459459] ; [23.59459459 73.40540541],0
p4,1,0.111104,2.538443,[6 8] ; [63 34],[8.7027027 5.2972973] ; [60.2972973 36.7027027],0
b4,1,0.111104,2.538443,[6 8] ; [63 34],[8.7027027 5.2972973] ; [60.2972973 36.7027027],0
n4,1,0.111104,2.538443,[6 8] ; [63 34],[8.7027027 5.2972973] ; [60.2972973 36.7027027],0
a3,1,0.111624,2.531077,[7 7] ; [69 28],[9.58558559 4.41441441] ; [66.41441441 30.58558559],0
a4,1,0.119214,2.427614,[ 3 11] ; [42 55],[5.67567568 8.32432432] ; [39.32432432 57.67567568],0
u1,1,0.14058,2.171604,[ 1 13] ; [24 73],[ 3.15315315 10.84684685] ; [21.84684685 75.15315315],0
p3,1,0.16288,1.947284,[ 4 10] ; [47 50],[6.43243243 7.56756757] ; [44.56756757 52.43243243],0
s2,1,0.168811,1.893469,[8 6] ; [71 24],[10.14678899  3.85321101] ; [68.85321101 26.14678899],0
s3,1,0.224757,1.473739,[8 6] ; [70 26],[9.92727273 4.07272727] ; [68.07272727 27.92727273],0
v4,1,0.273103,1.201092,[13  1] ; [95  2],[13.62162162  0.37837838] ; [94.37837838  2.62162162],0
b1,1,0.288396,1.127096,[6 8] ; [28 69],[4.28828829 9.71171171] ; [29.71171171 67.28828829],0
p11,1,0.32925,0.951846,[8 6] ; [68 29],[9.58558559 4.41441441] ; [66.41441441 30.58558559],0
n5,1,0.32925,0.951846,[8 6] ; [68 29],[9.58558559 4.41441441] ; [66.41441441 30.58558559],0
n2,1,0.348972,0.877193,[3 2] ; [16  4],[3.8 1.2] ; [15.2  4.8],0
d5,1,0.37956,0.772126,[10  4] ; [79 18],[11.22522523  2.77477477] ; [77.77477477 19.22522523],0
d1,1,0.486812,0.483565,[7 7] ; [58 39],[8.1981982 5.8018018] ; [56.8018018 40.1981982],0
b2,1,0.505278,0.443833,[3 6] ; [11 37],[2.21052632 6.78947368] ; [11.78947368 36.21052632],0
b3,1,0.505278,0.443833,[3 6] ; [11 37],[2.21052632 6.78947368] ; [11.78947368 36.21052632],0
d3,1,0.635862,0.224195,[12  2] ; [78 19],[11.35135135  2.64864865] ; [78.64864865 18.35135135],0
p8,1,0.661095,0.192196,[7 6] ; [45 50],[6.25925926 6.74074074] ; [45.74074074 49.25925926],0
u3,1,0.72647,0.122378,[4 3] ; [18 10],[4.4 2.6] ; [17.6 10.4],0
p10,1,0.736,0.113674,[11  3] ; [79 17],[11.45454545  2.54545455] ; [78.54545455 17.45454545],0
b5,1,0.757787,0.095103,[10  4] ; [73 24],[10.46846847  3.53153153] ; [72.53153153 24.46846847],0
d4,1,0.763506,0.090529,[12  2] ; [80 17],[11.6036036  2.3963964] ; [80.3963964 16.6036036],0
p2,1,0.797584,0.06578,[11  3] ; [79 18],[11.35135135  2.64864865] ; [78.64864865 18.35135135],0
v2,1,0.878051,0.023544,[7 6] ; [49 46],[6.74074074 6.25925926] ; [49.25925926 45.74074074],0
p7,1,0.892314,0.018327,[8 5] ; [56 38],[7.77570093 5.22429907] ; [56.22429907 37.77570093],0
d2,1,0.917375,0.010762,[6 8] ; [43 54],[6.18018018 7.81981982] ; [42.81981982 54.18018018],0
s7,1,0.924132,0.009069,[8 6] ; [53 42],[7.83486239 6.16513761] ; [53.16513761 41.83486239],0
p6,1,0.932768,0.007117,[6 8] ; [40 56],[5.85454545 8.14545455] ; [40.14545455 55.85454545],0
n3,1,1.0,0.0,[4 1] ; [16  4],[4. 1.] ; [16.  4.],0
n1,1,1.0,0.0,[1 4] ; [ 4 16],[1. 4.] ; [ 4. 16.],0
