Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,171.535548,[493  60] ; [59 90],[434.83760684 118.16239316] ; [117.16239316  31.83760684],1
a4,1,0.028637,4.789329,[263 289] ; [56 93],[251.19543509 300.80456491] ; [67.80456491 81.19543509],0
n1,1,0.028736,4.783338,[43 59] ; [ 9 31],[37.35211268 64.64788732] ; [14.64788732 25.35211268],0
b1,1,0.036315,4.382239,[207 346] ; [ 42 107],[196.14957265 356.85042735] ; [52.85042735 96.14957265],0
n2,1,0.03772,4.317583,[83 19] ; [26 14],[78.29577465 23.70422535] ; [30.70422535  9.29577465],0
v2,1,0.040756,4.186129,[319 210] ; [71 69],[308.38565022 220.61434978] ; [81.61434978 58.38565022],0
d3,1,0.042036,4.133765,[377 174] ; [114  34],[387.04005722 163.95994278] ; [103.95994278  44.04005722],0
p2,1,0.047261,3.936063,[484  66] ; [121  27],[476.71919771  73.28080229] ; [128.28080229  19.71919771],0
p7,1,0.049419,3.86106,[372 168] ; [88 58],[362.09912536 177.90087464] ; [97.90087464 48.09912536],0
p12,1,0.086798,2.932774,[ 59 491] ; [  9 140],[ 53.50500715 496.49499285] ; [ 14.49499285 134.50500715],0
a5,1,0.088028,2.910062,[427 126] ; [105  44],[419.08262108 133.91737892] ; [112.91737892  36.08262108],0
s4,1,0.093688,2.809833,[ 92 454] ; [ 34 115],[ 98.98705036 447.01294964] ; [ 27.01294964 121.98705036],0
b2,1,0.113717,2.501788,[140 195] ; [25 53],[133.8377724 201.1622276] ; [31.1622276 46.8377724],0
b3,1,0.113717,2.501788,[140 195] ; [25 53],[133.8377724 201.1622276] ; [31.1622276 46.8377724],0
s2,1,0.144182,2.132749,[303 244] ; [72 76],[295.14388489 251.85611511] ; [79.85611511 68.14388489],0
b4,1,0.154501,2.027238,[313 240] ; [94 55],[320.61396011 232.38603989] ; [86.38603989 62.61396011],0
s3,1,0.15513,2.021064,[320 226] ; [76 70],[312.45086705 233.54913295] ; [83.54913295 62.45086705],0
s6,1,0.170476,1.878751,[387 152] ; [97 50],[380.28571429 158.71428571] ; [103.71428571  43.28571429],0
u2,1,0.172572,1.860462,[79 61] ; [35 17],[83.125 56.875] ; [30.875 21.125],0
s5,1,0.252306,1.310489,[201 330] ; [46 95],[195.17410714 335.82589286] ; [51.82589286 89.17410714],0
u3,1,0.265157,1.24163,[78 62] ; [33 18],[81.36125654 58.63874346] ; [29.63874346 21.36125654],0
r1,1,0.289189,1.123391,[446 105] ; [114  34],[441.43061516 109.56938484] ; [118.56938484  29.43061516],0
s1,1,0.34581,0.888772,[ 14 531] ; [  6 143],[ 15.70605187 529.29394813] ; [  4.29394813 144.70605187],0
r4,1,0.355508,0.853698,[507  46] ; [133  16],[504.15954416  48.84045584] ; [135.84045584  13.15954416],0
a6,1,0.406698,0.688433,[382 169] ; [98 51],[377.82857143 173.17142857] ; [102.17142857  46.82857143],0
d4,1,0.441992,0.591105,[455  96] ; [127  22],[458.11714286  92.88285714] ; [123.88285714  25.11714286],0
b5,1,0.467988,0.526724,[327 226] ; [93 56],[330.85470085 222.14529915] ; [89.14529915 59.85470085],0
d1,1,0.475627,0.508874,[337 216] ; [86 63],[333.21794872 219.78205128] ; [89.78205128 59.21794872],0
d5,1,0.487794,0.48139,[453  98] ; [118  30],[450.10157368 100.89842632] ; [120.89842632  27.10157368],0
r2,1,0.697754,0.150819,[518  29] ; [138   9],[517.04899135  29.95100865] ; [138.95100865   8.04899135],0
r3,1,0.707883,0.140401,[527  22] ; [142   7],[526.19054441  22.80945559] ; [142.80945559   6.19054441],0
p1,1,0.780044,0.077987,[ 53 499] ; [ 13 134],[ 52.12017167 499.87982833] ; [ 13.87982833 133.12017167],0
n3,1,0.833032,0.044443,[74 27] ; [30 10],[74.4964539 26.5035461] ; [29.5035461 10.4964539],0
v4,1,0.944877,0.004781,[527  23] ; [142   6],[527.14899713  22.85100287] ; [141.85100287   6.14899713],0
a1,1,0.998513,3e-06,[ 26 527] ; [  7 142],[ 25.9957265 527.0042735] ; [  7.0042735 141.9957265],0
