Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a1,1,0.005027,7.869591,[1 1] ; [ 3 68],[0.10958904 1.89041096] ; [ 3.89041096 67.10958904],0
a2,1,0.005027,7.869591,[1 1] ; [ 3 68],[0.10958904 1.89041096] ; [ 3.89041096 67.10958904],0
p1,1,0.051182,3.802323,[1 1] ; [ 6 64],[0.19444444 1.80555556] ; [ 6.80555556 63.19444444],0
a8,1,0.058161,3.589054,[1 1] ; [ 6 61],[0.20289855 1.79710145] ; [ 6.79710145 60.20289855],0
v3,1,0.134225,2.242949,[1 1] ; [ 9 61],[0.27777778 1.72222222] ; [ 9.72222222 60.27777778],0
s8,1,0.295901,1.092577,[1 1] ; [14 57],[0.4109589 1.5890411] ; [14.5890411 56.4109589],0
p6,1,0.372817,0.794255,[1 1] ; [16 54],[0.47222222 1.52777778] ; [16.52777778 53.47222222],0
v2,1,0.381067,0.767256,[1 1] ; [16 53],[0.47887324 1.52112676] ; [16.52112676 52.47887324],0
s7,1,0.398266,0.713556,[1 1] ; [16 51],[0.49275362 1.50724638] ; [16.50724638 50.49275362],0
s2,1,0.467386,0.528149,[1 1] ; [19 52],[0.54794521 1.45205479] ; [19.45205479 51.54794521],0
v1,1,0.467386,0.528149,[1 1] ; [19 52],[0.54794521 1.45205479] ; [19.45205479 51.54794521],0
p3,1,0.534762,0.385334,[1 1] ; [21 50],[0.60273973 1.39726027] ; [21.39726027 49.60273973],0
r3,1,0.544893,0.366545,[1 1] ; [49 21],[1.38888889 0.61111111] ; [48.61111111 21.38888889],0
p9,1,0.56596,0.32949,[1 1] ; [47 21],[1.37142857 0.62857143] ; [46.62857143 21.37142857],0
n6,1,0.601182,0.273217,[1 1] ; [48 23],[1.34246575 0.65753425] ; [47.65753425 23.34246575],0
p2,1,0.61209,0.257143,[1 1] ; [47 23],[1.33333333 0.66666667] ; [46.66666667 23.33333333],0
p4,1,0.731309,0.117913,[1 1] ; [27 44],[0.76712329 1.23287671] ; [27.23287671 43.76712329],0
s3,1,0.743742,0.106865,[1 1] ; [27 43],[0.77777778 1.22222222] ; [27.22222222 42.77777778],0
p10,1,0.802841,0.062336,[1 1] ; [40 28],[1.17142857 0.82857143] ; [39.82857143 28.17142857],0
b5,1,0.858603,0.031738,[1 1] ; [40 31],[1.12328767 0.87671233] ; [39.87671233 31.12328767],0
r4,1,0.921575,0.009692,[1 1] ; [33 38],[0.93150685 1.06849315] ; [33.06849315 37.93150685],0
b1,1,0.921575,0.009692,[1 1] ; [33 38],[0.93150685 1.06849315] ; [33.06849315 37.93150685],0
p7,1,0.968208,0.001589,[1 1] ; [36 34],[1.02777778 0.97222222] ; [35.97222222 34.02777778],0
b4,1,0.984326,0.000386,[1 1] ; [35 36],[0.98630137 1.01369863] ; [35.01369863 35.98630137],0
