Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.001268,10.388113,[ 6 20] ; [17  8],[11.7254902 14.2745098] ; [11.2745098 13.7254902],0
p10,1,0.003892,8.333333,[ 5 20] ; [15 10],[10. 15.] ; [10. 15.],0
r4,1,0.004279,8.161308,[ 3 23] ; [12 13],[ 7.64705882 18.35294118] ; [ 7.35294118 17.64705882],0
s8,1,0.017736,5.622089,[ 1 25] ; [ 7 18],[ 4.07843137 21.92156863] ; [ 3.92156863 21.07843137],0
p2,1,0.018422,5.555556,[ 5 20] ; [13 12],[ 9. 16.] ; [ 9. 16.],0
b4,1,0.025017,5.022727,[13 13] ; [20  5],[16.82352941  9.17647059] ; [16.17647059  8.82352941],0
d5,1,0.02908,4.762868,[12 14] ; [19  6],[15.80392157 10.19607843] ; [15.19607843  9.80392157],0
r3,1,0.02908,4.762868,[12 14] ; [19  6],[15.80392157 10.19607843] ; [15.19607843  9.80392157],0
s6,1,0.04394,4.058847,[ 5 21] ; [11 13],[ 8.32 17.68] ; [ 7.68 16.32],0
n5,1,0.054879,3.685757,[13 13] ; [19  6],[16.31372549  9.68627451] ; [15.68627451  9.31372549],0
n3,1,0.061369,3.5,[ 4 10] ; [5 2],[6. 8.] ; [3. 4.],0
n4,1,0.097925,2.739021,[14 12] ; [19  6],[16.82352941  9.17647059] ; [16.17647059  8.82352941],0
s7,1,0.105462,2.620936,[ 2 22] ; [ 6 17],[ 4.08510638 19.91489362] ; [ 3.91489362 19.08510638],0
p9,1,0.155969,2.012882,[ 9 16] ; [14 11],[11.5 13.5] ; [11.5 13.5],0
d3,1,0.210158,1.570338,[ 9 17] ; [13 12],[11.21568627 14.78431373] ; [10.78431373 14.21568627],0
v3,1,0.22144,1.495017,[ 2 23] ; [ 5 20],[ 3.5 21.5] ; [ 3.5 21.5],0
d4,1,0.265855,1.238011,[16 10] ; [19  6],[17.84313725  8.15686275] ; [17.15686275  7.84313725],0
s2,1,0.273515,1.199035,[ 4 22] ; [ 7 18],[ 5.60784314 20.39215686] ; [ 5.39215686 19.60784314],0
a4,1,0.307982,1.03931,[10 16] ; [ 6 18],[ 8.32 17.68] ; [ 7.68 16.32],0
v2,1,0.354539,0.857143,[ 6 19] ; [ 9 16],[ 7.5 17.5] ; [ 7.5 17.5],0
s5,1,0.395766,0.721154,[ 4 22] ; [ 6 18],[ 5.2 20.8] ; [ 4.8 19.2],0
a8,1,0.402987,0.699395,[ 3 22] ; [ 5 19],[ 4.08163265 20.91836735] ; [ 3.91836735 20.08163265],0
s4,1,0.413213,0.669538,[ 4 22] ; [ 2 23],[ 3.05882353 22.94117647] ; [ 2.94117647 22.05882353],0
b1,1,0.488161,0.480577,[15 11] ; [12 13],[13.76470588 12.23529412] ; [13.23529412 11.76470588],0
a6,1,0.491731,0.472737,[10 16] ; [12 13],[11.21568627 14.78431373] ; [10.78431373 14.21568627],0
r1,1,0.492575,0.470896,[ 9 17] ; [11 14],[10.19607843 15.80392157] ; [ 9.80392157 15.19607843],0
p5,1,0.551515,0.35461,[ 1 24] ; [ 2 23],[ 1.5 23.5] ; [ 1.5 23.5],0
s3,1,0.568811,0.324675,[10 15] ; [12 13],[11. 14.] ; [11. 14.],0
s1,1,0.57533,0.313846,[ 2 24] ; [ 1 24],[ 1.52941176 24.47058824] ; [ 1.47058824 23.52941176],0
p7,1,0.588148,0.293246,[ 8 18] ; [ 6 19],[ 7.1372549 18.8627451] ; [ 6.8627451 18.1372549],0
p1,1,0.643464,0.214241,[ 3 23] ; [ 4 21],[ 3.56862745 22.43137255] ; [ 3.43137255 21.56862745],0
r2,1,0.65591,0.19853,[13 12] ; [14 10],[13.7755102 11.2244898] ; [13.2244898 10.7755102],0
a5,1,0.676314,0.174305,[14 12] ; [12 13],[13.25490196 12.74509804] ; [12.74509804 12.25490196],0
p3,1,0.6789,0.171367,[ 5 21] ; [ 6 19],[ 5.60784314 20.39215686] ; [ 5.39215686 19.60784314],0
b5,1,0.682979,0.166792,[11 15] ; [12 13],[11.7254902 14.2745098] ; [11.2745098 13.7254902],0
d1,1,0.687865,0.161407,[10 16] ; [11 14],[10.70588235 15.29411765] ; [10.29411765 14.70588235],0
p6,1,0.726339,0.1225,[ 4 21] ; [ 3 21],[ 3.57142857 21.42857143] ; [ 3.42857143 20.57142857],0
u2,1,0.748233,0.103022,[4 9] ; [3 9],[3.64 9.36] ; [3.36 8.64],0
p8,1,0.763238,0.090741,[ 4 20] ; [ 5 20],[ 4.40816327 19.59183673] ; [ 4.59183673 20.40816327],0
d2,1,0.768278,0.086806,[13 13] ; [11 13],[12.48 13.52] ; [11.52 12.48],0
n2,1,0.805803,0.06044,[6 8] ; [3 5],[5.72727273 8.27272727] ; [3.27272727 4.72727273],0
b2,1,0.815032,0.054728,[8 9] ; [6 8],[7.67741935 9.32258065] ; [6.32258065 7.67741935],0
b3,1,0.815032,0.054728,[8 9] ; [6 8],[7.67741935 9.32258065] ; [6.32258065 7.67741935],0
a7,1,0.877192,0.02388,[12 14] ; [11 14],[11.7254902 14.2745098] ; [11.2745098 13.7254902],0
p4,1,0.931346,0.007422,[ 7 19] ; [ 7 18],[ 7.1372549 18.8627451] ; [ 6.8627451 18.1372549],0
a3,1,1.0,0.0,[13 12] ; [13 12],[13. 12.] ; [13. 12.],0
n1,1,1.0,0.0,[7 7] ; [4 4],[7. 7.] ; [4. 4.],0
