Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,7e-06,20.200444,[66 28] ; [20 40],[52.49350649 41.50649351] ; [33.50649351 26.49350649],1
a6,1,4.5e-05,16.630268,[65 30] ; [21 39],[52.70967742 42.29032258] ; [33.29032258 26.70967742],1
d4,1,0.001581,9.981608,[75 20] ; [33 27],[66.19354839 28.80645161] ; [41.80645161 18.19354839],0
p10,1,0.012078,6.299354,[77 16] ; [39 21],[70.50980392 22.49019608] ; [45.49019608 14.50980392],0
d5,1,0.014612,5.962661,[73 22] ; [35 25],[66.19354839 28.80645161] ; [41.80645161 18.19354839],0
r4,1,0.036392,4.378651,[65 30] ; [31 29],[58.83870968 36.16129032] ; [37.16129032 22.83870968],0
r3,1,0.038605,4.278158,[86  8] ; [48 12],[81.79220779 12.20779221] ; [52.20779221  7.79220779],0
d2,1,0.04032,4.204352,[26 69] ; [26 34],[31.87096774 63.12903226] ; [20.12903226 39.87096774],0
a4,1,0.060834,3.514506,[23 72] ; [23 37],[28.19354839 66.80645161] ; [17.80645161 42.19354839],0
b1,1,0.069005,3.306527,[32 63] ; [29 31],[37.38709677 57.61290323] ; [23.61290323 36.38709677],0
b2,1,0.074175,3.18813,[19 29] ; [ 9 32],[15.1011236 32.8988764] ; [12.8988764 28.1011236],0
b3,1,0.074175,3.18813,[19 29] ; [ 9 32],[15.1011236 32.8988764] ; [12.8988764 28.1011236],0
p11,1,0.112457,2.51935,[77 18] ; [42 18],[72.93548387 22.06451613] ; [46.06451613 13.93548387],0
p12,1,0.114975,2.484471,[ 7 87] ; [ 1 59],[ 4.88311688 89.11688312] ; [ 3.11688312 56.88311688],0
u3,1,0.116409,2.464989,[20 21] ; [ 8 19],[16.88235294 24.11764706] ; [11.11764706 15.88235294],0
r2,1,0.128289,2.313087,[77 14] ; [44 15],[73.40666667 17.59333333] ; [47.59333333 11.40666667],0
