Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,29.568944,[105 122] ; [88 26],[128.47800587  98.52199413] ; [64.52199413 49.47800587],1
b1,1,0.131408,2.275797,[ 77 151] ; [48 66],[ 83.33333333 144.66666667] ; [41.66666667 72.33333333],0
p9,1,0.144302,2.13147,[178  46] ; [98 16],[182.9112426  41.0887574] ; [93.0887574 20.9112426],0
v2,1,0.151158,2.060523,[ 91 127] ; [38 75],[ 84.96072508 133.03927492] ; [44.03927492 68.96072508],0
r2,1,0.20186,1.628864,[203  24] ; [104   7],[206.18047337  20.81952663] ; [100.81952663  10.18047337],0
a2,1,0.205188,1.605054,[ 39 189] ; [26 88],[ 43.33333333 184.66666667] ; [21.66666667 92.33333333],0
u3,1,0.217741,1.519198,[39 43] ; [21 14],[42.05128205 39.94871795] ; [17.94871795 17.05128205],0
s6,1,0.243641,1.359401,[136  88] ; [74 36],[140.83832335  83.16167665] ; [69.16167665 40.83832335],0
a5,1,0.292729,1.107029,[147  81] ; [80 34],[151.33333333  76.66666667] ; [75.66666667 38.33333333],0
d2,1,0.29632,1.090683,[ 96 131] ; [55 59],[100.51906158 126.48093842] ; [50.48093842 63.51906158],0
s3,1,0.334159,0.932712,[125 100] ; [69 44],[129.14201183  95.85798817] ; [64.85798817 48.14201183],0
a3,1,0.336342,0.924324,[144  84] ; [78 36],[148.  80.] ; [74. 40.],0
d1,1,0.399846,0.70879,[115 113] ; [63 51],[118.66666667 109.33333333] ; [59.33333333 54.66666667],0
a6,1,0.41303,0.670063,[158  70] ; [74 40],[154.66666667  73.33333333] ; [77.33333333 36.66666667],0
a7,1,0.428736,0.626246,[166  61] ; [78 35],[162.90588235  64.09411765] ; [81.09411765 31.90588235],0
r4,1,0.50895,0.436224,[194  34] ; [100  14],[196.  32.] ; [98. 16.],0
p10,1,0.532481,0.389654,[174  53] ; [90 23],[176.25882353  50.74117647] ; [87.74117647 25.25882353],0
n3,1,0.570783,0.321375,[45 19] ; [25  8],[46.18556701 17.81443299] ; [23.81443299  9.18556701],0
v4,1,0.607373,0.264019,[213  13] ; [108   5],[214.  12.] ; [107.   6.],0
r1,1,0.609382,0.261076,[173  54] ; [84 30],[171.08211144  55.91788856] ; [85.91788856 28.08211144],0
a8,1,0.617916,0.248807,[ 23 183] ; [14 93],[ 24.3514377 181.6485623] ; [12.6485623 94.3514377],0
d5,1,0.619478,0.246602,[177  51] ; [85 28],[175.17888563  52.82111437] ; [86.82111437 26.17888563],0
s1,1,0.639707,0.219125,[  6 220] ; [  4 108],[  6.68639053 219.31360947] ; [  3.31360947 108.68639053],0
v3,1,0.689786,0.159317,[ 57 165] ; [27 87],[ 55.5 166.5] ; [28.5 85.5],0
b5,1,0.700236,0.148226,[129  99] ; [62 52],[127.33333333 100.66666667] ; [63.66666667 50.33333333],0
p11,1,0.710319,0.137959,[180  48] ; [88 26],[178.66666667  49.33333333] ; [89.33333333 24.66666667],0
r3,1,0.739419,0.110638,[212  14] ; [104   8],[211.28994083  14.71005917] ; [104.71005917   7.28994083],0
d3,1,0.756671,0.09601,[155  73] ; [78 34],[156.24705882  71.75294118] ; [76.75294118 35.24705882],0
d4,1,0.822433,0.050363,[174  52] ; [89 25],[174.81764706  51.18235294] ; [88.18235294 25.81764706],0
n2,1,0.884809,0.020989,[43 20] ; [23 10],[43.3125 19.6875] ; [22.6875 10.3125],0
n1,1,0.913075,0.011916,[19 44] ; [10 22],[19.23157895 43.76842105] ; [ 9.76842105 22.23157895],0
