Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,54.989823,[26 61] ; [197  69],[54.96033994 32.03966006] ; [168.03966006  97.96033994],1
a3,1,4e-06,21.220408,[53 34] ; [225  42],[68.3220339 18.6779661] ; [209.6779661  57.3220339],1
s6,1,9e-06,19.668374,[62 23] ; [239  22],[73.94508671 11.05491329] ; [227.05491329  33.94508671],1
s5,1,0.000594,11.794679,[27 57] ; [136 117],[40.62908012 43.37091988] ; [122.37091988 130.62908012],1
s3,1,0.001363,10.254724,[68 18] ; [243  22],[76.1994302  9.8005698] ; [234.8005698  30.1994302],0
a5,1,0.005415,7.735393,[60 27] ; [222  46],[69.10985915 17.89014085] ; [212.89014085  55.10985915],0
p6,1,0.008263,6.975529,[28 56] ; [132 133],[38.51002865 45.48997135] ; [121.48997135 143.51002865],0
a7,1,0.010516,6.545278,[71 15] ; [183  85],[61.70621469 24.29378531] ; [192.29378531  75.70621469],0
r1,1,0.01077,6.502836,[66 21] ; [233  34],[73.48305085 13.51694915] ; [225.51694915  41.48305085],0
p5,1,0.012476,6.241866,[ 6 80] ; [ 48 216],[13.26857143 72.73142857] ; [ 40.73142857 223.26857143],0
u1,1,0.016982,5.698247,[13 74] ; [ 74 194],[21.32112676 65.67887324] ; [ 65.67887324 202.32112676],0
d2,1,0.022516,5.205427,[39 47] ; [158 108],[48.13068182 37.86931818] ; [148.86931818 117.13068182],0
d1,1,0.02883,4.777716,[50 37] ; [188  80],[58.32676056 28.67323944] ; [179.67323944  88.32676056],0
a4,1,0.028921,4.772332,[36 51] ; [147 121],[44.84788732 42.15211268] ; [138.15211268 129.84788732],0
v2,1,0.030683,4.670634,[40 40] ; [167  96],[48.27988338 31.72011662] ; [158.72011662 104.27988338],0
p9,1,0.036074,4.393602,[70 14] ; [244  23],[75.14529915  8.85470085] ; [238.85470085  28.14529915],0
r2,1,0.037332,4.335211,[80  6] ; [258   6],[83.05142857  2.94857143] ; [254.94857143   9.05142857],0
p3,1,0.042188,4.12766,[40 46] ; [157 109],[48.13068182 37.86931818] ; [148.86931818 117.13068182],0
p7,1,0.046432,3.965839,[51 34] ; [186  74],[58.39130435 26.60869565] ; [178.60869565  81.39130435],0
v3,1,0.050188,3.835165,[31 51] ; [130 129],[38.71554252 43.28445748] ; [122.28445748 136.71554252],0
p8,1,0.063871,3.433895,[40 46] ; [153 111],[47.42285714 38.57714286] ; [145.57714286 118.42285714],0
a1,1,0.068307,3.323234,[ 2 85] ; [ 21 247],[ 5.63661972 81.36338028] ; [ 17.36338028 250.63661972],0
p1,1,0.071843,3.240403,[ 4 82] ; [ 30 237],[ 8.28328612 77.71671388] ; [ 25.71671388 241.28328612],0
n6,1,0.080988,3.044963,[75 11] ; [246  18],[78.87428571  7.12571429] ; [242.12571429  21.87428571],0
p11,1,0.105469,2.620841,[77 10] ; [217  51],[72.05070423 14.94929577] ; [221.94929577  46.05070423],0
u4,1,0.12327,2.375273,[ 1 86] ; [ 13 255],[ 3.43098592 83.56901408] ; [ 10.56901408 257.43098592],0
s4,1,0.127053,2.328152,[12 71] ; [ 59 207],[16.88538682 66.11461318] ; [ 54.11461318 211.88538682],0
u3,1,0.130237,2.289678,[18 16] ; [30 13],[21.19480519 12.80519481] ; [26.80519481 16.19480519],0
p4,1,0.133331,2.253288,[53 33] ; [187  79],[58.63636364 27.36363636] ; [181.36363636  84.63636364],0
a2,1,0.172997,1.856782,[20 67] ; [ 82 186],[24.9971831 62.0028169] ; [ 77.0028169 190.9971831],0
a8,1,0.183106,1.772229,[11 74] ; [ 47 196],[15.0304878 69.9695122] ; [ 42.9695122 200.0304878],0
d3,1,0.185322,1.754424,[57 30] ; [194  72],[61.8611898 25.1388102] ; [189.1388102  76.8611898],0
n5,1,0.231201,1.433461,[74 12] ; [241  25],[76.96022727  9.03977273] ; [238.03977273  27.96022727],0
v4,1,0.25565,1.292159,[83  4] ; [259   6],[84.52840909  2.47159091] ; [257.47159091   7.52840909],0
n1,1,0.312743,1.019058,[5 9] ; [24 23],[6.6557377 7.3442623] ; [22.3442623 24.6557377],0
n2,1,0.339941,0.910655,[10  4] ; [39  8],[11.24590164  2.75409836] ; [37.75409836  9.24590164],0
