Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,29.530174,[11 30] ; [29  3],[22.46575342 18.53424658] ; [17.53424658 14.46575342],1
d5,1,0.003434,8.561184,[27 17] ; [30  3],[32.57142857 11.42857143] ; [24.42857143  8.57142857],0
s6,1,0.003697,8.426813,[25 18] ; [30  4],[30.71428571 12.28571429] ; [24.28571429  9.71428571],0
b5,1,0.010457,6.555276,[32 12] ; [15 19],[26.51282051 17.48717949] ; [20.48717949 13.51282051],0
d1,1,0.013018,6.166676,[16 28] ; [22 12],[21.43589744 22.56410256] ; [16.56410256 17.43589744],0
p6,1,0.014598,5.96435,[10 33] ; [17 17],[15.07792208 27.92207792] ; [11.92207792 22.07792208],0
p11,1,0.022076,5.239803,[24 20] ; [27  7],[28.76923077 15.23076923] ; [22.23076923 11.76923077],0
n5,1,0.022736,5.188602,[29 15] ; [30  4],[33.28205128 10.71794872] ; [25.71794872  8.28205128],0
p9,1,0.027684,4.847612,[27 16] ; [29  5],[31.27272727 11.72727273] ; [24.72727273  9.27272727],0
a7,1,0.036284,4.383687,[31 13] ; [16 18],[26.51282051 17.48717949] ; [20.48717949 13.51282051],0
s2,1,0.037068,4.347298,[18 26] ; [22 12],[22.56410256 21.43589744] ; [17.43589744 16.56410256],0
p4,1,0.040064,4.215162,[19 24] ; [23 11],[23.45454545 19.54545455] ; [18.54545455 15.45454545],0
s5,1,0.053913,3.715397,[ 9 34] ; [14 20],[12.84415584 30.15584416] ; [10.15584416 23.84415584],0
a6,1,0.070859,3.26301,[32 12] ; [18 16],[28.20512821 15.79487179] ; [21.79487179 12.20512821],0
s3,1,0.073125,3.211438,[19 24] ; [22 12],[22.8961039 20.1038961] ; [18.1038961 15.8961039],0
p7,1,0.079855,3.067857,[20 22] ; [23 11],[23.76315789 18.23684211] ; [19.23684211 14.76315789],0
d4,1,0.0932,2.818209,[30 14] ; [28  5],[33.14285714 10.85714286] ; [24.85714286  8.14285714],0
n6,1,0.102287,2.669519,[34 10] ; [31  3],[36.66666667  7.33333333] ; [28.33333333  5.66666667],0
p10,1,0.113558,2.504,[27 16] ; [27  7],[30.15584416 12.84415584] ; [23.84415584 10.15584416],0
n2,1,0.115993,2.470604,[4 3] ; [9 1],[5.35294118 1.64705882] ; [7.64705882 2.35294118],0
b4,1,0.116504,2.463707,[26 18] ; [14 20],[22.56410256 21.43589744] ; [17.43589744 16.56410256],0
n1,1,0.143235,2.142857,[1 4] ; [6 4],[2.33333333 2.66666667] ; [4.66666667 5.33333333],0
n4,1,0.158014,1.993133,[35  9] ; [31  3],[37.23076923  6.76923077] ; [28.76923077  5.23076923],0
d3,1,0.183804,1.766593,[26 18] ; [25  9],[28.76923077 15.23076923] ; [22.23076923 11.76923077],0
p12,1,0.193377,1.6917,[ 1 43] ; [ 3 31],[ 2.25641026 41.74358974] ; [ 1.74358974 32.25641026],0
n3,1,0.196667,1.666955,[6 1] ; [5 4],[4.8125 2.1875] ; [6.1875 2.8125],0
p8,1,0.20782,1.586551,[17 27] ; [18 16],[19.74358974 24.25641026] ; [15.25641026 18.74358974],0
u2,1,0.231101,1.434074,[8 7] ; [7 2],[9.375 5.625] ; [5.625 3.375],0
r2,1,0.23543,1.407754,[42  2] ; [30  4],[40.61538462  3.38461538] ; [31.38461538  2.61538462],0
r3,1,0.23898,1.386601,[36  8] ; [31  3],[37.79487179  6.20512821] ; [29.20512821  4.79487179],0
p5,1,0.273717,1.198026,[ 7 36] ; [ 9 25],[ 8.93506494 34.06493506] ; [ 7.06493506 26.93506494],0
s4,1,0.279321,1.170391,[ 6 37] ; [ 8 26],[ 7.81818182 35.18181818] ; [ 6.18181818 27.81818182],0
u3,1,0.371093,0.8,[11  4] ; [5 4],[10.  5.] ; [6. 3.],0
v4,1,0.400976,0.705398,[39  5] ; [32  2],[40.05128205  3.94871795] ; [30.94871795  3.05128205],0
p3,1,0.414094,0.667016,[20 23] ; [19 15],[21.77922078 21.22077922] ; [17.22077922 16.77922078],0
p2,1,0.428671,0.626421,[28 15] ; [25  9],[29.5974026 13.4025974] ; [23.4025974 10.5974026],0
