Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,23.275083,[67 27] ; [16 37],[53.07482993 40.92517007] ; [29.92517007 23.07482993],1
a6,1,5.1e-05,16.400978,[65 30] ; [18 35],[53.27702703 41.72297297] ; [29.72297297 23.27702703],1
b5,1,0.00497,7.890437,[67 28] ; [25 28],[59.05405405 35.94594595] ; [32.94594595 20.05405405],0
d4,1,0.009961,6.641901,[76 19] ; [32 21],[69.32432432 25.67567568] ; [38.67567568 14.32432432],0
a4,1,0.012616,6.222173,[24 71] ; [24 29],[30.81081081 64.18918919] ; [17.18918919 35.81081081],0
b1,1,0.01407,6.029379,[29 66] ; [27 26],[35.94594595 59.05405405] ; [20.05405405 32.94594595],0
n5,1,0.027736,4.844424,[65 30] ; [45  8],[70.60810811 24.39189189] ; [39.39189189 13.60810811],0
p1,1,0.035419,4.424856,[ 7 88] ; [10 43],[10.91216216 84.08783784] ; [ 6.08783784 46.91216216],0
d5,1,0.041635,4.149962,[74 21] ; [33 20],[68.68243243 26.31756757] ; [38.31756757 14.68243243],0
b4,1,0.059861,3.541245,[65 30] ; [28 25],[59.69594595 35.30405405] ; [33.30405405 19.69594595],0
r3,1,0.074718,3.176213,[87  7] ; [44  9],[83.76870748 10.23129252] ; [47.23129252  5.76870748],0
r4,1,0.104763,2.63149,[68 27] ; [31 22],[63.5472973 31.4527027] ; [35.4527027 17.5472973],0
s5,1,0.149108,2.081356,[29 62] ; [10 39],[25.35 65.65] ; [13.65 35.35],0
n1,1,0.157601,1.997095,[ 7 17] ; [10 10],[ 9.27272727 14.72727273] ; [ 7.72727273 12.27272727],0
u2,1,0.164052,1.936475,[24 17] ; [ 7 11],[21.54237288 19.45762712] ; [9.45762712 8.54237288],0
d1,1,0.17503,1.839327,[45 50] ; [19 34],[41.08108108 53.91891892] ; [22.91891892 30.08108108],0
r2,1,0.192139,1.701139,[81 12] ; [41 11],[78.24827586 14.75172414] ; [43.75172414  8.24827586],0
d2,1,0.19333,1.692058,[30 65] ; [22 30],[33.60544218 61.39455782] ; [18.39455782 33.60544218],0
u3,1,0.204177,1.61224,[21 20] ; [ 6 12],[18.76271186 22.23728814] ; [8.23728814 9.76271186],0
p4,1,0.239749,1.382067,[46 49] ; [31 22],[49.42567568 45.57432432] ; [27.57432432 25.42567568],0
v4,1,0.241272,1.373145,[85 10] ; [43  9],[82.72108844 12.27891156] ; [45.27891156  6.72108844],0
a3,1,0.273321,1.200003,[54 41] ; [35 18],[57.12837838 37.87162162] ; [31.87162162 21.12837838],0
n3,1,0.32233,0.979468,[15  9] ; [16  5],[16.53333333  7.46666667] ; [14.46666667  6.53333333],0
a2,1,0.339555,0.912112,[12 83] ; [ 4 49],[10.27027027 84.72972973] ; [ 5.72972973 47.27027027],0
s8,1,0.343065,0.898945,[32 63] ; [22 31],[34.66216216 60.33783784] ; [19.33783784 33.66216216],0
s6,1,0.357429,0.846905,[56 36] ; [27 24],[53.3986014 38.6013986] ; [29.6013986 21.3986014],0
p2,1,0.389726,0.739798,[77 18] ; [39 13],[74.96598639 20.03401361] ; [41.03401361 10.96598639],0
s4,1,0.457212,0.552711,[21 74] ; [ 9 44],[19.25675676 75.74324324] ; [10.74324324 42.25675676],0
s7,1,0.481567,0.495313,[34 55] ; [23 29],[35.9787234 53.0212766] ; [21.0212766 30.9787234],0
a8,1,0.486656,0.483911,[11 81] ; [ 4 45],[ 9.78723404 82.21276596] ; [ 5.21276596 43.78723404],0
n4,1,0.500083,0.454759,[63 32] ; [38 15],[64.83108108 30.16891892] ; [36.16891892 16.83108108],0
p12,1,0.503081,0.448431,[ 6 88] ; [ 2 51],[ 5.11564626 88.88435374] ; [ 2.88435374 50.11564626],0
u1,1,0.511991,0.429996,[ 6 89] ; [ 2 51],[ 5.13513514 89.86486486] ; [ 2.86486486 50.13513514],0
b3,1,0.518561,0.416755,[21 30] ; [12 23],[19.56976744 31.43023256] ; [13.43023256 21.56976744],0
b2,1,0.518561,0.416755,[21 30] ; [12 23],[19.56976744 31.43023256] ; [13.43023256 21.56976744],0
p7,1,0.561696,0.336776,[49 44] ; [30 22],[50.66896552 42.33103448] ; [28.33103448 23.66896552],0
v1,1,0.565318,0.330579,[44 47] ; [23 30],[42.34027778 48.65972222] ; [24.65972222 28.34027778],0
p3,1,0.572764,0.318079,[44 51] ; [22 31],[42.36486486 52.63513514] ; [23.63513514 29.36486486],0
n6,1,0.670169,0.181404,[78 17] ; [42 11],[77.02702703 17.97297297] ; [42.97297297 10.02702703],0
v3,1,0.769128,0.086152,[29 64] ; [15 37],[28.22068966 64.77931034] ; [15.77931034 36.22068966],0
s3,1,0.776418,0.08065,[48 47] ; [25 27],[47.17687075 47.82312925] ; [25.82312925 26.17687075],0
s2,1,0.788042,0.072282,[47 48] ; [25 28],[46.21621622 48.78378378] ; [25.78378378 27.21621622],0
p5,1,0.789196,0.071478,[11 83] ; [ 7 46],[11.51020408 82.48979592] ; [ 6.48979592 46.51020408],0
p8,1,0.842131,0.039668,[45 49] ; [24 28],[44.42465753 49.57534247] ; [24.57534247 27.42465753],0
s1,1,0.842447,0.039508,[ 3 92] ; [ 2 51],[ 3.20945946 91.79054054] ; [ 1.79054054 51.20945946],0
a1,1,0.872911,0.025588,[ 6 89] ; [ 3 50],[ 5.77702703 89.22297297] ; [ 3.22297297 49.77702703],0
p11,1,0.888636,0.019609,[78 17] ; [44  9],[78.31081081 16.68918919] ; [43.68918919  9.31081081],0
p9,1,0.894858,0.017466,[89  6] ; [49  3],[89.18367347  5.81632653] ; [48.81632653  3.18367347],0
n2,1,0.926137,0.008594,[18  6] ; [16  5],[18.13333333  5.86666667] ; [15.86666667  5.13333333],0
v2,1,0.929593,0.007807,[39 54] ; [21 30],[38.75 54.25] ; [21.25 29.75],0
a5,1,0.956832,0.00293,[56 39] ; [31 22],[55.84459459 39.15540541] ; [31.15540541 21.84459459],0
p6,1,0.965857,0.001832,[32 63] ; [17 34],[31.88356164 63.11643836] ; [17.11643836 33.88356164],0
