Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,86.322529,[150  89] ; [ 2 77],[114.23899371 124.76100629] ; [37.76100629 41.23899371],1
d3,1,0.0,68.253145,[176  63] ; [16 61],[145.21518987  93.78481013] ; [46.78481013 30.21518987],1
d5,1,0.0,39.726645,[197  42] ; [36 42],[175.66876972  63.33123028] ; [57.33123028 20.66876972],1
a4,1,7e-06,20.14727,[121 117] ; [17 61],[103.93670886 134.06329114] ; [34.06329114 43.93670886],1
a5,1,1.8e-05,18.387472,[167  72] ; [34 45],[151.06603774  87.93396226] ; [49.93396226 29.06603774],1
u1,1,0.000238,13.502692,[ 42 197] ; [ 1 78],[ 32.31761006 206.68238994] ; [10.68238994 68.31761006],1
r1,1,0.000339,12.841551,[173  65] ; [39 38],[160.17777778  77.82222222] ; [51.82222222 25.17777778],1
a7,1,0.000395,12.553691,[169  70] ; [38 40],[156.06624606  82.93375394] ; [50.93375394 27.06624606],1
a3,1,0.000519,12.045228,[170  68] ; [39 39],[157.41139241  80.58860759] ; [51.58860759 26.41139241],1
a2,1,0.001092,10.665131,[ 59 180] ; [ 6 73],[ 48.85220126 190.14779874] ; [16.14779874 62.85220126],0
d2,1,0.001321,10.312985,[115 122] ; [22 57],[102.75 134.25] ; [34.25 44.75],0
s5,1,0.001437,10.157428,[ 75 153] ; [11 67],[ 64.07843137 163.92156863] ; [21.92156863 56.07843137],0
p9,1,0.00506,7.857709,[179  57] ; [45 31],[169.43589744  66.56410256] ; [54.56410256 21.43589744],0
a6,1,0.007509,7.146929,[161  78] ; [40 39],[151.06603774  87.93396226] ; [49.93396226 29.06603774],0
r3,1,0.007558,7.135396,[214  24] ; [61 17],[207.12025316  30.87974684] ; [67.87974684 10.12025316],0
p10,1,0.016528,5.745819,[163  75] ; [40 35],[154.35782748  83.64217252] ; [48.64217252 26.35782748],0
s6,1,0.033651,4.512365,[137  99] ; [35 44],[128.86349206 107.13650794] ; [43.13650794 35.86349206],0
r4,1,0.045761,3.990369,[187  52] ; [53 26],[180.37735849  58.62264151] ; [59.62264151 19.37735849],0
v2,1,0.052361,3.764202,[ 98 136] ; [22 53],[ 90.87378641 143.12621359] ; [29.12621359 45.87378641],0
r2,1,0.059704,3.545594,[207  25] ; [64 15],[202.1607717  29.8392283] ; [68.8392283 10.1607717],0
u2,1,0.063899,3.433183,[37 29] ; [15 25],[32.37735849 33.62264151] ; [19.62264151 20.37735849],0
s7,1,0.085926,2.949097,[ 86 143] ; [20 55],[ 79.84868421 149.15131579] ; [26.15131579 48.84868421],0
s2,1,0.087505,2.919687,[107 130] ; [27 52],[100.5 136.5] ; [33.5 45.5],0
n5,1,0.096344,2.765052,[141  94] ; [55 23],[147.15654952  87.84345048] ; [48.84345048 29.15654952],0
b2,1,0.140737,2.169885,[57 87] ; [13 34],[52.77486911 91.22513089] ; [17.22513089 29.77486911],0
b3,1,0.140737,2.169885,[57 87] ; [13 34],[52.77486911 91.22513089] ; [17.22513089 29.77486911],0
v4,1,0.150187,2.070351,[207  30] ; [63 15],[203.14285714  33.85714286] ; [66.85714286 11.14285714],0
s1,1,0.15694,2.003461,[  7 231] ; [ 5 72],[  9.06666667 228.93333333] ; [ 2.93333333 74.06666667],0
b5,1,0.164775,1.92985,[154  85] ; [44 35],[148.81132075  90.18867925] ; [49.18867925 29.81132075],0
u3,1,0.179138,1.804758,[38 30] ; [17 23],[34.62962963 33.37037037] ; [20.37037037 19.62962963],0
n4,1,0.181487,1.785406,[163  75] ; [47 31],[158.16455696  79.83544304] ; [51.83544304 26.16455696],0
s3,1,0.242162,1.367965,[126 111] ; [36 43],[121.5 115.5] ; [40.5 38.5],0
p11,1,0.289743,1.120817,[155  84] ; [46 33],[151.06603774  87.93396226] ; [49.93396226 29.06603774],0
a8,1,0.343419,0.897626,[ 24 202] ; [11 64],[ 26.27906977 199.72093023] ; [ 8.72093023 66.27906977],0
p5,1,0.34362,0.896878,[ 12 225] ; [ 2 77],[ 10.5 226.5] ; [ 3.5 75.5],0
b4,1,0.362158,0.830395,[144  95] ; [43 36],[140.54402516  98.45597484] ; [46.45597484 32.54402516],0
n3,1,0.442225,0.590501,[53 26] ; [26  9],[54.74561404 24.25438596] ; [24.25438596 10.74561404],0
p1,1,0.488956,0.478822,[ 13 225] ; [ 6 73],[ 14.26498423 223.73501577] ; [ 4.73501577 74.26498423],0
n6,1,0.62222,0.24276,[174  62] ; [56 23],[172.31746032  63.68253968] ; [57.68253968 21.31746032],0
p2,1,0.657649,0.196393,[166  72] ; [53 26],[164.42271293  73.57728707] ; [54.57728707 24.42271293],0
p12,1,0.710588,0.137691,[  8 229] ; [ 2 77],[  7.5 229.5] ; [ 2.5 76.5],0
n1,1,0.723017,0.12562,[29 52] ; [11 23],[28.17391304 52.82608696] ; [11.82608696 22.17391304],0
u4,1,0.732384,0.116934,[  2 237] ; [ 1 78],[  2.25471698 236.74528302] ; [ 0.74528302 78.25471698],0
s4,1,0.752568,0.099385,[ 44 192] ; [16 63],[ 44.95238095 191.04761905] ; [15.04761905 63.95238095],0
v1,1,0.818848,0.052453,[ 87 145] ; [30 47],[ 87.84466019 144.15533981] ; [29.15533981 47.84466019],0
a1,1,0.866995,0.028048,[ 11 228] ; [ 4 75],[ 11.27358491 227.72641509] ; [ 3.72641509 75.27358491],0
p3,1,0.901674,0.015264,[ 68 170] ; [22 57],[ 67.57097792 170.42902208] ; [22.42902208 56.57097792],0
n2,1,0.909893,0.012808,[54 26] ; [24 11],[54.26086957 25.73913043] ; [23.73913043 11.26086957],0
b1,1,0.939389,0.005782,[101 138] ; [33 46],[100.71069182 138.28930818] ; [33.28930818 45.71069182],0
s8,1,0.958563,0.002699,[ 67 171] ; [22 57],[ 66.82018927 171.17981073] ; [22.17981073 56.82018927],0
p6,1,0.964746,0.001953,[ 52 184] ; [17 61],[ 51.85987261 184.14012739] ; [17.14012739 60.85987261],0
p4,1,0.967909,0.001619,[ 94 144] ; [31 48],[ 93.84858044 144.15141956] ; [31.15141956 47.84858044],0
p7,1,0.990492,0.000142,[ 92 142] ; [31 48],[ 91.95527157 142.04472843] ; [31.04472843 47.95527157],0
