Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3.3e-05,17.222388,[61 16] ; [19 26],[50.49180328 26.50819672] ; [29.50819672 15.49180328],1
v4,1,4.1e-05,16.81773,[68  9] ; [25 20],[58.69672131 18.30327869] ; [34.30327869 10.69672131],1
p11,1,0.000364,12.710534,[48 29] ; [13 32],[38.5 38.5] ; [22.5 22.5],1
s6,1,0.001398,10.208396,[35 40] ; [ 8 37],[26.875 48.125] ; [16.125 28.875],0
s4,1,0.001557,10.00938,[18 57] ; [ 1 44],[11.875 63.125] ; [ 7.125 37.875],0
n2,1,0.003519,8.516571,[21  4] ; [ 9 12],[16.30434783  8.69565217] ; [13.69565217  7.30434783],0
n5,1,0.004635,8.016563,[55 22] ; [20 24],[47.72727273 29.27272727] ; [27.27272727 16.72727273],0
r3,1,0.004657,8.007898,[64 13] ; [27 18],[57.43442623 19.56557377] ; [33.56557377 11.43442623],0
p3,1,0.006616,7.374309,[26 51] ; [ 5 39],[19.72727273 57.27272727] ; [11.27272727 32.72727273],0
n4,1,0.008023,7.028313,[53 24] ; [20 25],[46.07377049 30.92622951] ; [26.92622951 18.07377049],0
a1,1,0.010553,6.539153,[ 4 73] ; [ 9 36],[ 8.20491803 68.79508197] ; [ 4.79508197 40.20491803],0
n3,1,0.018712,5.528205,[18  6] ; [ 8 12],[14.18181818  9.81818182] ; [11.81818182  8.18181818],0
s5,1,0.022781,5.185107,[17 55] ; [ 3 40],[12.52173913 59.47826087] ; [ 7.47826087 35.52173913],0
b5,1,0.039073,4.257699,[49 28] ; [20 25],[43.54918033 33.45081967] ; [25.45081967 19.54918033],0
p10,1,0.042109,4.130835,[40 35] ; [15 29],[34.66386555 40.33613445] ; [20.33613445 23.66386555],0
s1,1,0.052153,3.770852,[ 3 73] ; [ 6 38],[ 5.7 70.3] ; [ 3.3 40.7],0
r2,1,0.058633,3.575644,[65 10] ; [32 12],[61.13445378 13.86554622] ; [35.86554622  8.13445378],0
v2,1,0.061369,3.499984,[35 38] ; [13 30],[30.20689655 42.79310345] ; [17.79310345 25.20689655],0
v1,1,0.078349,3.098822,[27 50] ; [ 9 36],[22.72131148 54.27868852] ; [13.27868852 31.72131148],0
u1,1,0.139195,2.186833,[ 7 70] ; [ 1 44],[ 5.04918033 71.95081967] ; [ 2.95081967 42.04918033],0
p9,1,0.147335,2.099624,[41 34] ; [18 26],[37.18487395 37.81512605] ; [21.81512605 22.18487395],0
u2,1,0.171115,1.873148,[13 23] ; [11  9],[15.42857143 20.57142857] ; [ 8.57142857 11.42857143],0
p7,1,0.212567,1.553857,[24 52] ; [ 9 34],[21.07563025 54.92436975] ; [11.92436975 31.07563025],0
s8,1,0.265099,1.241933,[10 66] ; [ 3 42],[ 8.16528926 67.83471074] ; [ 4.83471074 40.16528926],0
p12,1,0.2925,1.108079,[ 5 72] ; [ 1 44],[ 3.78688525 73.21311475] ; [ 2.21311475 42.78688525],0
d1,1,0.312256,1.021108,[31 46] ; [14 31],[28.40163934 48.59836066] ; [16.59836066 28.40163934],0
a7,1,0.353531,0.860744,[46 31] ; [23 22],[43.54918033 33.45081967] ; [25.45081967 19.54918033],0
d4,1,0.369334,0.805905,[54 23] ; [28 17],[51.75409836 25.24590164] ; [30.24590164 14.75409836],0
b4,1,0.377382,0.779214,[44 33] ; [22 23],[41.6557377 35.3442623] ; [24.3442623 20.6557377],0
s3,1,0.390869,0.736237,[20 55] ; [15 29],[22.05882353 52.94117647] ; [12.94117647 31.05882353],0
v3,1,0.399508,0.709806,[20 53] ; [ 9 35],[18.09401709 54.90598291] ; [10.90598291 33.09401709],0
p6,1,0.414214,0.666674,[11 65] ; [ 4 39],[ 9.57983193 66.42016807] ; [ 5.42016807 37.57983193],0
b1,1,0.431562,0.618616,[32 45] ; [22 23],[34.08196721 42.91803279] ; [19.91803279 25.08196721],0
p4,1,0.432699,0.615569,[22 53] ; [10 34],[20.16806723 54.83193277] ; [11.83193277 32.16806723],0
d2,1,0.497328,0.460635,[27 48] ; [19 26],[28.75 46.25] ; [17.25 27.75],0
d3,1,0.532977,0.388711,[37 40] ; [19 26],[35.3442623 41.6557377] ; [20.6557377 24.3442623],0
p1,1,0.536876,0.381361,[ 6 71] ; [ 5 40],[ 6.94262295 70.05737705] ; [ 4.05737705 40.94262295],0
a8,1,0.59971,0.275434,[ 6 67] ; [ 5 40],[ 6.80508475 66.19491525] ; [ 4.19491525 40.80508475],0
a5,1,0.612729,0.25622,[43 34] ; [23 22],[41.6557377 35.3442623] ; [24.3442623 20.6557377],0
a6,1,0.612729,0.25622,[43 34] ; [23 22],[41.6557377 35.3442623] ; [24.3442623 20.6557377],0
u3,1,0.624989,0.238918,[16 21] ; [10 10],[16.87719298 20.12280702] ; [ 9.12280702 10.87719298],0
r1,1,0.651161,0.204439,[46 31] ; [25 20],[44.81147541 32.18852459] ; [26.18852459 18.81147541],0
a3,1,0.657364,0.196741,[40 36] ; [25 19],[41.16666667 34.83333333] ; [23.83333333 20.16666667],0
u4,1,0.698319,0.150226,[ 1 76] ; [ 1 44],[ 1.26229508 75.73770492] ; [ 0.73770492 44.26229508],0
