Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,36.177815,[91  4] ; [22 19],[78.93382353 16.06617647] ; [34.06617647  6.93382353],1
r2,1,8.4e-05,15.458388,[91  4] ; [29 11],[84.44444444 10.55555556] ; [35.55555556  4.44444444],1
v3,1,8.9e-05,15.350279,[39 54] ; [ 3 37],[29.36842105 63.63157895] ; [12.63157895 27.36842105],1
a5,1,0.000737,11.393056,[60 35] ; [13 28],[50.99264706 44.00735294] ; [22.00735294 18.99264706],1
d3,1,0.001248,10.417966,[32 63] ; [ 3 38],[24.44852941 70.55147059] ; [10.55147059 30.44852941],0
v2,1,0.001855,9.687416,[48 40] ; [10 30],[39.875 48.125] ; [18.125 21.875],0
n4,1,0.006426,7.426801,[75 20] ; [23 18],[68.45588235 26.54411765] ; [29.54411765 11.45588235],0
a6,1,0.01027,6.587433,[64 31] ; [18 23],[57.27941176 37.72058824] ; [24.72058824 16.27941176],0
v1,1,0.01034,6.575288,[49 43] ; [12 29],[42.19548872 49.80451128] ; [18.80451128 22.19548872],0
v4,1,0.011934,6.320664,[92  2] ; [34  5],[89.05263158  4.94736842] ; [36.94736842  2.05263158],0
a7,1,0.013838,6.058656,[61 34] ; [17 24],[54.48529412 40.51470588] ; [23.51470588 17.48529412],0
r3,1,0.02253,5.204389,[90  5] ; [33  7],[86.55555556  8.44444444] ; [36.44444444  3.55555556],0
a3,1,0.030132,4.701772,[54 41] ; [15 26],[48.19852941 46.80147059] ; [20.80147059 20.19852941],0
n2,1,0.030347,4.689532,[20  1] ; [11  5],[17.59459459  3.40540541] ; [13.40540541  2.59459459],0
s6,1,0.032879,4.552086,[58 33] ; [18 23],[52.39393939 38.60606061] ; [23.60606061 17.39393939],0
p3,1,0.06167,3.491904,[48 45] ; [14 27],[43.02985075 49.97014925] ; [18.97014925 22.02985075],0
n1,1,0.069642,3.291429,[12  9] ; [ 4 11],[ 9.33333333 11.66666667] ; [6.66666667 8.33333333],0
s5,1,0.100739,2.693808,[25 65] ; [ 6 35],[21.29770992 68.70229008] ; [ 9.70229008 31.29770992],0
p4,1,0.103602,2.649199,[51 43] ; [16 25],[46.65185185 47.34814815] ; [20.34814815 20.65185185],0
a2,1,0.112432,2.519706,[10 85] ; [ 1 40],[ 7.68382353 87.31617647] ; [ 3.31617647 37.68382353],0
p6,1,0.149289,2.079498,[32 61] ; [ 9 32],[28.45522388 64.54477612] ; [12.54477612 28.45522388],0
