Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.008666,6.890303,[15 15] ; [10 37],[ 9.74025974 20.25974026] ; [15.25974026 31.74025974],0
v3,1,0.010372,6.569821,[15 15] ; [10 36],[ 9.86842105 20.13157895] ; [15.13157895 30.86842105],0
r3,1,0.068284,3.323799,[29  1] ; [39  8],[26.49350649  3.50649351] ; [41.50649351  5.49350649],0
s2,1,0.068544,3.317553,[21  9] ; [23 24],[17.14285714 12.85714286] ; [26.85714286 20.14285714],0
d4,1,0.090935,2.857748,[24  6] ; [29 18],[20.64935065  9.35064935] ; [32.35064935 14.64935065],0
v1,1,0.093928,2.805737,[16 14] ; [16 31],[12.46753247 17.53246753] ; [19.53246753 27.46753247],0
b4,1,0.100126,2.703533,[21  9] ; [24 23],[17.53246753 12.46753247] ; [27.46753247 19.53246753],0
p1,1,0.104961,2.628499,[ 1 29] ; [ 7 40],[ 3.11688312 26.88311688] ; [ 4.88311688 42.11688312],0
s4,1,0.114952,2.484787,[ 4 26] ; [13 32],[ 6.8 23.2] ; [10.2 34.8],0
a3,1,0.197663,1.659561,[21  9] ; [26 21],[18.31168831 11.68831169] ; [28.68831169 18.31168831],0
b3,1,0.198398,1.654128,[ 7 11] ; [ 7 25],[ 5.04 12.96] ; [ 8.96 23.04],0
b2,1,0.198398,1.654128,[ 7 11] ; [ 7 25],[ 5.04 12.96] ; [ 8.96 23.04],0
s5,1,0.202502,1.62424,[ 9 19] ; [ 9 38],[ 6.72 21.28] ; [11.28 35.72],0
a4,1,0.211712,1.55968,[ 7 23] ; [17 29],[ 9.47368421 20.52631579] ; [14.52631579 31.47368421],0
u3,1,0.254891,1.296296,[4 5] ; [14  7],[5.4 3.6] ; [12.6  8.4],0
s7,1,0.267124,1.231458,[16 13] ; [18 25],[13.69444444 15.30555556] ; [20.30555556 22.69444444],0
a8,1,0.272532,1.203957,[ 4 23] ; [ 3 41],[ 2.66197183 24.33802817] ; [ 4.33802817 39.66197183],0
s1,1,0.280188,1.166178,[ 2 27] ; [ 7 39],[ 3.48 25.52] ; [ 5.52 40.48],0
p10,1,0.287012,1.133586,[12 18] ; [13 33],[ 9.86842105 20.13157895] ; [15.13157895 30.86842105],0
p2,1,0.309751,1.031738,[17 13] ; [32 15],[19.09090909 10.90909091] ; [29.90909091 17.09090909],0
d2,1,0.342675,0.900398,[12 18] ; [24 23],[14.02597403 15.97402597] ; [21.97402597 25.02597403],0
r4,1,0.360386,0.836549,[25  5] ; [35 12],[23.37662338  6.62337662] ; [36.62337662 10.37662338],0
d3,1,0.380499,0.76909,[19 11] ; [25 22],[17.14285714 12.85714286] ; [26.85714286 20.14285714],0
p6,1,0.407807,0.685186,[ 9 19] ; [11 36],[ 7.46666667 20.53333333] ; [12.53333333 34.46666667],0
u2,1,0.469313,0.523594,[6 3] ; [11 10],[5.1 3.9] ; [11.9  9.1],0
a7,1,0.486505,0.484246,[19 11] ; [26 21],[17.53246753 12.46753247] ; [27.46753247 19.53246753],0
p7,1,0.51029,0.433472,[18 11] ; [25 21],[16.62666667 12.37333333] ; [26.37333333 19.62666667],0
d5,1,0.529553,0.39525,[19 11] ; [33 14],[20.25974026  9.74025974] ; [31.74025974 15.25974026],0
a1,1,0.5565,0.345801,[ 1 29] ; [ 3 44],[ 1.55844156 28.44155844] ; [ 2.44155844 44.55844156],0
p3,1,0.565166,0.330838,[12 17] ; [16 30],[10.82666667 18.17333333] ; [17.17333333 28.82666667],0
p8,1,0.578267,0.309044,[13 17] ; [17 29],[11.84210526 18.15789474] ; [18.15789474 27.84210526],0
r1,1,0.585762,0.297012,[22  8] ; [37 10],[22.98701299  7.01298701] ; [36.01298701 10.98701299],0
n5,1,0.660391,0.19305,[17 13] ; [29 18],[17.92207792 12.07792208] ; [28.07792208 18.92207792],0
a6,1,0.685655,0.16383,[18 12] ; [26 21],[17.14285714 12.85714286] ; [26.85714286 20.14285714],0
a2,1,0.712572,0.135722,[ 3 27] ; [ 6 41],[ 3.50649351 26.49350649] ; [ 5.49350649 41.50649351],0
u1,1,0.712572,0.135722,[ 3 27] ; [ 6 41],[ 3.50649351 26.49350649] ; [ 5.49350649 41.50649351],0
r2,1,0.719626,0.128851,[26  4] ; [42  5],[26.49350649  3.50649351] ; [41.50649351  5.49350649],0
d1,1,0.72298,0.125655,[14 16] ; [20 27],[13.24675325 16.75324675] ; [20.75324675 26.24675325],0
n6,1,0.741522,0.108794,[19 11] ; [28 19],[18.31168831 11.68831169] ; [28.68831169 18.31168831],0
n4,1,0.743204,0.107331,[20 10] ; [33 14],[20.64935065  9.35064935] ; [32.35064935 14.64935065],0
p11,1,0.765201,0.089196,[17 13] ; [25 22],[16.36363636 13.63636364] ; [25.63636364 21.36363636],0
