Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,49.453088,[102 169] ; [120  46],[137.67048055 133.32951945] ; [84.32951945 81.67048055],1
s6,1,0.0,40.383333,[158 111] ; [143  20],[187.42824074  81.57175926] ; [113.57175926  49.42824074],1
p5,1,0.0,38.160693,[ 20 252] ; [ 49 117],[ 42.84931507 229.15068493] ; [ 26.15068493 139.84931507],1
s7,1,0.0,27.016647,[109 149] ; [110  51],[134.849642 123.150358] ; [84.150358 76.849642],1
s3,1,1e-06,24.571234,[127 142] ; [118  47],[151.85483871 117.14516129] ; [93.14516129 71.85483871],1
s8,1,1e-06,24.41167,[108 163] ; [106  59],[133.01376147 137.98623853] ; [80.98623853 84.01376147],1
p7,1,2.7e-05,17.593549,[207  62] ; [151  12],[222.9212963  46.0787037] ; [135.0787037  27.9212963],1
p6,1,0.000213,13.714153,[111 159] ; [98 67],[129.72413793 140.27586207] ; [79.27586207 85.72413793],1
b5,1,0.000422,12.430866,[169 103] ; [75 92],[151.17995444 120.82004556] ; [92.82004556 74.17995444],1
p10,1,0.000902,11.017704,[221  48] ; [155  11],[232.51494253  36.48505747] ; [143.48505747  22.51494253],1
v1,1,0.001181,10.520332,[139 127] ; [113  53],[155.16666667 110.83333333] ; [96.83333333 69.16666667],0
p3,1,0.001436,10.159191,[153 118] ; [119  47],[168.67734554 102.32265446] ; [103.32265446  62.67734554],0
s4,1,0.001605,9.95345,[ 30 239] ; [ 37 128],[ 41.52764977 227.47235023] ; [ 25.47235023 139.52764977],0
v3,1,0.00255,9.104424,[100 164] ; [87 78],[115.07692308 148.92307692] ; [71.92307692 93.07692308],0
p12,1,0.004314,8.146878,[ 18 252] ; [ 25 141],[ 26.62844037 243.37155963] ; [ 16.37155963 149.62844037],0
p9,1,0.004955,7.895731,[229  40] ; [156  10],[238.08045977  30.91954023] ; [146.91954023  19.08045977],0
b3,1,0.012197,6.282043,[ 48 106] ; [48 55],[57.52529183 96.47470817] ; [38.47470817 64.52529183],0
b2,1,0.012197,6.282043,[ 48 106] ; [48 55],[57.52529183 96.47470817] ; [38.47470817 64.52529183],0
r1,1,0.012984,6.171282,[217  54] ; [148  18],[226.35011442  44.64988558] ; [138.64988558  27.35011442],0
n6,1,0.013387,6.117249,[225  46] ; [150  14],[233.62068966  37.37931034] ; [141.37931034  22.62068966],0
u1,1,0.027132,4.882393,[ 34 238] ; [ 34 133],[ 42.13211845 229.86788155] ; [ 25.86788155 141.13211845],0
a1,1,0.036921,4.354068,[  9 263] ; [ 13 154],[ 13.6309795 258.3690205] ; [  8.3690205 158.6309795],0
a5,1,0.039306,4.247603,[198  74] ; [136  31],[206.94305239  65.05694761] ; [127.05694761  39.94305239],0
a3,1,0.047722,3.919758,[178  93] ; [124  42],[187.28146453  83.71853547] ; [114.71853547  51.28146453],0
p4,1,0.048344,3.897972,[187  84] ; [129  37],[195.96338673  75.03661327] ; [120.03661327  45.96338673],0
n1,1,0.050149,3.83646,[11 26] ; [16 14],[14.91044776 22.08955224] ; [12.08955224 17.91044776],0
n5,1,0.050948,3.809996,[203  67] ; [138  28],[211.16972477  58.83027523] ; [129.83027523  36.16972477],0
a6,1,0.057256,3.615145,[189  83] ; [100  65],[179.88100686  92.11899314] ; [109.11899314  55.88100686],0
r4,1,0.080521,3.054363,[251  21] ; [161   6],[255.27107062  16.72892938] ; [156.72892938  10.27107062],0
a4,1,0.091861,2.841458,[106 165] ; [79 88],[114.46347032 156.53652968] ; [70.53652968 96.46347032],0
d1,1,0.104612,2.633791,[158 114] ; [110  57],[166.0501139 105.9498861] ; [101.9498861  65.0501139],0
a7,1,0.109775,2.55746,[207  64] ; [116  51],[199.84703196  71.15296804] ; [123.15296804  43.84703196],0
p1,1,0.121552,2.397207,[ 25 246] ; [ 23 141],[ 29.90344828 241.09655172] ; [ 18.09655172 145.90344828],0
p11,1,0.139052,2.188416,[229  43] ; [149  18],[234.20501139  37.79498861] ; [143.79498861  23.20501139],0
r2,1,0.162603,1.94985,[249  18] ; [161   6],[252.23502304  14.76497696] ; [157.76497696   9.23502304],0
n2,1,0.188635,1.728247,[28 10] ; [26  4],[30.17647059  7.82352941] ; [23.82352941  6.17647059],0
v2,1,0.193214,1.692939,[149 115] ; [103  61],[155.43925234 108.56074766] ; [96.56074766 67.43925234],0
u3,1,0.308335,1.037793,[47 45] ; [26 17],[49.74814815 42.25185185] ; [23.25185185 19.74814815],0
d5,1,0.316764,1.00226,[217  55] ; [138  27],[220.9610984  51.0389016] ; [134.0389016  30.9610984],0
d4,1,0.345926,0.888345,[223  49] ; [141  24],[226.56292906  45.43707094] ; [137.43707094  27.56292906],0
u2,1,0.347454,0.882734,[54 40] ; [21 22],[51.45985401 42.54014599] ; [23.54014599 19.45985401],0
v4,1,0.3637,0.825077,[260  11] ; [161   4],[261.6766055   9.3233945] ; [159.3233945   5.6766055],0
n4,1,0.405374,0.692327,[210  61] ; [135  32],[213.45890411  57.54109589] ; [131.54109589  35.45890411],0
d2,1,0.422166,0.644278,[122 150] ; [81 85],[126.06392694 145.93607306] ; [76.93607306 89.06392694],0
b4,1,0.423487,0.640617,[149 123] ; [98 69],[153.03872437 118.96127563] ; [93.96127563 73.03872437],0
a2,1,0.563369,0.333904,[ 54 218] ; [ 37 130],[ 56.38268793 215.61731207] ; [ 34.61731207 132.38268793],0
a8,1,0.576515,0.311903,[ 34 209] ; [ 25 131],[ 35.93233083 207.06766917] ; [ 23.06766917 132.93233083],0
s1,1,0.594782,0.282937,[  7 263] ; [  3 163],[  6.19266055 263.80733945] ; [  3.80733945 162.19266055],0
u4,1,0.596231,0.280719,[  7 265] ; [  3 164],[  6.19589977 265.80410023] ; [  3.80410023 163.19589977],0
d3,1,0.682932,0.166844,[190  82] ; [119  47],[191.89041096  80.10958904] ; [117.10958904  48.89041096],0
p2,1,0.708788,0.13949,[247  24] ; [153  13],[248.05491991  22.94508009] ; [151.94508009  14.05491991],0
n3,1,0.723441,0.125219,[26 12] ; [21  8],[26.65671642 11.34328358] ; [20.34328358  8.65671642],0
b1,1,0.962386,0.002224,[102 170] ; [ 63 104],[102.23234624 169.76765376] ; [ 62.76765376 104.23234624],0
