Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,24.500435,[91 15] ; [19 22],[79.31972789 26.68027211] ; [30.68027211 10.31972789],1
p10,1,1.3e-05,19.046483,[93 12] ; [23 18],[83.42465753 21.57534247] ; [32.57534247  8.42465753],1
n6,1,0.001262,10.396875,[93 12] ; [27 14],[86.30136986 18.69863014] ; [33.69863014  7.30136986],0
p9,1,0.001552,10.015301,[91 14] ; [26 15],[84.14383562 20.85616438] ; [32.85616438  8.14383562],0
v1,1,0.006848,7.3125,[65 39] ; [15 25],[57.77777778 46.22222222] ; [22.22222222 17.77777778],0
p11,1,0.02028,5.387632,[94 12] ; [30 11],[89.41496599 16.58503401] ; [34.58503401  6.41496599],0
v3,1,0.021051,5.322539,[46 56] ; [ 9 29],[40.07142857 61.92857143] ; [14.92857143 23.07142857],0
a5,1,0.022487,5.207682,[82 24] ; [24 17],[76.43537415 29.56462585] ; [29.56462585 11.43537415],0
d2,1,0.057509,3.607805,[52 54] ; [13 28],[46.8707483 59.1292517] ; [18.1292517 22.8707483],0
s8,1,0.106253,2.609089,[32 74] ; [ 7 34],[28.12244898 77.87755102] ; [10.87755102 30.12244898],0
d1,1,0.111238,2.536538,[62 44] ; [18 23],[57.68707483 48.31292517] ; [22.31292517 18.68707483],0
p8,1,0.114635,2.489125,[68 36] ; [21 20],[63.83448276 40.16551724] ; [25.16551724 15.83448276],0
b2,1,0.149511,2.077236,[33 37] ; [ 8 18],[29.89583333 40.10416667] ; [11.10416667 14.89583333],0
b3,1,0.149511,2.077236,[33 37] ; [ 8 18],[29.89583333 40.10416667] ; [11.10416667 14.89583333],0
p6,1,0.1582,1.991347,[44 61] ; [12 29],[40.2739726 64.7260274] ; [15.7260274 25.2739726],0
p3,1,0.176696,1.825199,[69 36] ; [22 19],[65.44520548 39.55479452] ; [25.55479452 15.44520548],0
a4,1,0.2076,1.588086,[51 55] ; [15 26],[47.59183673 58.40816327] ; [18.40816327 22.59183673],0
d5,1,0.217805,1.518772,[85 21] ; [29 12],[82.20408163 23.79591837] ; [31.79591837  9.20408163],0
a2,1,0.232855,1.423335,[25 81] ; [ 6 35],[22.3537415 83.6462585] ; [ 8.6462585 32.3537415],0
n2,1,0.242908,1.363636,[16  4] ; [6 4],[14.66666667  5.33333333] ; [7.33333333 2.66666667],0
a6,1,0.254233,1.299893,[75 31] ; [25 16],[72.10884354 33.89115646] ; [27.89115646 13.10884354],0
n1,1,0.27894,1.172249,[ 9 10] ; [3 8],[ 7.6 11.4] ; [4.4 6.6],0
v2,1,0.307385,1.041877,[60 43] ; [19 20],[57.3028169 45.6971831] ; [21.6971831 17.3028169],0
s1,1,0.372673,0.794732,[  4 101] ; [ 3 38],[ 5.03424658 99.96575342] ; [ 1.96575342 39.03424658],0
r4,1,0.399402,0.710126,[89 17] ; [32  9],[87.25170068 18.74829932] ; [33.74829932  7.25170068],0
a3,1,0.409123,0.681348,[74 31] ; [26 15],[71.91780822 33.08219178] ; [28.08219178 12.91780822],0
u2,1,0.459819,0.546334,[16 15] ; [6 9],[14.82608696 16.17391304] ; [7.17391304 7.82608696],0
u1,1,0.476277,0.507377,[15 91] ; [ 4 37],[13.70068027 92.29931973] ; [ 5.29931973 35.70068027],0
s3,1,0.506549,0.441188,[28 76] ; [13 27],[29.61111111 74.38888889] ; [11.38888889 28.61111111],0
p5,1,0.53879,0.377787,[11 92] ; [ 3 38],[10.01388889 92.98611111] ; [ 3.98611111 37.01388889],0
p2,1,0.554628,0.349091,[91 14] ; [37  4],[92.05479452 12.94520548] ; [35.94520548  5.05479452],0
s7,1,0.577555,0.310203,[32 67] ; [11 29],[30.62589928 68.37410072] ; [12.37410072 27.62589928],0
p1,1,0.61991,0.245994,[10 96] ; [ 5 36],[10.81632653 95.18367347] ; [ 4.18367347 36.81632653],0
b4,1,0.627798,0.235059,[59 47] ; [21 20],[57.68707483 48.31292517] ; [22.31292517 18.68707483],0
b1,1,0.630267,0.231699,[46 60] ; [16 25],[44.70748299 61.29251701] ; [17.29251701 23.70748299],0
a7,1,0.640087,0.218629,[79 27] ; [29 12],[77.87755102 28.12244898] ; [30.12244898 10.87755102],0
s5,1,0.66045,0.192978,[16 88] ; [ 5 35],[15.16666667 88.83333333] ; [ 5.83333333 34.16666667],0
u3,1,0.679697,0.170467,[17 15] ; [7 8],[16.34042553 15.65957447] ; [7.65957447 7.34042553],0
