Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.522187,[24 25] ; [105  13],[37.8502994 11.1497006] ; [91.1497006 26.8502994],1
a5,1,0.000101,15.12499,[15 34] ; [75 43],[26.40718563 22.59281437] ; [63.59281437 54.40718563],1
r2,1,0.001991,9.557467,[35 12] ; [108   9],[40.98170732  6.01829268] ; [102.01829268  14.98170732],0
r3,1,0.007931,7.049019,[41  8] ; [113   5],[45.18562874  3.81437126] ; [108.81437126   9.18562874],0
a6,1,0.010912,6.479545,[22 27] ; [78 40],[29.34131737 19.65868263] ; [70.65868263 47.34131737],0
d1,1,0.014529,5.972649,[16 33] ; [63 55],[23.17964072 25.82035928] ; [55.82035928 62.17964072],0
a4,1,0.015941,5.809388,[10 39] ; [47 71],[16.7245509 32.2754491] ; [40.2754491 77.7245509],0
b1,1,0.018535,5.544841,[22 27] ; [31 87],[15.5508982 33.4491018] ; [37.4491018 80.5508982],0
v2,1,0.043361,4.08126,[18 31] ; [60 51],[23.8875 25.1125] ; [54.1125 56.8875],0
v4,1,0.047782,3.91763,[38 10] ; [105  11],[41.85365854  6.14634146] ; [101.14634146  14.85365854],0
v1,1,0.053002,3.743843,[11 36] ; [46 71],[16.33536585 30.66463415] ; [40.66463415 76.33536585],0
s3,1,0.062344,3.473906,[15 32] ; [56 61],[20.34756098 26.65243902] ; [50.65243902 66.34756098],0
s8,1,0.105514,2.620152,[ 8 41] ; [33 84],[12.10240964 36.89759036] ; [28.89759036 88.10240964],0
d4,1,0.119302,2.426456,[35 14] ; [97 21],[38.73053892 10.26946108] ; [93.26946108 24.73053892],0
s7,1,0.128387,2.311897,[10 38] ; [37 76],[14.01242236 33.98757764] ; [32.98757764 80.01242236],0
s6,1,0.131328,2.276733,[18 30] ; [58 57],[22.3803681 25.6196319] ; [53.6196319 61.3803681],0
n1,1,0.157895,1.99427,[ 2 14] ; [14 32],[ 4.12903226 11.87096774] ; [11.87096774 34.12903226],0
n3,1,0.161056,1.964286,[9 7] ; [33 11],[11.2  4.8] ; [30.8 13.2],0
d5,1,0.163449,1.942024,[32 16] ; [91 27],[35.56626506 12.43373494] ; [87.43373494 30.56626506],0
a2,1,0.168173,1.899153,[ 3 46] ; [ 16 102],[ 5.5748503 43.4251497] ; [ 13.4251497 104.5748503],0
n4,1,0.201647,1.630408,[14 35] ; [46 72],[17.60479042 31.39520958] ; [42.39520958 75.60479042],0
p6,1,0.242377,1.366715,[10 38] ; [ 16 102],[ 7.51807229 40.48192771] ; [18.48192771 99.51807229],0
a7,1,0.249841,1.32419,[32 16] ; [89 29],[34.98795181 13.01204819] ; [86.01204819 31.98795181],0
a1,1,0.257684,1.281156,[ 3 46] ; [  3 115],[ 1.76047904 47.23952096] ; [  4.23952096 113.76047904],0
p2,1,0.260084,1.26831,[29 19] ; [82 36],[32.09638554 15.90361446] ; [78.90361446 39.09638554],0
