Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.3e-05,17.949617,[10 45] ; [33 25],[20.92920354 34.07079646] ; [22.07079646 35.92920354],1
s8,1,3.5e-05,17.139808,[ 7 49] ; [28 30],[17.19298246 38.80701754] ; [17.80701754 40.19298246],1
s7,1,0.000442,12.345883,[ 7 40] ; [27 30],[15.36538462 31.63461538] ; [18.63461538 38.36538462],1
s3,1,0.001313,10.324721,[19 36] ; [37 20],[27.5 27.5] ; [28.5 28.5],0
s5,1,0.001574,9.990148,[ 4 50] ; [17 37],[10.5 43.5] ; [10.5 43.5],0
r3,1,0.001801,9.741648,[43 13] ; [56  2],[48.63157895  7.36842105] ; [50.36842105  7.63157895],0
n2,1,0.002244,9.338609,[ 7 10] ; [20  3],[11.475  5.525] ; [15.525  7.475],0
p9,1,0.003706,8.422527,[28 27] ; [44 13],[35.35714286 19.64285714] ; [36.64285714 20.35714286],0
p10,1,0.010817,6.495092,[24 30] ; [39 18],[30.64864865 23.35135135] ; [32.35135135 24.64864865],0
r4,1,0.011471,6.39089,[37 19] ; [50  8],[42.73684211 13.26315789] ; [44.26315789 13.73684211],0
p4,1,0.013059,6.161132,[19 35] ; [34 24],[25.55357143 28.44642857] ; [27.44642857 30.55357143],0
a4,1,0.014335,5.996388,[36 20] ; [24 34],[29.47368421 26.52631579] ; [30.52631579 27.47368421],0
d1,1,0.015165,5.897248,[24 32] ; [38 20],[30.45614035 25.54385965] ; [31.54385965 26.45614035],0
p7,1,0.022097,5.238095,[21 34] ; [33 22],[27. 28.] ; [27. 28.],0
a3,1,0.025233,5.0078,[49  6] ; [42 16],[44.2920354 10.7079646] ; [46.7079646 11.2920354],0
p2,1,0.032286,4.58322,[29 24] ; [43 15],[34.37837838 18.62162162] ; [37.62162162 20.37837838],0
p8,1,0.036478,4.374616,[14 39] ; [26 31],[19.27272727 33.72727273] ; [20.72727273 36.27272727],0
b5,1,0.039683,4.231366,[27 29] ; [39 19],[32.42105263 23.57894737] ; [33.57894737 24.42105263],0
v2,1,0.041362,4.161117,[23 32] ; [32 20],[28.27102804 26.72897196] ; [26.72897196 25.27102804],0
n3,1,0.044789,4.02656,[7 8] ; [18  5],[9.86842105 5.13157895] ; [15.13157895  7.86842105],0
v4,1,0.058987,3.565644,[42 13] ; [52  6],[45.75221239  9.24778761] ; [48.24778761  9.75221239],0
u2,1,0.065584,3.390226,[3 4] ; [13  3],[4.86956522 2.13043478] ; [11.13043478  4.86956522],0
p6,1,0.070267,3.27678,[ 5 46] ; [13 44],[ 8.5 42.5] ; [ 9.5 47.5],0
a8,1,0.119492,2.423973,[ 4 49] ; [ 9 42],[ 6.625 46.375] ; [ 6.375 44.625],0
r1,1,0.173379,1.85348,[39 17] ; [46 11],[42.12389381 13.87610619] ; [42.87610619 14.12389381],0
v1,1,0.209951,1.571764,[21 34] ; [28 28],[24.27927928 30.72072072] ; [24.72072072 31.27927928],0
r2,1,0.224565,1.47496,[46  9] ; [52  5],[48.125  6.875] ; [49.875  7.125],0
s4,1,0.247409,1.337873,[ 4 52] ; [ 8 50],[ 5.89473684 50.10526316] ; [ 6.10526316 51.89473684],0
p3,1,0.252904,1.307193,[19 34] ; [27 31],[21.96396396 31.03603604] ; [24.03603604 33.96396396],0
p11,1,0.267689,1.228549,[30 26] ; [37 21],[32.9122807 23.0877193] ; [34.0877193 23.9122807],0
p12,1,0.344541,0.893463,[ 1 52] ; [ 3 54],[ 1.92727273 51.07272727] ; [ 2.07272727 54.92727273],0
u1,1,0.37318,0.793047,[ 4 52] ; [ 7 51],[ 5.40350877 50.59649123] ; [ 5.59649123 52.40350877],0
n4,1,0.426861,0.63135,[35 21] ; [32 26],[32.9122807 23.0877193] ; [34.0877193 23.9122807],0
p5,1,0.427168,0.630511,[ 2 52] ; [ 4 52],[ 2.94545455 51.05454545] ; [ 3.05454545 52.94545455],0
a1,1,0.432521,0.616045,[ 5 51] ; [ 3 55],[ 3.92982456 52.07017544] ; [ 4.07017544 53.92982456],0
b1,1,0.439285,0.59815,[33 23] ; [30 28],[30.94736842 25.05263158] ; [32.05263158 25.94736842],0
u3,1,0.447613,0.576689,[4 3] ; [11  4],[4.77272727 2.22727273] ; [10.22727273  4.77272727],0
a2,1,0.459943,0.546033,[13 43] ; [17 41],[14.73684211 41.26315789] ; [15.26315789 42.73684211],0
n1,1,0.531725,0.391094,[ 5 10] ; [10 13],[5.92105263 9.07894737] ; [ 9.07894737 13.92105263],0
b2,1,0.562497,0.335399,[ 8 21] ; [13 25],[ 9.08955224 19.91044776] ; [11.91044776 26.08955224],0
