Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.5e-05,18.700547,[22 12] ; [15 55],[12.09615385 21.90384615] ; [24.90384615 45.09615385],1
s6,1,1.8e-05,18.372,[31  4] ; [31 38],[20.86538462 14.13461538] ; [41.13461538 27.86538462],1
s3,1,4.2e-05,16.799132,[26  9] ; [22 47],[16.15384615 18.84615385] ; [31.84615385 37.15384615],1
s2,1,0.000406,12.504764,[22 13] ; [19 51],[13.66666667 21.33333333] ; [27.33333333 42.66666667],1
p2,1,0.008062,7.019578,[34  1] ; [53 16],[29.27884615  5.72115385] ; [57.72115385 11.27884615],0
p9,1,0.027745,4.843828,[31  4] ; [49 22],[26.41509434  8.58490566] ; [53.58490566 17.41509434],0
p10,1,0.036731,4.362837,[29  5] ; [46 24],[24.51923077  9.48076923] ; [50.48076923 19.51923077],0
d2,1,0.038229,4.294816,[17 18] ; [20 51],[12.21698113 22.78301887] ; [24.78301887 46.21698113],0
v3,1,0.04186,4.140839,[16 19] ; [17 49],[11.43564356 23.56435644] ; [21.56435644 44.43564356],0
d1,1,0.045445,4.002039,[23 12] ; [32 39],[18.16037736 16.83962264] ; [36.83962264 34.16037736],0
u2,1,0.112038,2.525235,[9 3] ; [17 18],[6.63829787 5.36170213] ; [19.36170213 15.63829787],0
d3,1,0.128442,2.311233,[29  6] ; [49 22],[25.75471698  9.24528302] ; [52.24528302 18.75471698],0
a3,1,0.143486,2.140165,[23 12] ; [36 35],[19.48113208 15.51886792] ; [39.51886792 31.48113208],0
n3,1,0.158379,1.989638,[8 1] ; [10  6],[6.48 2.52] ; [11.52  4.48],0
u1,1,0.160214,1.972206,[ 4 31] ; [ 3 68],[ 2.31132075 32.68867925] ; [ 4.68867925 66.31132075],0
b2,1,0.163033,1.945869,[ 7 17] ; [ 5 30],[ 4.88135593 19.11864407] ; [ 7.11864407 27.88135593],0
b3,1,0.163033,1.945869,[ 7 17] ; [ 5 30],[ 4.88135593 19.11864407] ; [ 7.11864407 27.88135593],0
p11,1,0.167026,1.909438,[29  6] ; [50 21],[26.08490566  8.91509434] ; [52.91509434 18.08490566],0
n4,1,0.181105,1.788529,[16 19] ; [23 48],[12.87735849 22.12264151] ; [26.12264151 44.87735849],0
r4,1,0.1878,1.734793,[32  3] ; [58 13],[29.71698113  5.28301887] ; [60.28301887 10.71698113],0
d4,1,0.193625,1.689814,[30  5] ; [53 18],[27.40566038  7.59433962] ; [55.59433962 15.40566038],0
p7,1,0.203211,1.619145,[27  5] ; [51 19],[24.47058824  7.52941176] ; [53.52941176 16.47058824],0
u3,1,0.242396,1.366607,[8 4] ; [16 18],[6.26086957 5.73913043] ; [17.73913043 16.26086957],0
p4,1,0.242609,1.365372,[16 19] ; [41 30],[18.82075472 16.17924528] ; [38.17924528 32.82075472],0
a5,1,0.26153,1.260642,[26  9] ; [45 26],[23.44339623 11.55660377] ; [47.55660377 23.44339623],0
r3,1,0.275479,1.189257,[34  1] ; [65  6],[32.68867925  2.31132075] ; [66.31132075  4.68867925],0
s5,1,0.289385,1.122482,[11 21] ; [17 53],[ 8.78431373 23.21568627] ; [19.21568627 50.78431373],0
a4,1,0.336939,0.922042,[12 23] ; [18 53],[ 9.90566038 25.09433962] ; [20.09433962 50.90566038],0
d5,1,0.342241,0.902017,[29  6] ; [53 18],[27.0754717  7.9245283] ; [54.9245283 16.0754717],0
a2,1,0.354237,0.858221,[ 5 30] ; [ 6 65],[ 3.63207547 31.36792453] ; [ 7.36792453 63.63207547],0
s1,1,0.362495,0.829231,[ 3 32] ; [ 3 68],[ 1.98113208 33.01886792] ; [ 4.01886792 66.98113208],0
n2,1,0.431847,0.617851,[7 2] ; [10  6],[6.12 2.88] ; [10.88  5.12],0
b5,1,0.448504,0.57443,[19 16] ; [44 27],[20.80188679 14.19811321] ; [42.19811321 28.80188679],0
