Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2e-06,22.777418,[42 30] ; [65  5],[54.25352113 17.74647887] ; [52.74647887 17.25352113],1
p9,1,1.8e-05,18.363448,[23 44] ; [49 20],[35.47058824 31.52941176] ; [36.52941176 32.47058824],1
r4,1,2.4e-05,17.848957,[36 37] ; [58 12],[47.98601399 25.01398601] ; [46.01398601 23.98601399],1
p10,1,6.6e-05,15.914922,[22 47] ; [46 24],[33.75539568 35.24460432] ; [34.24460432 35.75539568],1
n6,1,0.000789,11.266374,[36 36] ; [54 16],[45.63380282 26.36619718] ; [44.36619718 25.63380282],1
s8,1,0.001999,9.550196,[12 60] ; [28 42],[20.28169014 51.71830986] ; [19.71830986 50.28169014],0
b4,1,0.004824,7.944144,[33 40] ; [48 22],[41.34965035 31.65034965] ; [39.65034965 30.34965035],0
a1,1,0.01111,6.447593,[11 62] ; [ 2 68],[ 6.63636364 66.36363636] ; [ 6.36363636 63.63636364],0
s6,1,0.011389,6.403656,[25 46] ; [39 30],[32.45714286 38.54285714] ; [31.54285714 37.45714286],0
s2,1,0.015262,5.885921,[19 54] ; [31 37],[25.88652482 47.11347518] ; [24.11347518 43.88652482],0
v4,1,0.023461,5.134069,[49 23] ; [59 11],[54.76056338 17.23943662] ; [53.23943662 16.76056338],0
p12,1,0.026084,4.950425,[ 1 71] ; [ 7 63],[ 4.05633803 67.94366197] ; [ 3.94366197 66.05633803],0
s7,1,0.032061,4.595242,[16 51] ; [28 40],[21.83703704 45.16296296] ; [22.16296296 45.83703704],0
u2,1,0.039754,4.228352,[10 16] ; [18  9],[13.73584906 12.26415094] ; [14.26415094 12.73584906],0
v1,1,0.043937,4.058984,[19 54] ; [29 40],[24.67605634 48.32394366] ; [23.32394366 45.67605634],0
n2,1,0.045316,4.006849,[20 18] ; [18  5],[23.67213115 14.32786885] ; [14.32786885  8.67213115],0
v2,1,0.045579,3.99707,[23 47] ; [31 31],[28.63636364 41.36363636] ; [25.36363636 36.63636364],0
p6,1,0.056862,3.626617,[ 5 67] ; [12 57],[ 8.68085106 63.31914894] ; [ 8.31914894 60.68085106],0
s3,1,0.07716,3.12372,[23 48] ; [32 36],[28.09352518 42.90647482] ; [26.90647482 41.09352518],0
s1,1,0.087523,2.919347,[ 9 63] ; [ 3 65],[ 6.17142857 65.82857143] ; [ 5.82857143 62.17142857],0
a7,1,0.132886,2.258458,[46 26] ; [36 34],[41.57746479 30.42253521] ; [40.42253521 29.57746479],0
b1,1,0.153435,2.037764,[40 33] ; [30 40],[35.73426573 37.26573427] ; [34.26573427 35.73426573],0
d5,1,0.174581,1.843164,[51 21] ; [42 28],[47.15492958 24.84507042] ; [45.84507042 24.15492958],0
u3,1,0.176183,1.829534,[11 15] ; [17 11],[13.48148148 12.51851852] ; [14.51851852 13.48148148],0
n5,1,0.176325,1.82833,[40 32] ; [46 23],[43.91489362 28.08510638] ; [42.08510638 26.91489362],0
p7,1,0.192624,1.697431,[13 58] ; [18 47],[16.18382353 54.81617647] ; [14.81617647 50.18382353],0
a4,1,0.194023,1.686802,[33 38] ; [25 45],[29.20567376 41.79432624] ; [28.79432624 41.20567376],0
p5,1,0.214453,1.541108,[ 2 70] ; [ 5 63],[ 3.6 68.4] ; [ 3.4 64.6],0
a5,1,0.218586,1.513633,[46 27] ; [37 33],[42.37062937 30.62937063] ; [40.62937063 29.37062937],0
