Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7e-06,20.298886,[87 36] ; [ 7 21],[76.56953642 46.43046358] ; [17.43046358 10.56953642],1
p8,1,8e-06,19.930872,[75 48] ; [ 4 24],[64.35099338 58.64900662] ; [14.64900662 13.35099338],1
p4,1,0.000669,11.573339,[83 41] ; [ 9 19],[75.05263158 48.94736842] ; [16.94736842 11.05263158],1
p3,1,0.004339,8.136383,[68 56] ; [ 7 21],[61.18421053 62.81578947] ; [13.81578947 14.18421053],0
n1,1,0.014178,6.0158,[11 27] ; [6 2],[14.04347826 23.95652174] ; [2.95652174 5.04347826],0
s3,1,0.018304,5.566773,[94 30] ; [15 13],[88.92105263 35.07894737] ; [20.07894737  7.92105263],0
s2,1,0.027179,4.879401,[85 39] ; [13 15],[79.94736842 44.05263158] ; [18.05263158  9.94736842],0
b1,1,0.027235,4.875864,[47 77] ; [17 11],[52.21052632 71.78947368] ; [11.78947368 16.21052632],0
p9,1,0.040012,4.217358,[108  16] ; [20  8],[104.42105263  19.57894737] ; [23.57894737  4.42105263],0
p12,1,0.053241,3.736327,[  8 115] ; [ 5 23],[ 10.58940397 112.41059603] ; [ 2.41059603 25.58940397],0
p6,1,0.057373,3.611754,[50 73] ; [ 6 22],[45.61589404 77.38410596] ; [10.38410596 17.61589404],0
p11,1,0.077459,3.117436,[99 25] ; [18 10],[95.44736842 28.55263158] ; [21.55263158  6.44736842],0
v3,1,0.08619,2.944125,[37 83] ; [13 14],[40.81632653 79.18367347] ; [ 9.18367347 17.81632653],0
v4,1,0.152663,2.045443,[119   5] ; [25  3],[117.47368421   6.52631579] ; [26.52631579  1.47368421],0
a8,1,0.157916,1.994071,[ 16 100] ; [ 1 25],[ 13.88732394 102.11267606] ; [ 3.11267606 22.88732394],0
b4,1,0.158991,1.983799,[66 58] ; [19  9],[69.34210526 54.65789474] ; [15.65789474 12.34210526],0
b2,1,0.172221,1.863507,[28 41] ; [ 6 18],[25.22580645 43.77419355] ; [ 8.77419355 15.22580645],0
b3,1,0.172221,1.863507,[28 41] ; [ 6 18],[25.22580645 43.77419355] ; [ 8.77419355 15.22580645],0
a1,1,0.205619,1.602006,[  3 121] ; [ 2 26],[  4.07894737 119.92105263] ; [ 0.92105263 27.07894737],0
u2,1,0.20586,1.600304,[20 13] ; [6 1],[21.45 11.55] ; [4.55 2.45],0
a2,1,0.211149,1.563529,[30 94] ; [10 18],[32.63157895 91.36842105] ; [ 7.36842105 20.63157895],0
n3,1,0.240508,1.377615,[26 13] ; [7 1],[27.38297872 11.61702128] ; [5.61702128 2.38297872],0
p5,1,0.253264,1.305207,[ 13 111] ; [ 1 27],[ 11.42105263 112.57894737] ; [ 2.57894737 25.42105263],0
n6,1,0.257242,1.283542,[105  19] ; [26  2],[106.86842105  17.13157895] ; [24.13157895  3.86842105],0
d2,1,0.287742,1.130155,[66 58] ; [18 10],[68.52631579 55.47368421] ; [15.47368421 12.52631579],0
n2,1,0.293579,1.103134,[23 16] ; [7 2],[24.375 14.625] ; [5.625 3.375],0
a4,1,0.309101,1.034513,[49 75] ; [14 14],[51.39473684 72.60526316] ; [11.60526316 16.39473684],0
v2,1,0.328835,0.953481,[52 68] ; [14 12],[54.24657534 65.75342466] ; [11.75342466 14.24657534],0
u1,1,0.329583,0.950536,[25 99] ; [ 8 20],[26.92105263 97.07894737] ; [ 6.07894737 21.92105263],0
s7,1,0.330527,0.946832,[85 34] ; [21  5],[86.99310345 32.00689655] ; [19.00689655  6.99310345],0
n5,1,0.403397,0.698177,[87 36] ; [22  6],[88.78807947 34.21192053] ; [20.21192053  7.78807947],0
n4,1,0.421988,0.644773,[93 31] ; [23  5],[94.63157895 29.36842105] ; [21.36842105  6.63157895],0
p10,1,0.431153,0.619715,[105  19] ; [22  6],[103.60526316  20.39473684] ; [23.39473684  4.60526316],0
a7,1,0.486952,0.483255,[88 36] ; [18 10],[86.47368421 37.52631579] ; [19.52631579  8.47368421],0
d4,1,0.531995,0.39058,[100  24] ; [24  4],[101.15789474  22.84210526] ; [22.84210526  5.15789474],0
s6,1,0.587254,0.294653,[102  21] ; [22  6],[101.00662252  21.99337748] ; [22.99337748  5.00662252],0
s5,1,0.671856,0.179438,[39 80] ; [10 17],[39.93835616 79.06164384] ; [ 9.06164384 17.93835616],0
r4,1,0.675289,0.175478,[112  12] ; [26  2],[112.57894737  11.42105263] ; [25.42105263  2.57894737],0
b5,1,0.675605,0.175115,[61 63] ; [15 13],[62. 62.] ; [14. 14.],0
d1,1,0.678746,0.171541,[79 45] ; [19  9],[79.94736842 44.05263158] ; [18.05263158  9.94736842],0
u3,1,0.694618,0.154132,[21 12] ; [5 2],[21.45 11.55] ; [4.55 2.45],0
a5,1,0.730268,0.118866,[89 35] ; [21  7],[89.73684211 34.26315789] ; [20.26315789  7.73684211],0
s1,1,0.760619,0.092823,[  6 116] ; [ 1 27],[  5.69333333 116.30666667] ; [ 1.30666667 26.69333333],0
a6,1,0.788538,0.071936,[83 41] ; [18 10],[82.39473684 41.60526316] ; [18.60526316  9.39473684],0
s4,1,0.807867,0.059136,[29 94] ; [ 6 22],[28.50993377 94.49006623] ; [ 6.49006623 21.50993377],0
d3,1,0.852681,0.034484,[82 42] ; [18 10],[81.57894737 42.42105263] ; [18.42105263  9.57894737],0
r2,1,0.852932,0.034365,[112  10] ; [26  2],[112.24   9.76] ; [25.76  2.24],0
d5,1,0.855447,0.033187,[100  24] ; [23  5],[100.34210526  23.65789474] ; [22.65789474  5.34210526],0
a3,1,0.861034,0.030645,[91 33] ; [21  7],[91.36842105 32.63157895] ; [20.63157895  7.36842105],0
p1,1,0.87024,0.026684,[ 10 114] ; [ 2 26],[  9.78947368 114.21052632] ; [ 2.21052632 25.78947368],0
r1,1,0.880514,0.022596,[99 25] ; [22  6],[98.71052632 25.28947368] ; [22.28947368  5.71052632],0
r3,1,0.893988,0.017758,[116   8] ; [26  2],[115.84210526   8.15789474] ; [26.15789474  1.84210526],0
