Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,58.2014,[66 37] ; [ 26 125],[37.30708661 65.69291339] ; [54.69291339 96.30708661],1
p6,1,0.0,36.12255,[44 58] ; [ 15 132],[24.1686747 77.8313253] ; [ 34.8313253 112.1686747],1
p7,1,0.0,35.189328,[73 30] ; [ 49 100],[49.86507937 53.13492063] ; [72.13492063 76.86507937],1
p8,1,0.0,33.402353,[66 36] ; [ 42 108],[43.71428571 58.28571429] ; [64.28571429 85.71428571],1
p2,1,0.0,26.221195,[91 11] ; [90 61],[72.97233202 29.02766798] ; [108.02766798  42.97233202],1
p10,1,3.7e-05,16.995848,[82 21] ; [81 68],[66.62301587 36.37698413] ; [96.37698413 52.62301587],1
p11,1,5.7e-05,16.205674,[88 15] ; [94 57],[73.80314961 29.19685039] ; [108.19685039  42.80314961],1
p9,1,0.000653,11.61816,[84 19] ; [89 56],[71.85080645 31.14919355] ; [101.14919355  43.85080645],1
s7,1,0.000661,11.595809,[28 70] ; [ 16 126],[17.96666667 80.03333333] ; [ 26.03333333 115.96666667],1
v1,1,0.000685,11.528577,[54 48] ; [ 47 102],[41.0438247 60.9561753] ; [59.9561753 89.0438247],1
p5,1,0.001337,10.290781,[12 91] ; [  3 148],[ 6.08267717 96.91732283] ; [  8.91732283 142.08267717],0
v4,1,0.001351,10.271745,[98  5] ; [122  28],[89.56521739 13.43478261] ; [130.43478261  19.56521739],0
n6,1,0.007907,7.05451,[85 17] ; [102  47],[75.99203187 26.00796813] ; [111.00796813  37.99203187],0
n5,1,0.008871,6.848661,[76 27] ; [86 63],[66.21428571 36.78571429] ; [95.78571429 53.21428571],0
n4,1,0.012446,6.246242,[78 25] ; [91 59],[68.80237154 34.19762846] ; [100.19762846  49.80237154],0
r4,1,0.014374,5.991622,[85 18] ; [104  47],[76.64173228 26.35826772] ; [112.35826772  38.64173228],0
v3,1,0.019085,5.493723,[40 61] ; [ 37 108],[31.61382114 69.38617886] ; [45.38617886 99.61382114],0
d5,1,0.021827,5.259555,[84 19] ; [103  47],[76.13043478 26.86956522] ; [110.86956522  39.13043478],0
s8,1,0.029848,4.718,[21 82] ; [ 16 135],[15.00393701 87.99606299] ; [ 21.99606299 129.00393701],0
r3,1,0.034565,4.466533,[94  9] ; [121  27],[88.22709163 14.77290837] ; [126.77290837  21.22709163],0
s5,1,0.03703,4.349048,[16 86] ; [ 11 138],[10.97211155 91.02788845] ; [ 16.02788845 132.97211155],0
a5,1,0.040764,4.185811,[73 30] ; [88 63],[65.28740157 37.71259843] ; [95.71259843 55.28740157],0
a1,1,0.044686,4.030447,[  1 102] ; [  9 142],[ 4.05511811 98.94488189] ; [  5.94488189 145.05511811],0
r1,1,0.051171,3.802656,[77 26] ; [94 55],[69.89285714 33.10714286] ; [101.10714286  47.89285714],0
a4,1,0.059609,3.548241,[50 53] ; [55 95],[42.74703557 60.25296443] ; [62.25296443 87.74703557],0
v2,1,0.063126,3.453295,[55 44] ; [63 82],[47.87704918 51.12295082] ; [70.12295082 74.87704918],0
u1,1,0.093017,2.821374,[15 88] ; [ 12 139],[10.9488189 92.0511811] ; [ 16.0511811 134.9488189],0
n2,1,0.097502,2.745932,[15  5] ; [29 25],[11.89189189  8.10810811] ; [32.10810811 21.89189189],0
n3,1,0.138347,2.196248,[16  5] ; [30 22],[13.23287671  7.76712329] ; [32.76712329 19.23287671],0
d4,1,0.155869,2.013854,[81 22] ; [106  44],[76.13043478 26.86956522] ; [110.86956522  39.13043478],0
p1,1,0.158467,1.988792,[13 90] ; [ 11 139],[ 9.77075099 93.22924901] ; [ 14.22924901 135.77075099],0
n1,1,0.168281,1.898195,[ 9 12] ; [14 39],[ 6.52702703 14.47297297] ; [16.47297297 36.52702703],0
d1,1,0.174591,1.843078,[56 47] ; [69 82],[50.68897638 52.31102362] ; [74.31102362 76.68897638],0
a7,1,0.183624,1.768047,[75 28] ; [96 52],[70.17131474 32.82868526] ; [100.82868526  47.17131474],0
u3,1,0.210478,1.568134,[19 16] ; [22 32],[16.12359551 18.87640449] ; [24.87640449 29.12359551],0
r2,1,0.223808,1.479787,[91 11] ; [124  24],[87.72 14.28] ; [127.28  20.72],0
