Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,4.2e-05,16.758204,[33 11] ; [13 29],[23.53488372 20.46511628] ; [22.46511628 19.53488372],1
s5,1,0.000163,14.213429,[20 19] ; [ 5 36],[12.1875 26.8125] ; [12.8125 28.1875],1
s8,1,0.000255,13.374211,[24 20] ; [ 7 35],[15.86046512 28.13953488] ; [15.13953488 26.86046512],1
s6,1,0.000546,11.952439,[34  6] ; [20 21],[26.66666667 13.33333333] ; [27.33333333 13.66666667],1
d4,1,0.030673,4.671166,[38  6] ; [28 14],[33.76744186 10.23255814] ; [32.23255814  9.76744186],0
b3,1,0.030854,4.661064,[ 6 22] ; [12 12],[ 9.69230769 18.30769231] ; [ 8.30769231 15.69230769],0
b2,1,0.030854,4.661064,[ 6 22] ; [12 12],[ 9.69230769 18.30769231] ; [ 8.30769231 15.69230769],0
s4,1,0.034491,4.470192,[12 32] ; [ 4 38],[ 8.18604651 35.81395349] ; [ 7.81395349 34.18604651],0
n3,1,0.07222,3.231838,[5 7] ; [10  3],[7.2 4.8] ; [7.8 5.2],0
p6,1,0.079407,3.077001,[19 24] ; [10 29],[15.20731707 27.79268293] ; [13.79268293 25.20731707],0
d1,1,0.079523,3.074628,[24 20] ; [15 27],[19.95348837 24.04651163] ; [19.04651163 22.95348837],0
r4,1,0.084914,2.968244,[31 13] ; [22 20],[27.11627907 16.88372093] ; [25.88372093 16.11627907],0
a7,1,0.10542,2.621573,[24 20] ; [30 12],[27.62790698 16.37209302] ; [26.37209302 15.62790698],0
s7,1,0.110522,2.546748,[22 22] ; [12 25],[18.4691358 25.5308642] ; [15.5308642 21.4691358],0
s1,1,0.150888,2.063246,[ 1 43] ; [ 4 38],[ 2.55813953 41.44186047] ; [ 2.44186047 39.55813953],0
p4,1,0.169116,1.890759,[29 15] ; [21 20],[25.88235294 18.11764706] ; [24.11764706 16.88235294],0
u3,1,0.169148,1.890482,[12  7] ; [5 8],[10.09375  8.90625] ; [6.90625 6.09375],0
r3,1,0.188504,1.72927,[39  5] ; [32  9],[36.75294118  7.24705882] ; [34.24705882  6.75294118],0
a5,1,0.201697,1.630046,[28 16] ; [21 21],[25.06976744 18.93023256] ; [23.93023256 18.06976744],0
p2,1,0.228565,1.44977,[36  8] ; [29 12],[33.64705882 10.35294118] ; [31.35294118  9.64705882],0
a3,1,0.240864,1.375529,[25 19] ; [29 13],[27.62790698 16.37209302] ; [26.37209302 15.62790698],0
n6,1,0.254278,1.299646,[36  8] ; [30 12],[33.76744186 10.23255814] ; [32.23255814  9.76744186],0
v3,1,0.27181,1.207591,[16 26] ; [21 21],[18.5 23.5] ; [18.5 23.5],0
b5,1,0.289755,1.120761,[30 14] ; [24 18],[27.62790698 16.37209302] ; [26.37209302 15.62790698],0
p10,1,0.300334,1.072711,[37  7] ; [30 10],[35.0952381  8.9047619] ; [31.9047619  8.0952381],0
n1,1,0.301941,1.065601,[4 8] ; [7 6],[5.28 6.72] ; [5.72 7.28],0
v4,1,0.311862,1.022775,[39  4] ; [35  7],[37.43529412  5.56470588] ; [36.56470588  5.43529412],0
p9,1,0.320037,0.988797,[39  5] ; [34  8],[37.34883721  6.65116279] ; [35.65116279  6.34883721],0
u2,1,0.3785,0.775567,[11  8] ; [5 7],[9.80645161 9.19354839] ; [6.19354839 5.80645161],0
n2,1,0.409454,0.680387,[10  2] ; [9 4],[9.12 2.88] ; [9.88 3.12],0
p1,1,0.416923,0.658973,[ 3 41] ; [ 5 37],[ 4.09302326 39.90697674] ; [ 3.90697674 38.09302326],0
v2,1,0.497561,0.460134,[28 14] ; [25 17],[26.5 15.5] ; [26.5 15.5],0
r2,1,0.508126,0.437923,[36  7] ; [32  9],[34.80952381  8.19047619] ; [33.19047619  7.80952381],0
a6,1,0.514166,0.42558,[21 23] ; [23 19],[22.51162791 21.48837209] ; [21.48837209 20.51162791],0
p7,1,0.574716,0.314855,[23 20] ; [25 17],[24.28235294 18.71764706] ; [23.71764706 18.28235294],0
a4,1,0.595701,0.281529,[16 28] ; [13 29],[14.8372093 29.1627907] ; [14.1627907 27.8372093],0
a2,1,0.670018,0.181581,[ 4 40] ; [ 5 37],[ 4.60465116 39.39534884] ; [ 4.39534884 37.60465116],0
p8,1,0.672991,0.178123,[19 24] ; [20 21],[19.96428571 23.03571429] ; [19.03571429 21.96428571],0
b1,1,0.673119,0.177975,[20 24] ; [21 21],[20.97674419 23.02325581] ; [20.02325581 21.97674419],0
u1,1,0.68376,0.165924,[ 3 41] ; [ 2 40],[ 2.55813953 41.44186047] ; [ 2.44186047 39.55813953],0
a1,1,0.68376,0.165924,[ 3 41] ; [ 2 40],[ 2.55813953 41.44186047] ; [ 2.44186047 39.55813953],0
b4,1,0.685248,0.164278,[26 18] ; [23 19],[25.06976744 18.93023256] ; [23.93023256 18.06976744],0
d3,1,0.690434,0.158616,[27 17] ; [24 18],[26.09302326 17.90697674] ; [24.90697674 17.09302326],0
p12,1,0.704046,0.144297,[ 3 41] ; [ 2 39],[ 2.58823529 41.41176471] ; [ 2.41176471 38.58823529],0
p3,1,0.705138,0.143182,[26 18] ; [22 18],[25.14285714 18.85714286] ; [22.85714286 17.14285714],0
d5,1,0.708635,0.139644,[34 10] ; [31 11],[33.25581395 10.74418605] ; [31.74418605 10.25581395],0
n4,1,0.743132,0.107393,[30 14] ; [30 12],[30.69767442 13.30232558] ; [29.30232558 12.69767442],0
p5,1,0.833605,0.044134,[ 7 37] ; [ 6 36],[ 6.65116279 37.34883721] ; [ 6.34883721 35.65116279],0
n5,1,0.909759,0.012847,[32 12] ; [31 11],[32.23255814 11.76744186] ; [30.76744186 11.23255814],0
