Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,4e-06,21.454899,[13 39] ; [36 15],[24.73786408 27.26213592] ; [24.26213592 26.73786408],1
s2,1,5e-06,20.777778,[ 7 44] ; [29 22],[18. 33.] ; [18. 33.],1
r3,1,3.5e-05,17.141757,[29 22] ; [48  4],[38.12621359 12.87378641] ; [38.87378641 13.12621359],1
s8,1,0.000405,12.511278,[ 6 46] ; [22 30],[14. 38.] ; [14. 38.],1
s7,1,0.002689,9.007353,[ 9 41] ; [23 27],[16. 34.] ; [16. 34.],0
n6,1,0.004353,8.130298,[33 18] ; [46  6],[39.11650485 11.88349515] ; [39.88349515 12.11650485],0
r4,1,0.010787,6.5,[30 22] ; [42 10],[36. 16.] ; [36. 16.],0
v4,1,0.011103,6.44873,[36 15] ; [47  5],[41.09708738  9.90291262] ; [41.90291262 10.09708738],0
a6,1,0.015577,5.85,[38 14] ; [26 26],[32. 20.] ; [32. 20.],0
r1,1,0.016157,5.785747,[32 20] ; [43  9],[37.5 14.5] ; [37.5 14.5],0
u3,1,0.017458,5.649722,[ 7 17] ; [13  7],[10.90909091 13.09090909] ; [ 9.09090909 10.90909091],0
p4,1,0.02501,5.023199,[14 37] ; [25 26],[19.5 31.5] ; [19.5 31.5],0
p2,1,0.03021,4.697275,[23 29] ; [34 18],[28.5 23.5] ; [28.5 23.5],0
b5,1,0.03021,4.697275,[23 29] ; [34 18],[28.5 23.5] ; [28.5 23.5],0
s4,1,0.041387,4.160085,[ 4 48] ; [11 39],[ 7.64705882 44.35294118] ; [ 7.35294118 42.64705882],0
b4,1,0.043846,4.0625,[27 25] ; [37 15],[32. 20.] ; [32. 20.],0
p5,1,0.053484,3.728738,[ 1 50] ; [ 6 46],[ 3.46601942 47.53398058] ; [ 3.53398058 48.46601942],0
p7,1,0.058985,3.565705,[19 32] ; [28 22],[23.73267327 27.26732673] ; [23.26732673 26.73267327],0
v1,1,0.061808,3.488199,[13 39] ; [22 30],[17.5 34.5] ; [17.5 34.5],0
p6,1,0.075034,3.169309,[ 6 45] ; [13 38],[ 9.5 41.5] ; [ 9.5 41.5],0
b1,1,0.076185,3.144457,[24 28] ; [33 19],[28.5 23.5] ; [28.5 23.5],0
p11,1,0.116394,2.465185,[23 29] ; [31 21],[27. 25.] ; [27. 25.],0
a7,1,0.133881,2.246913,[28 23] ; [36 16],[31.68932039 19.31067961] ; [32.31067961 19.68932039],0
u2,1,0.134176,2.243516,[ 8 15] ; [11  8],[10.4047619 12.5952381] ; [ 8.5952381 10.4047619],0
s5,1,0.134566,2.239024,[ 7 44] ; [13 38],[10. 41.] ; [10. 41.],0
p8,1,0.15011,2.071132,[12 39] ; [19 33],[15.34951456 35.65048544] ; [15.65048544 36.34951456],0
d4,1,0.161349,1.961538,[30 20] ; [38 14],[33.33333333 16.66666667] ; [34.66666667 17.33333333],0
a4,1,0.213808,1.545455,[21 30] ; [15 36],[18. 33.] ; [18. 33.],0
a8,1,0.215613,1.533333,[ 4 42] ; [ 8 38],[ 6. 40.] ; [ 6. 40.],0
n3,1,0.219408,1.508236,[10 13] ; [9 5],[11.81081081 11.18918919] ; [7.18918919 6.81081081],0
a5,1,0.233703,1.418182,[33 19] ; [27 25],[30. 22.] ; [30. 22.],0
v3,1,0.29215,1.109688,[14 38] ; [19 33],[16.5 35.5] ; [16.5 35.5],0
n2,1,0.293661,1.102761,[13 11] ; [10  4],[14.52631579  9.47368421] ; [8.47368421 5.52631579],0
p3,1,0.301244,1.068677,[12 39] ; [17 35],[14.3592233 36.6407767] ; [14.6407767 37.3592233],0
d2,1,0.31551,1.007468,[29 21] ; [25 27],[26.47058824 23.52941176] ; [27.52941176 24.47058824],0
u1,1,0.402406,0.701124,[ 6 46] ; [ 9 43],[ 7.5 44.5] ; [ 7.5 44.5],0
n4,1,0.426308,0.63286,[42 10] ; [45  7],[43.5  8.5] ; [43.5  8.5],0
d1,1,0.431401,0.619048,[26 26] ; [22 30],[24. 28.] ; [24. 28.],0
s1,1,0.461377,0.542553,[ 3 48] ; [ 5 46],[ 4. 47.] ; [ 4. 47.],0
v2,1,0.486891,0.48339,[17 34] ; [20 30],[18.68316832 32.31683168] ; [18.31683168 31.68316832],0
a3,1,0.494692,0.466304,[28 23] ; [32 20],[29.70873786 21.29126214] ; [30.29126214 21.70873786],0
a1,1,0.505893,0.442553,[ 6 46] ; [ 4 48],[ 5. 47.] ; [ 5. 47.],0
d5,1,0.527354,0.399488,[34 18] ; [37 15],[35.5 16.5] ; [35.5 16.5],0
p10,1,0.573742,0.316462,[14 38] ; [16 34],[15.29411765 36.70588235] ; [14.70588235 35.29411765],0
n1,1,0.686254,0.16317,[10 12] ; [5 8],[ 9.42857143 12.57142857] ; [5.57142857 7.42857143],0
d3,1,0.692939,0.155922,[28 24] ; [30 22],[29. 23.] ; [29. 23.],0
b2,1,0.733451,0.115966,[12 22] ; [11 24],[11.33333333 22.66666667] ; [11.66666667 23.33333333],0
b3,1,0.733451,0.115966,[12 22] ; [11 24],[11.33333333 22.66666667] ; [11.66666667 23.33333333],0
p1,1,0.749844,0.101662,[ 6 46] ; [ 5 47],[ 5.5 46.5] ; [ 5.5 46.5],0
a2,1,0.790875,0.070318,[ 9 43] ; [ 8 44],[ 8.5 43.5] ; [ 8.5 43.5],0
r2,1,0.971456,0.00128,[45  6] ; [46  6],[45.05825243  5.94174757] ; [45.94174757  6.05825243],0
