Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000473,12.219689,[11 23] ; [38 16],[18.93181818 15.06818182] ; [30.06818182 23.93181818],1
d4,1,0.00182,9.722368,[17 17] ; [44 10],[23.56818182 10.43181818] ; [37.43181818 16.56818182],0
a6,1,0.006869,7.306794,[12 22] ; [35 19],[18.15909091 15.84090909] ; [28.84090909 25.15909091],0
b1,1,0.006949,7.286187,[17 17] ; [12 42],[11.20454545 22.79545455] ; [17.79545455 36.20454545],0
p11,1,0.014368,5.99238,[24 10] ; [49  5],[28.20454545  5.79545455] ; [44.79545455  9.20454545],0
n1,1,0.024485,5.059933,[6 5] ; [ 2 13],[3.38461538 7.61538462] ; [ 4.61538462 10.38461538],0
p2,1,0.033565,4.516701,[24 10] ; [47  6],[27.74712644  6.25287356] ; [43.25287356  9.74712644],0
b4,1,0.036933,4.353502,[15 19] ; [36 18],[19.70454545 14.29545455] ; [31.29545455 22.70454545],0
p10,1,0.041448,4.157609,[24 10] ; [45  6],[27.6  6.4] ; [41.4  9.6],0
d5,1,0.041711,4.146906,[18 16] ; [40 14],[22.40909091 11.59090909] ; [35.59090909 18.40909091],0
b2,1,0.090844,2.85936,[ 3 18] ; [11 20],[ 5.65384615 15.34615385] ; [ 8.34615385 22.65384615],0
b3,1,0.090844,2.85936,[ 3 18] ; [11 20],[ 5.65384615 15.34615385] ; [ 8.34615385 22.65384615],0
p9,1,0.109672,2.558945,[25  9] ; [47  7],[27.81818182  6.18181818] ; [44.18181818  9.81818182],0
r2,1,0.112399,2.520167,[24  9] ; [45  7],[26.78823529  6.21176471] ; [42.21176471  9.78823529],0
d1,1,0.125811,2.343448,[ 9 25] ; [23 31],[12.36363636 21.63636364] ; [19.63636364 34.36363636],0
v3,1,0.166377,1.915289,[ 8 26] ; [20 33],[10.94252874 23.05747126] ; [17.05747126 35.94252874],0
a1,1,0.167855,1.901995,[ 1 33] ; [ 6 48],[ 2.70454545 31.29545455] ; [ 4.29545455 49.70454545],0
b5,1,0.197897,1.657824,[18 16] ; [36 18],[20.86363636 13.13636364] ; [33.13636364 20.86363636],0
a4,1,0.235104,1.409714,[10 24] ; [10 44],[ 7.72727273 26.27272727] ; [12.27272727 41.72727273],0
a2,1,0.252237,1.310874,[ 1 33] ; [ 5 49],[ 2.31818182 31.68181818] ; [ 3.68181818 50.31818182],0
v1,1,0.322031,0.980681,[13 21] ; [26 27],[15.24137931 18.75862069] ; [23.75862069 29.24137931],0
a5,1,0.343341,0.897916,[16 18] ; [31 23],[18.15909091 15.84090909] ; [28.84090909 25.15909091],0
p3,1,0.343341,0.897916,[16 18] ; [31 23],[18.15909091 15.84090909] ; [28.84090909 25.15909091],0
a3,1,0.362044,0.830792,[13 21] ; [26 28],[15.06818182 18.93181818] ; [23.93181818 30.06818182],0
p12,1,0.391697,0.733668,[ 2 32] ; [ 6 47],[ 3.12643678 30.87356322] ; [ 4.87356322 48.12643678],0
p1,1,0.451903,0.565876,[ 5 29] ; [ 5 48],[ 3.90804598 30.09195402] ; [ 6.09195402 46.90804598],0
r4,1,0.456435,0.554622,[20 14] ; [36 18],[21.63636364 12.36363636] ; [34.36363636 19.63636364],0
p5,1,0.477338,0.504939,[ 5 29] ; [11 42],[ 6.25287356 27.74712644] ; [ 9.74712644 43.25287356],0
u3,1,0.486124,0.485093,[ 8 13] ; [13 14],[ 9.1875 11.8125] ; [11.8125 15.1875],0
p6,1,0.529694,0.394978,[14 20] ; [25 27],[15.41860465 18.58139535] ; [23.58139535 28.41860465],0
n6,1,0.57089,0.321195,[28  6] ; [46  7],[28.91954023  5.08045977] ; [45.08045977  7.91954023],0
n2,1,0.596613,0.280135,[7 4] ; [11  4],[7.61538462 3.38461538] ; [10.38461538  4.61538462],0
r3,1,0.619551,0.246499,[29  5] ; [48  6],[29.75  4.25] ; [47.25  6.75],0
v2,1,0.643837,0.213759,[13 20] ; [24 30],[14.03448276 18.96551724] ; [22.96551724 31.03448276],0
u2,1,0.679988,0.170139,[10 11] ; [15 13],[10.71428571 10.28571429] ; [14.28571429 13.71428571],0
s3,1,0.713686,0.134623,[16 17] ; [24 30],[15.17241379 17.82758621] ; [24.82758621 29.17241379],0
s7,1,0.730064,0.119053,[13 21] ; [21 29],[13.76190476 20.23809524] ; [20.23809524 29.76190476],0
p4,1,0.734486,0.115033,[22 12] ; [33 21],[21.25 12.75] ; [33.75 20.25],0
n3,1,0.740797,0.109428,[8 3] ; [10  5],[7.61538462 3.38461538] ; [10.38461538  4.61538462],0
p7,1,0.75808,0.094866,[25  9] ; [39 12],[25.6  8.4] ; [38.4 12.6],0
