Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.582429,[16 28] ; [53  6],[29.47572816 14.52427184] ; [39.52427184 19.47572816],1
a5,1,8e-06,19.958274,[11 33] ; [41 18],[22.21359223 21.78640777] ; [29.78640777 29.21359223],1
s6,1,0.000275,13.236622,[ 7 37] ; [29 28],[15.68316832 28.31683168] ; [20.31683168 36.68316832],1
v2,1,0.000407,12.498899,[ 8 35] ; [29 25],[16.40206186 26.59793814] ; [20.59793814 33.40206186],1
p11,1,0.000742,11.38071,[22 22] ; [48 11],[29.90291262 14.09708738] ; [40.09708738 18.90291262],1
p3,1,0.001657,9.895596,[ 9 35] ; [30 29],[16.66019417 27.33980583] ; [22.33980583 36.66019417],0
v4,1,0.002078,9.478948,[31 13] ; [55  4],[36.73786408  7.26213592] ; [49.26213592  9.73786408],0
r3,1,0.002489,9.148433,[27 16] ; [52  7],[33.30392157  9.69607843] ; [45.69607843 13.30392157],0
r2,1,0.002515,9.129456,[30 14] ; [54  5],[35.88349515  8.11650485] ; [48.11650485 10.88349515],0
p4,1,0.003722,8.414686,[12 32] ; [33 26],[19.22330097 24.77669903] ; [25.77669903 33.22330097],0
s5,1,0.005613,7.670455,[ 2 42] ; [14 42],[ 7.04 36.96] ; [ 8.96 47.04],0
p10,1,0.006709,7.349292,[20 22] ; [43 15],[26.46 15.54] ; [36.54 21.46],0
s8,1,0.007626,7.119337,[ 3 41] ; [16 42],[ 8.19607843 35.80392157] ; [10.80392157 47.19607843],0
v3,1,0.010107,6.615994,[ 5 39] ; [19 38],[10.45544554 33.54455446] ; [13.54455446 43.45544554],0
a7,1,0.014898,5.928469,[18 25] ; [39 20],[24.02941176 18.97058824] ; [32.97058824 26.02941176],0
v1,1,0.016586,5.739674,[11 33] ; [28 30],[16.82352941 27.17647059] ; [22.17647059 35.82352941],0
u3,1,0.021192,5.310973,[ 8 20] ; [15 10],[12.1509434 15.8490566] ; [10.8490566 14.1509434],0
a3,1,0.025947,4.959556,[16 28] ; [34 24],[21.56862745 22.43137255] ; [28.43137255 29.56862745],0
p8,1,0.02725,4.874877,[15 29] ; [31 24],[20.44444444 23.55555556] ; [25.55555556 29.44444444],0
p9,1,0.02899,4.768228,[24 17] ; [45 12],[28.86734694 12.13265306] ; [40.13265306 16.86734694],0
p2,1,0.036357,4.380295,[25 19] ; [45 14],[29.90291262 14.09708738] ; [40.09708738 18.90291262],0
s7,1,0.041715,4.14675,[ 5 37] ; [16 39],[ 9.09278351 32.90721649] ; [11.90721649 43.09278351],0
n6,1,0.05798,3.594234,[25 19] ; [44 15],[29.47572816 14.52427184] ; [39.52427184 19.47572816],0
