Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,47.556578,[292  15] ; [4 6],[286.66246057  20.33753943] ; [9.33753943 0.66246057],1
r2,1,1e-06,24.12739,[291  13] ; [6 4],[287.54140127  16.45859873] ; [9.45859873 0.54140127],1
r1,1,2e-06,22.659149,[262  43] ; [3 7],[256.58730159  48.41269841] ; [8.41269841 1.58730159],1
n4,1,0.001008,10.812864,[266  40] ; [5 5],[262.42405063  43.57594937] ; [8.57594937 1.42405063],0
v4,1,0.003854,8.351243,[296   9] ; [8 2],[294.34920635  10.65079365] ; [9.65079365 0.34920635],0
b1,1,0.008822,6.858529,[119 188] ; [8 2],[122.99369085 184.00630915] ; [4.00630915 5.99369085],0
d2,1,0.02631,4.935515,[170 136] ; [2 8],[166.55696203 139.44303797] ; [5.44303797 4.55696203],0
d1,1,0.055638,3.662852,[211  96] ; [4 6],[208.21766562  98.78233438] ; [6.78233438 3.21766562],0
s6,1,0.07682,3.130937,[224  75] ; [5 5],[221.58899676  77.41100324] ; [7.41100324 2.58899676],0
s3,1,0.082324,3.018416,[173 127] ; [3 7],[170.32258065 129.67741935] ; [5.67741935 4.32258065],0
n3,1,0.087233,2.924715,[32 10] ; [2 3],[30.38297872 11.61702128] ; [3.61702128 1.38297872],0
s8,1,0.104907,2.629319,[170 134] ; [3 7],[167.49044586 136.50955414] ; [5.50955414 4.49044586],0
d5,1,0.124447,2.360446,[266  40] ; [7 3],[264.36075949  41.63924051] ; [8.63924051 1.36075949],0
p2,1,0.187864,1.734288,[281  25] ; [8 2],[279.85443038  26.14556962] ; [9.14556962 0.85443038],0
p9,1,0.189524,1.721311,[280  25] ; [8 2],[278.85714286  26.14285714] ; [9.14285714 0.85714286],0
p11,1,0.209738,1.573232,[260  47] ; [7 3],[258.57728707  48.42271293] ; [8.42271293 1.57728707],0
a7,1,0.23044,1.438142,[234  72] ; [6 4],[232.40506329  73.59493671] ; [7.59493671 2.40506329],0
n6,1,0.273074,1.201242,[276  29] ; [8 2],[274.98412698  30.01587302] ; [9.01587302 0.98412698],0
b2,1,0.316884,1.001763,[ 81 130] ; [4 3],[ 82.2706422 128.7293578] ; [2.7293578 4.2706422],0
b3,1,0.316884,1.001763,[ 81 130] ; [4 3],[ 82.2706422 128.7293578] ; [2.7293578 4.2706422],0
p10,1,0.319947,0.989164,[273  31] ; [8 2],[272.05095541  31.94904459] ; [8.94904459 1.05095541],0
p12,1,0.38397,0.757954,[ 34 272] ; [2 8],[ 34.86075949 271.13924051] ; [1.13924051 8.86075949],0
p5,1,0.387091,0.748061,[ 58 247] ; [3 7],[ 59.06349206 245.93650794] ; [1.93650794 8.06349206],0
a6,1,0.436162,0.606358,[210  97] ; [8 2],[211.12302839  95.87697161] ; [6.87697161 3.12302839],0
p8,1,0.457023,0.553176,[209  94] ; [8 2],[210.06709265  92.93290735] ; [6.93290735 3.06709265],0
a4,1,0.513791,0.426338,[154 151] ; [4 6],[152.98412698 152.01587302] ; [5.01587302 4.98412698],0
v2,1,0.525155,0.403758,[209  92] ; [6 4],[208.08681672  92.91318328] ; [6.91318328 3.08681672],0
n5,1,0.528525,0.397226,[265  40] ; [8 2],[264.33333333  40.66666667] ; [8.66666667 1.33333333],0
a2,1,0.536288,0.382463,[ 89 218] ; [2 8],[ 88.12933754 218.87066246] ; [2.87066246 7.12933754],0
p3,1,0.543136,0.369759,[212  95] ; [6 4],[211.12302839  95.87697161] ; [6.87697161 3.12302839],0
a1,1,0.548453,0.360096,[ 17 290] ; [1 9],[ 17.43217666 289.56782334] ; [0.56782334 9.43217666],0
b4,1,0.556954,0.345005,[182 125] ; [5 5],[181.10094637 125.89905363] ; [5.89905363 4.10094637],0
n1,1,0.567706,0.326536,[20 23] ; [3 2],[20.60416667 22.39583333] ; [2.39583333 2.60416667],0
b5,1,0.575191,0.314073,[188 119] ; [7 3],[188.84858044 118.15141956] ; [6.15141956 3.84858044],0
s7,1,0.615272,0.252569,[167 121] ; [5 5],[166.22818792 121.77181208] ; [5.77181208 4.22818792],0
d4,1,0.61992,0.245981,[262  44] ; [8 2],[261.4556962  44.5443038] ; [8.5443038 1.4556962],0
u2,1,0.647407,0.209185,[41 36] ; [2 1],[41.3875 35.6125] ; [1.6125 1.3875],0
a3,1,0.710588,0.137691,[230  76] ; [7 3],[229.5  76.5] ; [7.5 2.5],0
s4,1,0.723976,0.124715,[ 48 255] ; [2 8],[ 48.40255591 254.59744409] ; [1.59744409 8.40255591],0
d3,1,0.731139,0.118069,[231  76] ; [8 2],[231.46056782  75.53943218] ; [7.53943218 2.46056782],0
u1,1,0.782025,0.076553,[ 73 234] ; [2 8],[ 72.6340694 234.3659306] ; [2.3659306 7.6340694],0
p7,1,0.782923,0.075907,[231  72] ; [8 2],[231.36421725  71.63578275] ; [7.63578275 2.36421725],0
p6,1,0.820262,0.051624,[162 140] ; [5 5],[161.6474359 140.3525641] ; [5.3525641 4.6474359],0
v3,1,0.841981,0.039745,[158 139] ; [5 5],[157.69055375 139.30944625] ; [5.30944625 4.69055375],0
s2,1,0.890117,0.019087,[174 127] ; [6 4],[174.21221865 126.78778135] ; [5.78778135 4.21221865],0
s5,1,0.907798,0.013413,[123 171] ; [4 6],[122.82236842 171.17763158] ; [4.17763158 5.82236842],0
p1,1,0.960146,0.002497,[ 32 273] ; [1 9],[ 31.95238095 273.04761905] ; [1.04761905 8.95238095],0
n2,1,0.961336,0.00235,[34  9] ; [4 1],[34.04166667  8.95833333] ; [3.95833333 1.04166667],0
u3,1,0.974942,0.000987,[52 25] ; [2 1],[51.975 25.025] ; [2.025 0.975],0
a5,1,0.987911,0.00023,[245  62] ; [8 2],[245.01892744  61.98107256] ; [7.98107256 2.01892744],0
