Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.38675,[37 38] ; [118  27],[52.84090909 22.15909091] ; [102.15909091  42.84090909],1
p9,1,5e-06,20.932655,[42 31] ; [124  21],[55.58715596 17.41284404] ; [110.41284404  34.58715596],1
p8,1,0.000118,14.827879,[20 58] ; [76 69],[33.57847534 44.42152466] ; [62.42152466 82.57847534],1
p2,1,0.000123,14.746987,[46 33] ; [118  26],[58.09865471 20.90134529] ; [105.90134529  38.09865471],1
p7,1,0.000333,12.876155,[30 48] ; [88 50],[42.61111111 35.38888889] ; [75.38888889 62.61111111],1
b1,1,0.002465,9.166047,[40 40] ; [ 43 102],[29.51111111 50.48888889] ; [53.48888889 91.51111111],0
r3,1,0.003646,8.452411,[67 12] ; [139   6],[72.65178571  6.34821429] ; [133.34821429  11.65178571],0
r4,1,0.005371,7.749954,[59 21] ; [128  17],[66.48888889 13.51111111] ; [120.51111111  24.48888889],0
n2,1,0.006469,7.414664,[21 17] ; [41  9],[26.77272727 11.22727273] ; [35.22727273 14.77272727],0
n6,1,0.017049,5.691304,[44 35] ; [103  41],[52.07623318 26.92376682] ; [94.92376682 49.07623318],0
n5,1,0.019392,5.465797,[20 59] ; [59 85],[27.98654709 51.01345291] ; [51.01345291 92.98654709],0
d5,1,0.040748,4.186452,[64 15] ; [99 46],[57.48660714 21.51339286] ; [105.51339286  39.48660714],0
s1,1,0.041914,4.138674,[ 5 74] ; [  2 143],[ 2.46875 76.53125] ; [  4.53125 140.46875],0
a8,1,0.074582,3.179175,[ 1 76] ; [  9 125],[ 3.6492891 73.3507109] ; [  6.3507109 127.6492891],0
a2,1,0.107983,2.583492,[15 65] ; [ 16 129],[11.02222222 68.97777778] ; [ 19.97777778 125.02222222],0
v2,1,0.118039,2.443143,[31 44] ; [72 65],[36.43867925 38.56132075] ; [66.56132075 70.43867925],0
d2,1,0.123255,2.375469,[33 47] ; [ 45 100],[27.73333333 52.26666667] ; [50.26666667 94.73333333],0
p6,1,0.125655,2.34538,[14 63] ; [ 39 103],[18.6347032 58.3652968] ; [ 34.3652968 107.6347032],0
p3,1,0.145179,2.122189,[22 56] ; [55 90],[26.93273543 51.06726457] ; [50.06726457 94.93273543],0
p12,1,0.174561,1.843328,[ 1 77] ; [  7 138],[ 2.79820628 75.20179372] ; [  5.20179372 139.79820628],0
a5,1,0.178065,1.813704,[40 40] ; [86 59],[44.8 35.2] ; [81.2 63.8],0
s4,1,0.21528,1.53556,[23 57] ; [ 31 114],[19.2 60.8] ; [ 34.8 110.2],0
p4,1,0.251216,1.316528,[31 48] ; [68 76],[35.07174888 43.92825112] ; [63.92825112 80.07174888],0
r1,1,0.259983,1.268845,[52 28] ; [104  40],[55.71428571 24.28571429] ; [100.28571429  43.71428571],0
b5,1,0.26064,1.265356,[53 27] ; [85 60],[49.06666667 30.93333333] ; [88.93333333 56.06666667],0
p1,1,0.277855,1.177554,[ 6 73] ; [  6 138],[ 4.25112108 74.74887892] ; [  7.74887892 136.25112108],0
v1,1,0.281472,1.15997,[29 49] ; [63 78],[32.76712329 45.23287671] ; [59.23287671 81.76712329],0
u2,1,0.295509,1.094353,[17 16] ; [37 22],[19.36956522 13.63043478] ; [34.63043478 24.36956522],0
s8,1,0.309676,1.032058,[22 57] ; [50 95],[25.39285714 53.60714286] ; [46.60714286 98.39285714],0
a4,1,0.333126,0.936709,[27 53] ; [ 40 105],[23.82222222 56.17777778] ; [ 43.17777778 101.82222222],0
n1,1,0.344036,0.895335,[ 8 30] ; [15 35],[ 9.93181818 28.06818182] ; [13.06818182 36.93181818],0
v3,1,0.407725,0.685425,[17 59] ; [ 38 100],[19.53271028 56.46728972] ; [ 35.46728972 102.53271028],0
d3,1,0.410891,0.676222,[49 29] ; [99 46],[51.76681614 26.23318386] ; [96.23318386 48.76681614],0
b2,1,0.449484,0.571952,[ 9 26] ; [24 49],[10.69444444 24.30555556] ; [22.30555556 50.69444444],0
b3,1,0.449484,0.571952,[ 9 26] ; [24 49],[10.69444444 24.30555556] ; [22.30555556 50.69444444],0
s6,1,0.456323,0.5549,[42 36] ; [85 59],[44.62162162 33.37837838] ; [82.37837838 61.62162162],0
a6,1,0.47251,0.5161,[48 32] ; [94 51],[50.48888889 29.51111111] ; [91.51111111 53.48888889],0
u1,1,0.533075,0.388526,[ 8 72] ; [ 11 134],[ 6.75555556 73.24444444] ; [ 12.24444444 132.75555556],0
s5,1,0.538171,0.378939,[20 56] ; [43 99],[21.96330275 54.03669725] ; [ 41.03669725 100.96330275],0
a1,1,0.569646,0.323276,[ 4 76] ; [  5 140],[ 3.2 76.8] ; [  5.8 139.2],0
d1,1,0.572148,0.319101,[39 41] ; [65 80],[36.97777778 43.02222222] ; [67.02222222 77.97777778],0
s2,1,0.644591,0.212787,[37 43] ; [62 82],[35.35714286 44.64285714] ; [63.64285714 80.35714286],0
b4,1,0.670864,0.180593,[44 36] ; [84 61],[45.51111111 34.48888889] ; [82.48888889 62.51111111],0
d4,1,0.706173,0.14213,[63 17] ; [111  34],[61.86666667 18.13333333] ; [112.13333333  32.86666667],0
n3,1,0.7311,0.118104,[24 14] ; [34 17],[24.76404494 13.23595506] ; [33.23595506 17.76404494],0
a3,1,0.733253,0.116146,[45 34] ; [86 59],[46.20089286 32.79910714] ; [84.79910714 60.20089286],0
s3,1,0.749585,0.10188,[39 41] ; [67 77],[37.85714286 42.14285714] ; [68.14285714 75.85714286],0
s7,1,0.81588,0.054218,[22 51] ; [45 97],[22.74883721 50.25116279] ; [44.25116279 97.74883721],0
u3,1,0.827211,0.047646,[22 11] ; [38 21],[21.52173913 11.47826087] ; [38.47826087 20.52173913],0
r2,1,0.933565,0.006949,[72  8] ; [131  14],[72.17777778  7.82222222] ; [130.82222222  14.17777778],0
a7,1,0.945757,0.004629,[57 22] ; [104  41],[56.78125 22.21875] ; [104.21875  40.78125],0
