Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.6e-05,18.590619,[43 16] ; [12 29],[32.45 26.55] ; [22.55 18.45],1
a6,1,0.001351,10.271788,[42 17] ; [16 25],[34.22 24.78] ; [23.78 17.22],0
p10,1,0.009245,6.77492,[48  9] ; [25 16],[42.45918367 14.54081633] ; [30.54081633 10.45918367],0
d5,1,0.011439,6.395795,[47 12] ; [23 18],[41.3 17.7] ; [28.7 12.3],0
d4,1,0.040678,4.189387,[47 12] ; [25 16],[42.48 16.52] ; [29.52 11.48],0
d1,1,0.057239,3.61562,[30 29] ; [13 28],[25.37 33.63] ; [17.63 23.37],0
p9,1,0.06071,3.517872,[51  7] ; [30 11],[47.45454545 10.54545455] ; [33.54545455  7.45454545],0
u3,1,0.075144,3.166917,[13  8] ; [ 6 12],[10.23076923 10.76923077] ; [8.76923077 9.23076923],0
a4,1,0.100668,2.694935,[14 45] ; [16 25],[17.7 41.3] ; [12.3 28.7],0
p1,1,0.106731,2.601976,[ 3 55] ; [ 6 35],[ 5.27272727 52.72727273] ; [ 3.72727273 37.27272727],0
p11,1,0.110943,2.540732,[46 13] ; [26 15],[42.48 16.52] ; [29.52 11.48],0
a5,1,0.119431,2.424769,[38 21] ; [20 21],[34.22 24.78] ; [23.78 17.22],0
b5,1,0.151976,2.052301,[40 19] ; [22 19],[36.58 22.42] ; [25.42 15.58],0
s5,1,0.2027,1.622816,[21 30] ; [11 28],[18.13333333 32.86666667] ; [13.86666667 25.13333333],0
s1,1,0.20418,1.612218,[ 5 53] ; [ 1 40],[ 3.51515152 54.48484848] ; [ 2.48484848 38.51515152],0
a8,1,0.22223,1.489911,[ 9 48] ; [ 3 37],[ 7.05154639 49.94845361] ; [ 4.94845361 35.05154639],0
r4,1,0.233346,1.420348,[40 19] ; [23 18],[37.17 21.83] ; [25.83 15.17],0
b1,1,0.252119,1.311525,[22 37] ; [20 21],[24.78 34.22] ; [17.22 23.78],0
u2,1,0.255557,1.292669,[12  9] ; [ 7 11],[10.23076923 10.76923077] ; [8.76923077 9.23076923],0
b3,1,0.260707,1.265,[13 23] ; [ 7 23],[10.90909091 25.09090909] ; [ 9.09090909 20.90909091],0
b2,1,0.260707,1.265,[13 23] ; [ 7 23],[10.90909091 25.09090909] ; [ 9.09090909 20.90909091],0
n6,1,0.27807,1.176497,[46 13] ; [28 13],[43.66 15.34] ; [30.34 10.66],0
b4,1,0.310726,1.027589,[39 20] ; [23 18],[36.58 22.42] ; [25.42 15.58],0
n2,1,0.311405,1.024707,[10  4] ; [13  2],[11.10344828  2.89655172] ; [11.89655172  3.10344828],0
a2,1,0.326483,0.962798,[ 8 51] ; [ 3 38],[ 6.49 52.51] ; [ 4.51 36.49],0
u1,1,0.327311,0.959509,[ 4 55] ; [ 1 40],[ 2.95 56.05] ; [ 2.05 38.95],0
r2,1,0.337157,0.921212,[48  7] ; [32  8],[46.31578947  8.68421053] ; [33.68421053  6.31578947],0
s6,1,0.416441,0.660336,[41 16] ; [25 14],[39.1875 17.8125] ; [26.8125 12.1875],0
v1,1,0.431667,0.618334,[29 27] ; [17 22],[27.11578947 28.88421053] ; [18.88421053 20.11578947],0
p7,1,0.484018,0.489796,[31 25] ; [25 15],[32.66666667 23.33333333] ; [23.33333333 16.66666667],0
a3,1,0.48805,0.480823,[38 21] ; [23 17],[36.35353535 22.64646465] ; [24.64646465 15.35353535],0
p12,1,0.488132,0.480642,[ 5 54] ; [ 2 39],[ 4.13 54.87] ; [ 2.87 38.13],0
r3,1,0.499211,0.456612,[53  6] ; [35  6],[51.92  7.08] ; [36.08  4.92],0
s7,1,0.538994,0.377407,[27 30] ; [22 19],[28.5 28.5] ; [20.5 20.5],0
v2,1,0.539361,0.376726,[27 30] ; [16 23],[25.53125 31.46875] ; [17.46875 21.53125],0
s4,1,0.557246,0.344495,[16 43] ; [ 9 32],[14.75 44.25] ; [10.25 30.75],0
a1,1,0.58947,0.291173,[ 4 55] ; [ 4 37],[ 4.72 54.28] ; [ 3.28 37.72],0
p4,1,0.591131,0.288581,[32 27] ; [20 21],[30.68 28.32] ; [21.32 19.68],0
p3,1,0.597748,0.278405,[30 28] ; [19 22],[28.70707071 29.29292929] ; [20.29292929 20.70707071],0
v4,1,0.616416,0.250938,[50  8] ; [33  7],[49.12244898  8.87755102] ; [33.87755102  6.12244898],0
d2,1,0.622763,0.242004,[23 36] ; [18 23],[24.19 34.81] ; [16.81 24.19],0
p2,1,0.662654,0.190316,[46 12] ; [31 10],[45.11111111 12.88888889] ; [31.88888889  9.11111111],0
n5,1,0.690048,0.159033,[41 18] ; [30 11],[41.89 17.11] ; [29.11 11.89],0
p5,1,0.775636,0.081231,[ 5 51] ; [ 3 38],[ 4.6185567 51.3814433] ; [ 3.3814433 37.6185567],0
p6,1,0.791161,0.070121,[20 37] ; [13 27],[19.39175258 37.60824742] ; [13.60824742 26.39175258],0
v3,1,0.817212,0.053422,[16 40] ; [12 27],[16.50526316 39.49473684] ; [11.49473684 27.50526316],0
p8,1,0.835741,0.042992,[24 33] ; [16 24],[23.50515464 33.49484536] ; [16.49484536 23.50515464],0
n4,1,0.838956,0.041302,[40 19] ; [27 14],[39.53 19.47] ; [27.47 13.53],0
s2,1,0.838956,0.041302,[40 19] ; [27 14],[39.53 19.47] ; [27.47 13.53],0
n1,1,0.841596,0.039941,[6 7] ; [7 7],[6.25925926 6.74074074] ; [6.74074074 7.25925926],0
s8,1,0.896385,0.01696,[28 31] ; [20 21],[28.32 30.68] ; [19.68 21.32],0
n3,1,0.908697,0.013152,[10  4] ; [11  4],[10.13793103  3.86206897] ; [10.86206897  4.13793103],0
