Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,29.736924,[250  91] ; [37 50],[228.66121495 112.33878505] ; [58.33878505 28.66121495],1
n4,1,1.3e-05,19.018358,[257  84] ; [46 43],[240.28604651 100.71395349] ; [62.71395349 26.28604651],1
p10,1,5.6e-05,16.239289,[257  80] ; [48 40],[241.84705882  95.15294118] ; [63.15294118 24.84705882],1
r4,1,0.000584,11.826649,[308  34] ; [68 21],[298.35730858  43.64269142] ; [77.64269142 11.35730858],1
s6,1,0.002773,8.951317,[225 115] ; [43 45],[212.89719626 127.10280374] ; [55.10280374 32.89719626],0
p11,1,0.00296,8.831927,[248  94] ; [50 39],[236.46403712 105.53596288] ; [61.53596288 27.46403712],0
r3,1,0.005017,7.873416,[326  15] ; [78 11],[320.38139535  20.61860465] ; [83.61860465  5.38139535],0
u2,1,0.005694,7.644706,[52 46] ; [23  5],[58.33333333 39.66666667] ; [16.66666667 11.33333333],0
p9,1,0.011467,6.391461,[268  68] ; [59 29],[259.13207547  76.86792453] ; [67.86792453 20.13207547],0
b1,1,0.011896,6.326285,[123 219] ; [45 44],[133.30858469 208.69141531] ; [34.69141531 54.30858469],0
v3,1,0.022498,5.206876,[121 207] ; [19 62],[112.27383863 215.72616137] ; [27.72616137 53.27383863],0
p4,1,0.024029,5.092539,[158 183] ; [29 59],[148.64102564 192.35897436] ; [38.35897436 49.64102564],0
u1,1,0.028052,4.824873,[ 69 273] ; [ 9 80],[ 61.89327146 280.10672854] ; [16.10672854 72.89327146],0
d1,1,0.030396,4.686751,[190 152] ; [38 51],[180.9187935 161.0812065] ; [47.0812065 41.9187935],0
d5,1,0.031968,4.60023,[276  65] ; [62 26],[268.66666667  72.33333333] ; [69.33333333 18.66666667],0
s5,1,0.032583,4.567556,[101 231] ; [15 66],[ 93.24939467 238.75060533] ; [22.75060533 58.24939467],0
s7,1,0.035747,4.40915,[149 180] ; [27 56],[140.54368932 188.45631068] ; [35.45631068 47.54368932],0
a2,1,0.037612,4.322462,[ 90 252] ; [14 75],[ 82.52436195 259.47563805] ; [21.47563805 67.52436195],0
b2,1,0.047796,3.917129,[ 87 125] ; [12 35],[ 81.03474903 130.96525097] ; [17.96525097 29.03474903],0
b3,1,0.047796,3.917129,[ 87 125] ; [12 35],[ 81.03474903 130.96525097] ; [17.96525097 29.03474903],0
r1,1,0.048504,3.892423,[266  74] ; [60 28],[258.97196262  81.02803738] ; [67.02803738 20.97196262],0
u3,1,0.080994,3.044845,[58 42] ; [22  7],[62.01550388 37.98449612] ; [17.98449612 11.01550388],0
d2,1,0.082613,3.012728,[170 169] ; [35 53],[162.75175644 176.24824356] ; [42.24824356 45.75175644],0
v2,1,0.084857,2.969329,[172 154] ; [35 48],[164.99266504 161.00733496] ; [42.00733496 40.99266504],0
s8,1,0.09834,2.732261,[136 205] ; [27 62],[129.2627907 211.7372093] ; [33.7372093 55.2627907],0
p6,1,0.0984,2.731287,[ 83 257] ; [14 73],[ 77.23653396 262.76346604] ; [19.76346604 67.23653396],0
a4,1,0.128314,2.31279,[161 180] ; [34 55],[154.63953488 186.36046512] ; [40.36046512 48.63953488],0
r2,1,0.142716,2.148425,[324  17] ; [80  8],[321.12820513  19.87179487] ; [82.87179487  5.12820513],0
a5,1,0.15061,2.06606,[235 107] ; [54 35],[229.3225058 112.6774942] ; [59.6774942 29.3225058],0
p3,1,0.162323,1.952454,[124 217] ; [25 63],[118.43589744 222.56410256] ; [30.56410256 57.43589744],0
p12,1,0.180239,1.795654,[ 20 322] ; [ 2 85],[ 17.53846154 324.46153846] ; [ 4.46153846 82.53846154],0
p2,1,0.189582,1.720866,[250  91] ; [59 30],[245.04418605  95.95581395] ; [63.95581395 25.04418605],0
b5,1,0.196656,1.667034,[225 117] ; [52 37],[219.80046404 122.19953596] ; [57.19953596 31.80046404],0
s1,1,0.224323,1.4765,[ 13 323] ; [ 6 81],[ 15.09219858 320.90780142] ; [ 3.90780142 83.09219858],0
a7,1,0.271178,1.21078,[242  98] ; [58 31],[237.76223776 102.23776224] ; [62.23776224 26.76223776],0
d3,1,0.297459,1.085553,[228 113] ; [53 34],[223.88084112 117.11915888] ; [57.11915888 29.88084112],0
a6,1,0.415549,0.662869,[237 105] ; [57 31],[233.83255814 108.16744186] ; [60.16744186 27.83255814],0
s3,1,0.430524,0.62141,[180 158] ; [51 37],[183.28169014 154.71830986] ; [47.71830986 40.28169014],0
p7,1,0.451994,0.565647,[144 192] ; [33 53],[140.92890995 195.07109005] ; [36.07109005 49.92890995],0
n1,1,0.477187,0.505285,[35 64] ; [11 27],[33.24087591 65.75912409] ; [12.75912409 25.24087591],0
p5,1,0.518852,0.416174,[ 17 320] ; [ 3 85],[ 15.85882353 321.14117647] ; [ 4.14117647 83.85882353],0
a3,1,0.550227,0.356911,[241 100] ; [60 29],[238.7 102.3] ; [62.3 26.7],0
v1,1,0.602463,0.271297,[154 175] ; [38 49],[151.84615385 177.15384615] ; [40.15384615 46.84615385],0
n2,1,0.621592,0.243637,[71 28] ; [27 13],[69.79856115 29.20143885] ; [28.20143885 11.79856115],0
s4,1,0.654017,0.200873,[ 60 278] ; [14 75],[ 58.57611241 279.42388759] ; [15.42388759 73.57611241],0
s2,1,0.655207,0.199399,[168 169] ; [42 47],[166.12676056 170.87323944] ; [43.87323944 45.12676056],0
p1,1,0.787166,0.072896,[ 17 325] ; [ 5 83],[ 17.49767442 324.50232558] ; [ 4.50232558 83.49767442],0
a8,1,0.808892,0.058494,[ 34 276] ; [10 74],[ 34.61928934 275.38071066] ; [ 9.38071066 74.61928934],0
b4,1,0.894188,0.017691,[201 141] ; [53 36],[201.54988399 140.45011601] ; [52.45011601 36.54988399],0
d4,1,0.939731,0.005717,[270  71] ; [70 18],[270.25641026  70.74358974] ; [69.74358974 18.25641026],0
a1,1,0.941409,0.005402,[ 16 326] ; [ 4 85],[ 15.87006961 326.12993039] ; [ 4.12993039 84.87006961],0
n3,1,0.969897,0.001424,[74 26] ; [28 10],[73.91304348 26.08695652] ; [28.08695652  9.91304348],0
