Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000502,12.106368,[74  4] ; [32 12],[67.7704918 10.2295082] ; [38.2295082  5.7704918],1
p5,1,0.000566,11.885001,[25 55] ; [ 2 42],[17.41935484 62.58064516] ; [ 9.58064516 34.41935484],1
p4,1,0.001244,10.424559,[64 16] ; [23 21],[56.12903226 23.87096774] ; [30.87096774 13.12903226],0
p3,1,0.00188,9.66345,[54 26] ; [17 27],[45.80645161 34.19354839] ; [25.19354839 18.80645161],0
p11,1,0.004812,7.948898,[71  9] ; [30 14],[65.16129032 14.83870968] ; [35.83870968  8.16129032],0
v3,1,0.005573,7.683281,[36 43] ; [ 9 35],[28.90243902 50.09756098] ; [16.09756098 27.90243902],0
s5,1,0.024887,5.031707,[35 42] ; [10 31],[29.36440678 47.63559322] ; [15.63559322 25.36440678],0
p10,1,0.02522,5.008685,[67 12] ; [29 14],[62.16393443 16.83606557] ; [33.83606557  9.16393443],0
p1,1,0.027782,4.841571,[15 65] ; [ 2 42],[10.96774194 69.03225806] ; [ 6.03225806 37.96774194],0
b2,1,0.049877,3.845589,[17 27] ; [18 11],[21.09589041 22.90410959] ; [13.90410959 15.09589041],0
b3,1,0.049877,3.845589,[17 27] ; [18 11],[21.09589041 22.90410959] ; [13.90410959 15.09589041],0
n2,1,0.096582,2.761091,[13  3] ; [8 7],[10.83870968  5.16129032] ; [10.16129032  4.83870968],0
s3,1,0.115898,2.471895,[44 35] ; [18 26],[39.82113821 39.17886179] ; [22.17886179 21.82113821],0
s2,1,0.127905,2.317743,[45 35] ; [18 25],[40.97560976 39.02439024] ; [22.02439024 20.97560976],0
n5,1,0.15822,1.991155,[64 15] ; [30 13],[60.86885246 18.13114754] ; [33.13114754  9.86885246],0
p9,1,0.170454,1.87895,[68 12] ; [33 11],[65.16129032 14.83870968] ; [35.83870968  8.16129032],0
n1,1,0.20009,1.641719,[9 7] ; [ 5 10],[7.22580645 8.77419355] ; [6.77419355 8.22580645],0
u2,1,0.20939,1.57564,[19 17] ; [14  6],[21.21428571 14.78571429] ; [11.78571429  8.21428571],0
s4,1,0.210317,1.569244,[14 65] ; [ 4 39],[11.6557377 67.3442623] ; [ 6.3442623 36.6557377],0
r1,1,0.216817,1.525318,[61 19] ; [29 15],[58.06451613 21.93548387] ; [31.93548387 12.06451613],0
s6,1,0.237191,1.397213,[54 22] ; [26 17],[51.09243697 24.90756303] ; [28.90756303 14.09243697],0
a7,1,0.241445,1.372135,[56 23] ; [26 17],[53.09836066 25.90163934] ; [28.90163934 14.09836066],0
d5,1,0.267061,1.231779,[40 40] ; [26 17],[42.92682927 37.07317073] ; [23.07317073 19.92682927],0
a8,1,0.277599,1.178808,[15 61] ; [ 5 37],[12.88135593 63.11864407] ; [ 7.11864407 34.88135593],0
