Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,136.145046,[ 2 78] ; [284 108],[48.47457627 31.52542373] ; [237.52542373 154.47457627],1
d3,1,0.0,80.115562,[22 58] ; [306  86],[55.59322034 24.40677966] ; [272.40677966 119.59322034],1
d5,1,0.0,58.75086,[43 37] ; [349  43],[66.44067797 13.55932203] ; [325.55932203  66.44067797],1
a3,1,0.0,29.043274,[40 39] ; [311  80],[58.99787234 20.00212766] ; [292.00212766  98.99787234],1
a5,1,0.0,25.377903,[42 38] ; [311  81],[59.83050847 20.16949153] ; [293.16949153  98.83050847],1
d2,1,1e-06,25.128781,[20 60] ; [218 173],[40.42462845 39.57537155] ; [197.57537155 193.42462845],1
a4,1,1e-06,24.569305,[16 62] ; [200 191],[35.92324094 42.07675906] ; [180.07675906 210.92324094],1
a2,1,9e-06,19.617271,[ 5 75] ; [118 274],[20.84745763 59.15254237] ; [102.15254237 289.84745763],1
u1,1,7.5e-05,15.688309,[ 4 76] ; [ 98 294],[17.28813559 62.71186441] ; [ 84.71186441 307.28813559],1
v2,1,0.001672,9.879274,[31 43] ; [234 146],[43.1938326 30.8061674] ; [221.8061674 158.1938326],0
a7,1,0.00187,9.673445,[46 34] ; [292  99],[57.40976645 22.59023355] ; [280.59023355 110.40976645],0
p2,1,0.001957,9.589863,[60 20] ; [344  46],[68.76595745 11.23404255] ; [335.23404255  54.76595745],0
r4,1,0.002054,9.500601,[68 12] ; [371  21],[74.40677966  5.59322034] ; [364.59322034  27.40677966],0
p4,1,0.005015,7.873938,[44 36] ; [277 113],[54.63829787 25.36170213] ; [266.36170213 123.63829787],0
r3,1,0.005198,7.809231,[72  8] ; [378  12],[76.59574468  3.40425532] ; [373.40425532  16.59574468],0
v1,1,0.005705,7.64135,[36 41] ; [243 139],[46.80392157 30.19607843] ; [232.19607843 149.80392157],0
s2,1,0.005963,7.561385,[41 37] ; [268 122],[51.5 26.5] ; [257.5 132.5],0
s1,1,0.009863,6.659459,[ 7 70] ; [ 11 374],[ 3. 74.] ; [ 15. 370.],0
b3,1,0.01013,6.611958,[10 37] ; [102 146],[17.8440678 29.1559322] ; [ 94.1559322 153.8440678],0
b2,1,0.01013,6.611958,[10 37] ; [102 146],[17.8440678 29.1559322] ; [ 94.1559322 153.8440678],0
p6,1,0.030974,4.654422,[25 54] ; [173 213],[33.63870968 45.36129032] ; [164.36129032 221.63870968],0
r2,1,0.038852,4.267327,[72  7] ; [376  14],[75.46268657  3.53731343] ; [372.53731343  17.46268657],0
p9,1,0.042061,4.13274,[65 14] ; [349  38],[70.18454936  8.81545064] ; [343.81545064  43.18454936],0
p8,1,0.043401,4.079705,[36 43] ; [222 161],[44.11688312 34.88311688] ; [213.88311688 169.11688312],0
a6,1,0.045091,4.015242,[46 34] ; [270 121],[53.67303609 26.32696391] ; [262.32696391 128.67303609],0
r1,1,0.060101,3.534597,[60 18] ; [335  57],[65.55319149 12.44680851] ; [329.44680851  62.55319149],0
a1,1,0.066958,3.356061,[ 1 79] ; [ 25 367],[ 4.40677966 75.59322034] ; [ 21.59322034 370.40677966],0
p3,1,0.078701,3.091524,[36 44] ; [218 173],[43.14225053 36.85774947] ; [210.85774947 180.14225053],0
s8,1,0.084146,2.982943,[39 41] ; [231 159],[45.95744681 34.04255319] ; [224.04255319 165.95744681],0
s7,1,0.084204,2.981838,[42 34] ; [247 129],[48.59292035 27.40707965] ; [240.40707965 135.59292035],0
p7,1,0.094211,2.800898,[47 31] ; [263 113],[53.25991189 24.74008811] ; [256.74008811 119.25991189],0
v3,1,0.113867,2.499709,[27 50] ; [170 209],[33.26535088 43.73464912] ; [163.73464912 215.26535088],0
v4,1,0.114811,2.486714,[74  5] ; [381  11],[76.3163482  2.6836518] ; [378.6836518  13.3163482],0
n4,1,0.126652,2.333066,[67 12] ; [355  37],[70.78131635  8.21868365] ; [351.21868365  40.78131635],0
n6,1,0.132802,2.259436,[70 10] ; [362  29],[73.37579618  6.62420382] ; [358.62420382  32.37579618],0
u4,1,0.188949,1.725791,[ 1 79] ; [ 17 375],[ 3.05084746 76.94915254] ; [ 14.94915254 377.05084746],0
s3,1,0.192958,1.694888,[49 27] ; [279 109],[53.72413793 22.27586207] ; [274.27586207 113.72413793],0
s5,1,0.202947,1.621037,[29 49] ; [172 210],[34.0826087 43.9173913] ; [166.9173913 215.0826087],0
