Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,62.724103,[259  58] ; [53 69],[225.29384966  91.70615034] ; [86.70615034 35.29384966],1
p4,1,0.511408,0.431185,[202 115] ; [73 48],[199.02968037 117.97031963] ; [75.97031963 45.02968037],0
p2,1,0.525306,0.403463,[278  40] ; [103  18],[275.98633257  42.01366743] ; [105.01366743  15.98633257],0
s6,1,0.552284,0.353241,[271  44] ; [98 19],[269.0625  45.9375] ; [99.9375 17.0625],0
s5,1,0.576776,0.311475,[131 170] ; [54 62],[133.53717026 167.46282974] ; [51.46282974 64.53717026],0
a8,1,0.612965,0.255879,[ 49 247] ; [ 17 100],[ 47.30266344 248.69733656] ; [18.69733656 98.30266344],0
p3,1,0.667662,0.184349,[170 148] ; [68 54],[172.00909091 145.99090909] ; [65.99090909 56.00909091],0
p6,1,0.68887,0.160311,[128 190] ; [50 68],[129.82568807 188.17431193] ; [48.17431193 69.82568807],0
s4,1,0.73345,0.115967,[ 68 249] ; [28 94],[ 69.32118451 247.67881549] ; [26.67881549 95.32118451],0
u4,1,0.743974,0.106665,[ 11 308] ; [  5 117],[ 11.57369615 307.42630385] ; [  4.42630385 117.57369615],0
p8,1,0.752136,0.099745,[169 148] ; [66 54],[170.46910755 146.53089245] ; [64.53089245 55.46910755],0
a4,1,0.755863,0.09667,[149 170] ; [59 63],[150.45804989 168.54195011] ; [57.54195011 64.45804989],0
v3,1,0.760835,0.09265,[122 180] ; [50 69],[123.3824228 178.6175772] ; [48.6175772 70.3824228],0
p5,1,0.82052,0.051473,[ 42 273] ; [ 17 103],[ 42.72413793 272.27586207] ; [ 16.27586207 103.72413793],0
p1,1,0.904662,0.014346,[ 30 287] ; [ 11 110],[ 29.67351598 287.32648402] ; [ 11.32648402 109.67351598],0
r3,1,0.94714,0.004396,[307  10] ; [118   4],[306.89066059  10.10933941] ; [118.10933941   3.89066059],0
